指標名,保育園,,,認可保育所,https://www.fukushihoken.metro.tokyo.lg.jp/kiban/fukushi_shisetsu/shs_list/shisetsuitiran.html,,,,
港区,南青山２丁目,-,東京都港区南青山2-18-11ARUMAKAN101,35.669133,139.7198025,SOH,認可外,10,
港区,南青山２丁目,-,東京都港区南青山2-7-7,35.670366,139.7227365,MOEGI HOUSE,認可外,10,
港区,南青山２丁目,-,東京都港区南青山2-9-23,35.67024,139.721373,ドリームキッズ  ネットワーク,認可外,42,
港区,南青山１丁目,-,東京都港区南青山１－３－１　パークアクシス青山一丁目タワー２階,35.671788,139.7255175,あい保育園青山一丁目,認可,60,
港区,南青山１丁目,-,東京都港区南青山１－３－１５,35.671509,139.725441,南青山保育園,認可,142,
新宿区,南元町,-,東京都新宿区南元町４,35.681589,139.723713,二葉南元保育園,認可,110,
千代田区,内神田２丁目,-,東京都千代田区内神田２－１－１３,35.689014,139.7683935,ベネッセ内神田保育園,認可,60,
千代田区,内神田２丁目,-,東京都千代田区内神田2-5-2,35.690094,139.7675295,マミーズエンジェル神田駅前保育園,認証A,35,
千代田区,内幸町１丁目,-,東京都千代田区内幸町1-1-1  帝国本館4階,35.672256,139.7583495,帝国ホテルベビールーム,認可外,24,
千代田区,内幸町１丁目,-,東京都千代田区内幸町1-1-5,35.670591,139.7574045,みずほキッズがじゅまる,認可外,33,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-14-6  2F,35.657289,139.698315,よつば保育室,認可外,3,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1－22－12長島第一ビル5階,35.656587,139.6957545,TKヘアメイク＆ネイルスクール,認可外,6,
港区,東麻布２丁目,-,東京都港区東麻布２－１－１,35.658144,139.742568,東麻布保育園,認可,170,
港区,東麻布２丁目,-,東京都港区東麻布2-1-1  4階,35.658144,139.742568,みなと保育サポート東麻布,認可外,20,
港区,東麻布２丁目,-,東京都港区東麻布２－３２－７,35.655957,139.740534,あい・あい保育園麻布十番園,認可,50,
港区,東麻布１丁目,-,東京都港区東麻布１－２１－２,35.655867,139.743549,飯倉保育園,認可,140,
港区,東麻布１丁目,-,東京都港区東麻布1-26-2SERAPH10AZABU1・2階,35.655471,139.744773,ゆらりん東麻布保育園,認証A,47,
港区,東麻布１丁目,-,東京都港区東麻布1-26-2セラフデアザブ3F,35.655471,139.744773,東京international kindercare,認可外,51,
港区,東麻布１丁目,-,東京都港区東麻布１－５－６,35.657874,139.743189,ふたばクラブ東麻布保育園,認可,39,
港区,東麻布１丁目,-,東京都港区東麻布1-8-14  日下部ビル1階,35.65692,139.743171,のぱるキッズ  東麻布,認可外,12,
中央区,東日本橋３丁目,-,東京都中央区東日本橋３－６－１５,35.690535,139.7837655,さくらさくみらい東日本橋,認可,47,
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-3-13,35.690454,139.786011,こどもの王国保育園  東日本橋園,認可外,24,
中央区,東日本橋１丁目,-,東京都中央区東日本橋１－４－６　東日本橋一丁目ビル１・２階,35.691021,139.7861775,テンダーラビング保育園東日本橋,認可,70,
中央区,東日本橋１丁目,-,東京都中央区東日本橋１－５－１３　セイワ東日本橋ビル１～４階,35.691264,139.7860965,日生東日本橋保育園ひびき,認可,90,
千代田区,東神田２丁目,-,東京都千代田区東神田2-3-3  東神田藤和ビル1階,35.696592,139.7796435,かけはし保育園,認可外,12,
千代田区,東神田２丁目,-,東京都千代田区東神田２－６－５　東神田ビル２・３階,35.695845,139.780287,あい保育園東神田,認可,63,
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-1-16  汐留FSビル1F,35.665632,139.760037,カンガルーム汐留,認可外,40,
新宿区,東五軒町,-,東京都新宿区東五軒町５－２４,35.706762,139.740111,東五軒町保育園,認可,174,
渋谷区,東４丁目,-,東京都渋谷区東４－７－８,35.655984,139.713381,渋谷東ちとせ保育園,認可,90,
渋谷区,東３丁目,-,東京都渋谷区東3-18-5  1F,35.649666,139.7095695,LOVE  HUG,認可外,15,
渋谷区,東２丁目,-,東京都渋谷区東２－２０－１８,35.653662,139.709106,氷川保育園,認可,64,
渋谷区,東１丁目,-,東京都渋谷区東1-29-1,35.653509,139.707117,渋谷東しぜんの国こども園,認定こども園,114,
新宿区,天神町,-,東京都新宿区天神町22-3  ルート神楽坂2階,35.705277,139.7310525,繭の糸神楽坂保育園,認可外,30,
中央区,佃３丁目,-,東京都中央区佃３－２－１０  オーケンビル３階,35.66538,139.7865285,ブロッサムズインターナショナルスクール,認可外,-,設定なし
中央区,佃２丁目,-,東京都中央区佃２－１０－９　ライオンズタワー月島　１階,35.666145,139.784436,保育所まぁむ月島駅前園,認可,80,
中央区,佃２丁目,-,東京都中央区佃２－２－２,35.666865,139.7869605,つくだ保育園,認可,131,
中央区,佃２丁目,-,東京都中央区佃二丁目２２番２号,35.666496,139.7867715,みちてる保育園,認可,66,
中央区,佃１丁目,-,東京都中央区佃１－１１－８　ピアウエストスクエアノースウイング２階,35.669709,139.784373,ほっぺるランド佃,認可,92,
中央区,佃１丁目,-,東京都中央区佃1-11-8-251,35.669709,139.784373,オレンジ・インターナショナル・プリスクール,認可外,25,
新宿区,中落合４丁目,-,東京都新宿区中落合４－２５－１９,35.719047,139.6821645,新宿こだま保育園,認可,105,
新宿区,中落合２丁目,-,東京都新宿区中落合２－７－２４,35.717976,139.6939635,中落合第ニ保育園,認可,136,
新宿区,中落合２丁目,-,東京都新宿区中落合２－７－５,35.717886,139.6945755,下落合そらいろ保育園,認可,80,
新宿区,中井２丁目,-,東京都新宿区中井２－８－６,35.71767,139.6861875,獅子吼保育園,認可,80,
新宿区,中井１丁目,-,東京都新宿区中井1-8-12,35.714691,139.683969,新宿区立おちごなかい子ども園,認定こども園,128,
中央区,築地６丁目,-,東京都中央区築地6-19-20  ニチレイ東銀座ビル2階,35.663661,139.774392,MIRAIterrace,認可外,32,
中央区,築地５丁目,-,東京都中央区築地5-1-1  築地宿舎  1Ｆ,35.665542,139.7681055,独立行政法人国立がん研究センターどんぐり保育園,認可外,30,
中央区,築地４丁目,-,東京都中央区築地４－１５－１,35.66646,139.7681325,築地保育園,認可,123,
中央区,築地２丁目,-,東京都中央区築地2-11-5 大倉ビル,35.668728,139.7723535,"サンシャインキッズアカデミー
（Kindergarten&Afterschool）",認可外,60,
中央区,築地１丁目,-,東京都中央区築地1-5-5  クニビル,35.669979,139.771818,サンシャインキッズアカデミー,認可外,55,
中央区,築地１丁目,-,東京都中央区湊１－２－９　ＴＫオフィスビルディング１～４階・地下１階,35.67057158,139.7719876,ＴＫチルドレンズファーム湊校,認可,60,
千代田区,鍛冶町２丁目,-,東京都千代田区鍛治町2-4-2,35.691687,139.7731185,グローバルキッズ神田駅前保育園,認可外,40,
千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-6-2,35.684856,139.7693835,パソナファミリー保育園,認可外,18,
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-1-1  2F,35.686755,139.7625615,ポピンズナーサリースクール大手町,認可外,30,
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-5-1  大手町ファーストスクエアWESTタワー1階,35.685594,139.7637945,ワイナKids大手町保育園,認可外,15,
千代田区,大手町１丁目,大丸有,"東京都千代田区大手町1-7-1
読売新聞東京本社3階",35.687133,139.764501,よみかきの森保育園,認可外,15,
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-9-4  大手町フィナンシャルシティノースタワー,35.688321,139.7656215,クローバー保育園,認可外,10,
渋谷区,大山町,-,東京都渋谷区大山町３９－２０,35.670015,139.676247,Daizawa International School Oyama Campus,認可外,56,
新宿区,大京町,-,東京都新宿区大京町11-22  レジデンス大京町  地下1階,35.684595,139.7181375,慶應義塾保育所,認可外,15,
新宿区,大京町,-,東京都新宿区大京町２９番地,35.682093,139.715514,新宿三つの木保育園もりさんかくしかく,認可,80,
新宿区,大京町,-,東京都新宿区大京町31  マンションヴィップ新宿御苑102,35.681535,139.7146095,ブルジョンキッズスペース,認可外,19,
新宿区,大久保３丁目,-,東京都新宿区大久保３－１１－１,35.708355,139.7060865,大久保第一保育園,認可,116,
新宿区,大久保３丁目,-,東京都新宿区大久保3-4-1  早稲田大学60号館2階,35.70606,139.705821,早稲田大学  学生教職員用託児室,認可外,,
新宿区,大久保３丁目,-,東京都新宿区大久保三丁目８番４号　住友不動産新宿ガーデンタワーアネックス２階,35.708139,139.702941,にじいろ保育園高田馬場南,認可,20,
新宿区,大久保２丁目,-,東京都新宿区大久保2-4-1ヴィルラフィーネ東新宿1階,35.703909,139.7083095,コスモス保育園,認証A,26,
新宿区,大久保２丁目,-,東京都新宿区大久保二丁目１１番５号,35.702433,139.7068695,エイビイシイ保育園,認可,90,
新宿区,大久保１丁目,-,東京都新宿区大久保1-4-1,35.699859,139.706883,大久保わかくさ子ども園,認定こども園,129,
新宿区,大久保１丁目,-,東京都新宿区大久保１－１６－２０,35.700615,139.703013,ほっぺるランド新大久保,認可,57,
新宿区,大久保１丁目,-,東京都新宿区大久保１－８－８  3階,35.698905,139.7046195,あんしんつぼみ保育園,認可外,19,
港区,台場２丁目,-,東京都港区台場2-2-3,35.630019,139.7804175,アスクお台場保育園,認証A,30,
港区,台場１丁目,-,東京都港区台場１－５－１,35.629965,139.777065,台場保育園,認可,131,
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町２-１,35.671788,139.691736,まちのこども園 代々木公園,認定こども園,128,
渋谷区,代々木５丁目,-,東京都渋谷区代々木5-14-16,35.673804,139.688055,代々木至誠こども園,認定こども園,135,
渋谷区,代々木５丁目,-,東京都渋谷区代々木５－１６－４,35.674695,139.688658,聖ヨゼフ保育園,認可,114,
渋谷区,代々木５丁目,-,東京都渋谷区代々木５－７－２,35.669979,139.6884555,グローバルキッズ代々木八幡園,認可,79,
渋谷区,代々木４丁目,-,東京都渋谷区代々木４－２７－６,35.682777,139.691358,太陽の子代々木西参道保育園,認可,131,
渋谷区,代々木４丁目,-,東京都渋谷区代々木４－３７－１５,35.680833,139.6892205,みんなのみらいをつくる保育園初台,認可,30,
渋谷区,代々木４丁目,-,東京都渋谷区代々木４－５０－１３,35.678484,139.691493,参宮橋ちとせ保育園,認可,100,
渋谷区,代々木４丁目,-,東京都渋谷区代々木四丁目31番4号キャッスル新宿2階,35.682687,139.689135,パレット保育園・初台,認証A,40,
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-24-3  新宿スリーケービル1階,35.685225,139.6928745,ダンデライオン保育園,認可外,13,
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-32-13,35.68311,139.69278,渋谷区山谷かきのみ園,認可外,28,
渋谷区,代々木３丁目,-,東京都渋谷区代々木３－５１－８,35.681976,139.6959795,代々木保育園,認可,95,
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-11-2,35.687646,139.6976355,さくら保育園,認可外,3,
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-1-3JR東京総合病院院内保育所,35.685711,139.699773,ぽっぽランドしいの木,認可外,14,
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-1-5  JR南新宿ビル,35.686179,139.699404,キッズハーモニー・新宿,認可外,12,
渋谷区,代々木２丁目,-,東京都渋谷区代々木２ー３５ー１,35.684442,139.697883,キッズハーモニー・よよぎの杜,認可,194,
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-31-1,35.682057,139.702419,ピュア・テンプ代々木,認証A,30,
渋谷区,代官山町,-,東京都渋谷区代官山町17-6  代官山アドレス・ディセ１F,35.649315,139.702842,RISE Japan 代官山,認可外,10,
渋谷区,代官山町,-,東京都渋谷区代官山町７－９,35.650773,139.7050335,代官山保育園,認可,84,
新宿区,早稲田南町,-,東京都新宿区早稲田南町５０,35.705079,139.7222685,早稲田南町保育園,認可,218,
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町５７５－１　早稲田鶴巻町パーク・ホームズ１階,35.708967,139.727781,ほっぺるランド早稲田鶴巻町,認可,60,
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5-27-11  アグリスクエア新宿12階,35.685711,139.7030535,わ～まま Style Kids ルーム,認可外,19,
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷５ー２４ー５５,35.688654,139.701231,キッズハーモニー・ＮＥＷｏＭａｎ,認可,39,
渋谷区,千駄ケ谷４丁目,-,東京都渋谷区千駄ヶ谷４－２８－８,35.680914,139.703418,鳩の森保育園,認可,67,
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3-15-3  フィル・パーク北参道Ⅱ  3階,35.676468,139.7069685,マフィス北参道,認可外,27,
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷３－２０－１,35.676972,139.708962,未来のピース保育園,認可外,12,
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷３－２１－５,35.677089,139.7088315,美希保育園北参道,認可,80,
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷３－３４－９,35.677521,139.7070045,千駄ケ谷保育園,認可,76,
渋谷区,千駄ケ谷２丁目,-,東京都渋谷区千駄ヶ谷2-10-5  IBビル1階102,35.675982,139.7101635,こもれび保育園  千駄ヶ谷園,認可外,19,
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-25-11,35.679789,139.7092365,きっともっと保育園  千駄ヶ谷,認可外,60,
港区,赤坂９丁目,六本木,東京都港区赤坂9-2-16,35.667765,139.732362,EtonHouseInternational Preschool,認可外,96,
港区,赤坂９丁目,六本木,東京都港区赤坂９－４－２  パークコート赤坂檜町ザタワー２階,35.668206,139.7296755,みなと保育サポート赤坂,認可外,20,
港区,赤坂８丁目,赤坂,東京都港区赤坂８－１２－１６　ＮＯＺＹ　ＡＫＡＳＡＫＡ１階、２階、３階,35.669898,139.730598,太陽の子赤坂保育園,認可,60,
港区,赤坂７丁目,赤坂,東京都港区赤坂7-7-5  赤坂セブンビル１F,35.670798,139.732812,Universal Childcare Akasaka,認可外,18,
港区,赤坂６丁目,赤坂,東京都港区赤坂6-3-18  赤坂パークプラザ1階,35.671023,139.7359125,はなさかす保育園,認可外,19,
港区,赤坂５丁目,赤坂,東京都港区赤坂５－５－２６－１０１,35.671059,139.7340315,赤坂保育園,認可,105,
港区,赤坂４丁目,赤坂,東京都港区赤坂４－７－１５　陽栄光和ビル１階,35.675469,139.7340495,赤坂ちとせ保育園,認可,50,
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-12-32  アーク森ビル20F,35.667243,139.739994,WithKids,認可外,35,
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-8-1赤坂インターシティAIR2階,35.670051,139.742703,ポピンズナーサリースクール赤坂,認証A,30,
新宿区,西落合３丁目,-,東京都新宿区西落合3-10-18-104,35.722881,139.681107,NYこどものくに<東京>,認可外,13,
新宿区,西落合３丁目,-,東京都新宿区西落合３－１９－９,35.725356,139.6796175,グローバルキッズ西落合保育園,認可,96,
新宿区,西落合２丁目,-,東京都新宿区西落合２－７－１６　伊勢光ビル３階,35.720352,139.678524,キッズガーデン新宿西落合,認可,50,
新宿区,西落合１丁目,-,東京都新宿区西落合1-31-24,35.719749,139.679595,新宿区立西落合子ども園,認定こども園,115,
港区,西麻布４丁目,-,東京都港区西麻布4－10－1MFビル2階,35.657964,139.7229795,リトルスターキッズクラブ,認可外,20,
港区,西麻布４丁目,-,東京都港区西麻布4-17-2  ヤマグチハウス101,35.659044,139.720104,幼児ルーム  マンマ・マーノ,認可外,15,
港区,西麻布４丁目,-,東京都港区西麻布4-8-12,35.656947,139.7213865,広尾シュタイナーこども園,認可外,24,
港区,西麻布３丁目,-,東京都港区西麻布3-13-1,35.657937,139.724136,さくらインターナショナルスクール麻布校,認可外,18,
港区,西麻布３丁目,-,東京都港区西麻布3-17-3,35.658612,139.7266335,CHATEAU SCHOOL,認可外,130,
港区,西麻布２丁目,-,東京都港区西麻布２－１３－３,35.660799,139.7227275,西麻布保育園,認可,133,
港区,西麻布２丁目,-,東京都港区西麻布２－２－２　ＮＫホームズ１階Ｂ,35.664039,139.7202885,コスモス西麻布保育園,認可,30,
港区,西麻布１丁目,-,東京都港区西麻布1-4-46,35.662149,139.726044,ホームデイケア六本木,認証B,25,
港区,西麻布１丁目,-,東京都港区西麻布1-5-22,35.661726,139.725612,フェニックスキッズ西麻布,認可外,19,
港区,西麻布１丁目,-,東京都港区西麻布１－８－１２  ＭＰＧ西麻布ビル １階,35.660547,139.724964,保育所ちびっこランド西麻布園,認可外,15,
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-1-7,35.707446,139.719078,ポピンズナーサリースクール早稲田,認証A,60,
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田１－９－３０,35.710407,139.721265,西早稲田保育園,認可,79,
千代田区,西神田３丁目,-,東京都千代田区西神田３－５－２　千代田ファーストビル西館１階,35.698284,139.752819,ほっぺるランド西神田,認可,70,
千代田区,西神田２丁目,-,東京都千代田区西神田２－６－２,35.698977,139.7548485,西神田保育園,認可,99,
新宿区,西新宿８丁目,-,東京都新宿区西新宿8-12-1  サンパレス新宿ビル 2Ｆ,35.695026,139.6920645,東京医科大学病院  つくしんぼ保育園,認可外,9,
新宿区,西新宿８丁目,-,東京都新宿区西新宿8-3-23-101,35.69733,139.695165,Kid'sroom Puananala,認可外,10,
新宿区,西新宿８丁目,-,東京都新宿区西新宿8-9-16  ＳＲビル（旧フジビル） 1F,35.695755,139.693293,ヤクルト西新宿保育園,認可外,,
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-18-1ＴＯＭＯＥビル2階,35.695566,139.696731,ルーチェ保育園,認証A,30,
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-20-7コンシェリア西新宿タワーズウェスト1Ｆ,35.69265,139.6873575,アスク西新宿保育園,認証A,35,
新宿区,西新宿６丁目,-,東京都新宿区西新宿６－７－３９,35.694279,139.6915605,新宿成子坂愛育園,認可,130,
新宿区,西新宿５丁目,-,東京都新宿区西新宿5-25-11,35.689932,139.6843425,認定こども園新宿ベアーズ,認定こども園,92,
新宿区,西新宿５丁目,-,東京都新宿区西新宿５－５－１,35.693748,139.6869615,グローバルキッズ西新宿園,認可,51,
新宿区,西新宿４丁目,-,東京都新宿区西新宿4-2-15  シティタワー新宿新都心711号,35.690283,139.6860975,医療法人社団  慶潤会  西新宿保育所,認可外,3,
新宿区,西新宿４丁目,-,東京都新宿区西新宿4-35‐5,35.686161,139.687911,新宿区立西新宿子ども園,幼保連携型認定こども園,140,
新宿区,西新宿４丁目,-,東京都新宿区西新宿4-4-1-302,35.690031,139.6853235,ティンクファミリー,認可外,4,
新宿区,西新宿３丁目,-,東京都新宿区西新宿3－19－2,35.683425,139.6878885,DAI★KIDS  初台,認可外,,
新宿区,西新宿２丁目,-,東京都新宿区西新宿2-1-1新宿三井ビル1階,35.691903,139.69395,ポピンズナーサリースクール新宿三井ビル,認可外,19,
新宿区,西新宿２丁目,-,東京都新宿区西新宿2-2-1  京王プラザホテル本館 30階,35.690085,139.694211,リトル・メイト（京王プラザ内）,認可外,15,
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-26-1,35.692722,139.696029,SOMPO KIDS PARK,認可外,30,
港区,西新橋３丁目,虎ノ門,東京都港区西新橋3-13-7  vont虎ノ門1階,35.664462,139.7507985,虎ノ門保育園,認可外,9,
港区,西新橋２丁目,虎ノ門,東京都港区西新橋2-14-1  興和西新橋ビルB棟2階,35.667243,139.7509335,Mori-Kids保育園,認可外,8,
渋谷区,西原３丁目,-,東京都渋谷区西原３－１５－１０,35.670087,139.6796535,グローバルキッズ代々木上原園,認可,79,
渋谷区,西原２丁目,-,東京都渋谷区西原2-46-4,35.672787,139.678623,西原りとるぱんぷきんず,認定こども園,170,
渋谷区,西原２丁目,-,東京都渋谷区西原２－３３－１７,35.674551,139.6764855,さくらさくみらい西原,認可,70,
渋谷区,西原２丁目,-,東京都渋谷区西原2-53-13  代々木大山公園内,35.671356,139.676049,渋谷区立おおやま保育室,認可外,54,
渋谷区,西原１丁目,-,東京都渋谷区西原１ー２２ー２０,35.676396,139.67838,西原保育園ゆめ,認可,106,
渋谷区,西原１丁目,-,東京都渋谷区西原1-40-12,35.675838,139.6814355,渋谷区立西原ほほえみ保育室,認可外,74,
渋谷区,西原１丁目,-,東京都渋谷区西原１－４７－２,35.673876,139.684761,聖ヨゼフ保育園西原,認可,59,
中央区,晴海３丁目,-,東京都中央区晴海３－６－８　スカイリンクタワー２階,35.655687,139.779054,小学館アカデミー晴海保育園,認可,78,
中央区,晴海３丁目,-,東京都中央区晴海三丁目１０番１号　グラスシティ晴海１階,35.654022,139.7792205,アスク晴海３丁目保育園,認可,45,
中央区,晴海２丁目,-,東京都中央区晴海2-4-31,35.654868,139.7839275,中央区立晴海こども園,認定こども園,150,
中央区,晴海２丁目,-,東京都中央区晴海２－５－２４　晴海センタービル１階,35.655444,139.7827215,さくらさくみらい晴海,認可,26,
中央区,晴海２丁目,-,東京都中央区晴海二丁目１番４０号　晴海フロント２階,35.656011,139.7837925,ポピンズナーサリースクール晴海,認可,96,
中央区,晴海１丁目,-,東京都中央区晴海１－５－１５,35.659656,139.784445,晴海保育園,認可,107,
