指標名,ホール・劇場,,,,,,,,,,,,,,,,,
千代田区,日比谷公園,-,東京都千代田区日比谷公園1-4,35.671941,139.7546415,千代田区立日比谷図書文化館〔スタジオプラス（小ホール）〕,03-3502-3345,http://hibiyal.jp/hibiya/room_01.html,60,60,オープン形式,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）、可動席（スタッキングチェア）（スクール形式）,,講演会、展示会,一般に貸出している,,10:00～22:00
千代田区,日比谷公園,-,東京都千代田区日比谷公園 ,35.67263366,139.755226,【野外】日比谷公園〔にれの木広場〕,03-3501-6428,https://www.tokyo-park.or.jp/park/format/index037.html,,,,,,,,,,
千代田区,日比谷公園,-,東京都千代田区日比谷公園 ,35.67263366,139.755226,【野外】日比谷公園〔噴水広場〕,03-3501-6428,https://www.tokyo-park.or.jp/park/format/index037.html,,,,,,,,,,
千代田区,日比谷公園,-,東京都千代田区日比谷公園 ,35.67263366,139.755226,【野外】日比谷公園〔日比谷小音楽堂〕,03-3501-6428,https://www.tokyo-park.or.jp/park/format/index037.html,1075,"1,000人以上2,000人未満",オープン形式,その他,固定席,ポップス、クラシック、演歌・歌謡曲、ジャズ、その他1（軽音楽などの演奏に限る）,クラシック、ジャズ、その他1（軽音楽などの演奏に限る）,一般に貸出している,,09:00～16:00
千代田区,日比谷公園,-,東京都千代田区日比谷公園1－5,35.673174,139.7540115,【野外】日比谷野外音楽堂,03-3591-6388,http://hibiya-kokaido.com/,3114,3114,その他（野外形式）,その他,固定席,ポップス、クラシック、ジャズ、ダンス・パフォーマンス、合唱、講演会、その他1（集会）,ポップス、クラシック、ジャズ、ダンス・パフォーマンス、合唱、講演会、その他1（集会）,一般に貸出している,,09:00～21:00
渋谷区,南平台町,-,東京都渋谷区南平台町17-6　SVAX南平台ビル3F,35.653482,139.695021,ミュージックサロン エスプリ,03-6455-0190,http://www.musicsalonesprit.com/,70,70,オープン形式,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,クラシック,クラシック,,,
港区,南青山６丁目,-,東京都港区南青山6-10-12 　フェイス南青山1F,35.659296,139.715217,Ｆｕｔｕｒｅ ＳＥＶＥＮ,03-6861-7777,http://future7.jp/,120,230,オープン形式,シューボックス形式,可動席（スタッキングチェア）,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、映像上映会（試写会など）、講演会、展示会、その他1（プレスリリース）,ポップス、クラシック、演歌・歌謡曲、ジャズ、映像上映会（試写会など）、講演会、展示会、その他1（プレスリリース）,,,10:00～23:00
港区,南青山６丁目,-,東京都港区南青山6-3-16,35.661168,139.716216,ブルーノート東京,03-5485-0088,http://www.bluenote.co.jp,,,,,,,,,,
港区,南青山５丁目,-,東京都港区南青山5-6-23 　SPIRAL B1F,35.663598,139.711752,Restaurant Bar CAY,03-3498-5790,http://www.spiral.co.jp/shop_restaurant/cay/,,,,,,,,,,
港区,南青山５丁目,-,東京都港区南青山5-6-23スパイラル3F ,35.663598,139.711752,スパイラルホール,03-3498-5793,https://www.spiral.co.jp/rental/r_hall,372,,,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、歌舞伎、能・狂言、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、歌舞伎、能・狂言、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会,利用条件を設定している（市・区での活動団体等）,個人貸出不可、法人団体のみ,07:00～23:00
港区,南青山４丁目,-,東京都港区南青山4-21-29,35.663859,139.714893,銕仙会能楽研修所,03-3401-2285,http://www.tessen.org/active/rental,200,200,その他（能舞台）,その他（能舞台）,可動席（スタッキングチェア）,,能・狂言,一般に貸出している,,09:00～21:00
港区,南青山４丁目,-,東京都港区南青山4-9-1 　シンプル青山ビルB1F,35.667342,139.7181465,青山月見ル君想フ,03-5474-8115,http://www.moonromantic.com/,,,,,,,,,,
港区,南青山３丁目,-,東京都港区南青山3-2-2 　MRビルB1F,35.668026,139.7171025,南青山ＭＡＮＤＡＬＡ,03-5474-0411,http://www.mandala.gr.jp/aoyama.html,,,,,,,,,,
新宿区,内藤町,-,東京都新宿区内藤町87,35.68752,139.7145105,新宿区立四谷区民ホール〔四谷区民ホール〕,03-3351-2118,http://www.shinjuku.hall-info.jp/pc/event_yotsuya.html,452,452,プロセニアム形式,シューボックス形式,固定席,ポップス、クラシック、演歌・歌謡曲、演劇、ミュージカル、日本の伝統音楽（邦楽等）、お笑い・寄席・演芸、バレエ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,ポップス、クラシック、演歌・歌謡曲、演劇、ミュージカル、日本の伝統音楽（邦楽等）、お笑い・寄席・演芸、バレエ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,一般に貸出している,,09:00～21:45
千代田区,内幸町２丁目,-,東京都千代田区内幸町2-1-1　飯野ビルディング4F-6F,35.670942,139.752729,イイノホール,03-3506-3251,https://www.iino.co.jp/hall/,,,プロセニアム形式,シューボックス形式,固定席,ポップス、クラシック、ジャズ、日本の伝統音楽（邦楽等）、お笑い・寄席・演芸、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会,お笑い・寄席・演芸、映像上映会（試写会など）、講演会、展示会,一般に貸出している,,09:00～21:00
千代田区,内幸町１丁目,-,東京都千代田区内幸町1-5-1,35.669727,139.7576835,千代田区立内幸町ホール〔ホール〕,03-3500-5578,http://www.uchisaiwai-hall.jp/,183,188,プロセニアム形式,シューボックス形式,固定席,ポップス、ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、ダンス・パフォーマンス、合唱、講演会,ポップス、演歌・歌謡曲、ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、ダンス・パフォーマンス、合唱、講演会,一般に貸出している,,09:00～22:00
渋谷区,道玄坂２丁目,-,東京都渋谷区 道玄坂 2-19-14,35.659215,139.6964565,B.Y.G,03-3461-8574,http://www.byg.co.jp/index_top.html,,,,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂 2-29-5　ザ・プライム 6F,35.659413,139.698324,CBGK　シブゲキ!!,03-6415-3363,http://cbgk.jp/index.html,242,242,オープン形式,シューボックス形式,固定席,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-14-17,35.658693,139.695921,七面鳥,03-3461-2123,http://www.7mentyo.com/index.html,,,,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-14-8 　O-EASTビル1F,35.658729,139.695597,ｄｕｏ ＭＵＳＩＣ ＥＸＣＨＡＮＧＥ,03-5459-8716,http://www.duomusicexchange.com,,,,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-14-8 2F,35.658729,139.695597,ＴＳＵＴＡＹＡ Ｏ－ＥＡＳＴ,03-5458-4681,http://shibuya-o.com/east/,500,1300,プロセニアム形式,シューボックス形式,可動席（スタッキングチェア）,,,一般に貸出している,,10:00～22:30
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-14-8 5F,35.658729,139.695597,ＴＳＵＴＡＹＡ Ｏ－Ｃｒｅｓｔ,03-3770-1095,http://shibuya-o.com/crest/,,,,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-21-7 　第8矢澤ビル1F・B1F,35.658981,139.6955295,渋谷ＶＵＥＮＯＳ,03-5458-2551,http://vuenos.com/venue/home,,,,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-21-7 　第8矢澤ビル2F・3F,35.658981,139.6955295,Shibuya Glad,03-5458-2551,http://shibuya-glad.com/venue/,,,,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-21-7 　第8矢澤ビル5F,35.658981,139.6955295,LOUNGE NEO,03-5458-2551,http://www.loungeneo.com/venue/,,,,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-23-12　ファンティスビル2Ｆ,35.659998,139.695984,渋谷Studio Freedom,03-5784-5496,http://studiofreedom.jp/,0,300,プロセニアム形式,シューボックス形式,可動席（スタッキングチェア）（可動式、ハイチェアのみ）,ポップス、ダンス・パフォーマンス、講演会、展示会、その他1（アイドル）、その他2（動画配信）、その他3（ユーチューバー）,ポップス、ジャズ、演劇、ミュージカル、歌舞伎、能・狂言、ダンス・パフォーマンス、映像上映会（試写会など）、講演会、展示会、その他1（アイドル）、その他2（動画配信）、その他3（ユーチューバー）,一般に貸出している,,12:00～05:00
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-24-1,35.660655,139.695948,Bunkamura 〔Bunkamuraオーチャードホール〕,03-3477-9111,http://www.bunkamura.co.jp/orchard/,2150,2150,プロセニアム形式,シューボックス形式,固定席,ポップス、クラシック、ジャズ、ミュージカル、歌舞伎、能・狂言、日本の伝統音楽（邦楽等）、世界の民族音楽、バレエ、オペラ、ダンス・パフォーマンス、合唱,ポップス、クラシック、ジャズ、ミュージカル、日本の伝統音楽（邦楽等）、世界の民族音楽、バレエ、オペラ、ダンス・パフォーマンス、合唱,一般に貸出している,,09:00～22:00
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-24-1,35.660655,139.695948,Bunkamura 〔Bunkamuraシアターコクーン〕,03-3477-9111,http://www.bunkamura.co.jp/cocoon/,747,811,プロセニアム形式,シューボックス形式,固定席,ポップス、ジャズ、演劇、ミュージカル、歌舞伎、能・狂言、世界の民族音楽、ダンス・パフォーマンス,演劇、ダンス・パフォーマンス,一般に貸出している,,09:00～22:00
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-25-17　カスミビル,35.659566,139.697658,RUBY ROOM,03-3780-3022,http://rubyroomtokyo.com/,,,,,,,,,,
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-29-5　渋谷プライム5F,35.659413,139.698324,eplus LIVING ROOM CAFE & DINING,03-6452-5424,http://livingroomcafe.jp/,150,170,オープン形式,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,ポップス、クラシック、ジャズ、ミュージカル、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、ダンス・パフォーマンス、講演会,ポップス、クラシック、ジャズ、日本の伝統音楽（邦楽等）、世界の民族音楽、講演会,一般に貸出している,,11:00～22:00
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-29-5　渋谷プライム6F,35.659413,139.698324,Mt.RAINIER HALL SHIBUYA PLEASURE PLEASURE,03-5459-5050,http://www.pleasure-pleasure.jp/index.php,,,,,,,,,,
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-15-3 　プリメーラ道玄坂B1F,35.657307,139.6976895,Stage House 渋谷La.mama〔渋谷La.mama〕,03-3464-0801,http://www.lamama.net,100,250,オープン形式,その他,可動席（スタッキングチェア）,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、日本の伝統音楽（邦楽等）、お笑い・寄席・演芸、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、日本の伝統音楽（邦楽等）、お笑い・寄席・演芸、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,一般に貸出している,,15:00～22:00
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-17-6 　プロスペクトB1F,35.656866,139.697073,ＬＩＶＥ ＳＴＡＧＥ ＧＵＩＬＴＹ,03-3770-1130,http://www.guilty.ne.jp,80,250,その他（エンドステージ）,シューボックス形式,可動席（スタッキングチェア）,ポップス、演歌・歌謡曲、ジャズ、演劇、ミュージカル、お笑い・寄席・演芸、ダンス・パフォーマンス,ポップス、演歌・歌謡曲、ジャズ、演劇、お笑い・寄席・演芸、ダンス・パフォーマンス,一般に貸出している,,10:00～22:00
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-18-3 　プレミア道玄坂ビルB1F,35.657424,139.696911,渋谷ＲＥＸ,03-5728-4911,http://www.ruido.org/rex/,,,オープン形式,,可動席（スタッキングチェア）、可動席（スタッキングチェア）（基本スタンディング）,ポップス、クラシック、ジャズ、演劇、ミュージカル、お笑い・寄席・演芸、ダンス・パフォーマンス、合唱、映像上映会（試写会など）,ポップス,一般に貸出している,,-
千代田区,東神田１丁目,-,東京都千代田区東神田1-3-3 　ケイシンビル1,35.693442,139.780062,LIVE　HOUSE　A　BOMBER,03-3851-3788,http://www.keising.co.jp/html/page86.html,,,,,,,,,,
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-18-2　グラディート汐留1F,35.661024,139.758093,汐留ベヒシュタイン・サロン,03-6432-4080,https://www.euro-piano.co.jp/dealer/shiodome/,,,,,,,,,,
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-1-19　ヤクルト本社ビル,35.666046,139.760406,ヤクルトホール,03-3574-7255,http://www.yakult.co.jp/hall/,,,,,,,,,,
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-7-2 　汐留メディアタワーアネックス1F,35.66331,139.759056,日仏文化協会 汐留ホール,03-6255-4104,https://www.ccfj.com/hall/index.html,100,100,その他（ステージの区切りなし、フラットタイプ）,その他,可動席（スタッキングチェア）,ポップス、クラシック、ジャズ、演劇、ミュージカル、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会,ポップス、クラシック、講演会、展示会,一般に貸出している,,10:00～21:00
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-8-2,35.664921,139.762485,大同生命ミュージカルシアター　電通四季劇場〔海〕,03-5776-6730,https://www.shiki.jp/theatres/gr/umi/,,,,,,,,,,
渋谷区,東３丁目,-,東京都渋谷区東3-14-19 　オークヒルズB1F,35.651349,139.709502,恵比寿ＣｒｅＡｔｏ,03-6427-5273,http://www.creato.bz/,,,,,,,,,,
渋谷区,東３丁目,-,東京都渋谷区東3-16-6,35.649135,139.7105325,ＬＩＱＵＩＤＲＯＯＭ,03-5464-0800,http://www.liquidroom.net,,,,,,,,,,
渋谷区,東３丁目,-,東京都渋谷区東3-16-6 　LIQUIDROOM 2F,35.649135,139.7105325,KATA,-,http://kata-gallery.net/,60,110,オープン形式,シューボックス形式,可動席（スタッキングチェア）,ポップス、ジャズ、演劇、ミュージカル、ダンス・パフォーマンス、映像上映会（試写会など）、講演会、展示会,ポップス、映像上映会（試写会など）、講演会、展示会,一般に貸出している,,11:30～22:00
渋谷区,東３丁目,-,東京都渋谷区東3-18-3,35.649756,139.7096775,恵比寿・エコー劇場,03-5466-3322,http://www.s-echo.co.jp/,130,130,プロセニアム形式,シューボックス形式,固定席,演劇、ミュージカル、お笑い・寄席・演芸、講演会,演劇、ミュージカル、お笑い・寄席・演芸、映像上映会（試写会など）、講演会,一般に貸出している,,
渋谷区,東１丁目,-,東京都渋谷区東1-2-20 住友不動産渋谷ファーストタワーB1F,35.658009,139.708719,ベルサール渋谷ファースト〔B1 HALL〕,03-6418-2611,https://www.bellesalle.co.jp/shisetsu/shibuya/bs_shibuyafirst,1350,1350,オープン形式,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,講演会、展示会、その他1（株主総会）,講演会、展示会、その他1（株主総会）,一般に貸出している,,00:00～24:00
渋谷区,東１丁目,-,東京都渋谷区東1-2-20 住友不動産渋谷ファーストタワーB1F,35.658009,139.708719,ベルサール渋谷ファースト〔2F HALL〕,03-6418-2611,https://www.bellesalle.co.jp/shisetsu/shibuya/bs_shibuyafirst,1230,1230,オープン形式,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,講演会、展示会、その他1（株主総会）,講演会、展示会、その他1（株主総会）,一般に貸出している,,00:00～24:00
渋谷区,東１丁目,-,東京都渋谷区東1-25-2　マルハシビルB1F,35.654607,139.708431,CLUB CRAWL,03-3498-3113,http://bighitcompany.com/crawl/,,200,,,,お笑い・寄席・演芸,日本の伝統音楽（邦楽等）,利用条件を設定している（市・区での活動団体等）,-,-
渋谷区,東１丁目,-,東京都渋谷区東1-26-23 ,35.654967,139.707405,リフレッシュ氷川〔集会室〕,03-5466-7700,http://www.city.shibuya.tokyo.jp/est/ref_hikawa.html,200,200,その他（学校体育館のステージと同等）,その他（学校体育館と同等）,可動席（スタッキングチェア）,演歌・歌謡曲、演劇、ミュージカル、日本の伝統音楽（邦楽等）、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会、その他1（新体操など）,演歌・歌謡曲、演劇、ミュージカル、日本の伝統音楽（邦楽等）、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会、その他1（新体操など）,利用条件を設定している（市・区での活動団体等）,活動団体の事前登録,09:00～21:00
渋谷区,東１丁目,-,東京都渋谷区東1-26-30　渋谷イーストビル 1F,35.655462,139.7069505,APC 弦楽器工房　ホール　ラトリエ,03-6427-1088,http://www.latelierbyapc.com/latelier/index.html,,,,,,,,,,
新宿区,中落合２丁目,-,東京都新宿区中落合2-1-10,35.722224,139.69341,シアター風姿花伝,03-3954-3355,http://www.fuusikaden.com/index.html,80,80,オープン形式,シューボックス形式,可動席（スタッキングチェア）,演劇,演劇,一般に貸出している,,10:00～22:00
新宿区,中井２丁目,-,東京都新宿区中井2-1-28　大本ビル4F,35.719137,139.6886265,音楽サロン パパゲーノ,03-3998-5426,http://salon-papageno.com/index.html,,,,,,,,,,
中央区,築地５丁目,-,東京都中央区築地5-3-2　朝日新聞東京本社新館2F,35.664183,139.7665755,浜離宮朝日ホール〔音楽ホール〕,03-5541-8710,http://www.asahi-hall.jp/hamarikyu/,552,552,オープン形式,シューボックス形式,固定席,ポップス、クラシック、演歌・歌謡曲、ジャズ、日本の伝統音楽（邦楽等）、世界の民族音楽、合唱、映像上映会（試写会など）、講演会,クラシック,一般に貸出している,,-
中央区,築地５丁目,-,東京都中央区築地5-3-2　朝日新聞東京本社新館2F,35.664183,139.7665755,浜離宮朝日ホール 〔小ホール〕,03-5541-8710,http://www.asahi-hall.jp/hamarikyu/,398,398,オープン形式,アリーナ・平土間形式、扇形形式,ロールバックチェア、可動席（スタッキングチェア）,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、合唱、映像上映会（試写会など）、講演会、展示会,お笑い・寄席・演芸、講演会,一般に貸出している,,-
中央区,築地５丁目,-,東京都中央区築地5-6-10　浜離宮パークサイドプレイス1Ｆ,35.662374,139.765617,ＢＬＵＥ ＭＯＯＤ,03-3549-6010,https://blue-mood.jp/,,,,,,,,,,
中央区,築地３丁目,-,東京都中央区築地3-15-1 築地本願寺内,35.666361,139.772169,ブディストホール,03-3248-0798,http://buddhisthall.com/index.htm,164,164,プロセニアム形式,シューボックス形式,固定席,,,利用条件を設定している（市・区での活動団体等）,-,10:00～22:00
新宿区,箪笥町,-,東京都新宿区箪笥町15,35.700534,139.734198,新宿区立牛込箪笥区民ホール〔牛込箪笥区民ホール〕,03-3260-3421,http://www.shinjuku.hall-info.jp/pc/event_ushigometansu.html,392,392,プロセニアム形式,その他,可動席（スタッキングチェア）,クラシック、演劇、お笑い・寄席・演芸、映像上映会（試写会など）、講演会,クラシック、演劇、お笑い・寄席・演芸、映像上映会（試写会など）、講演会,一般に貸出している,,09:00～21:45
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-3-7,35.688762,139.7622915,日経ホール＆カンファレンスルーム〔日経ホール〕,03-6256-7686,http://www.nikkei-hall.com/,610,610,プロセニアム形式,シューボックス形式,固定席,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、歌舞伎、能・狂言、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、歌舞伎、能・狂言、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,一般に貸出している,,09:00～22:00
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-7-1,35.687133,139.764501,よみうり大手町ホール〔よみうり大手町ホール〕,03-6739-5838,http://yomi.otemachi-hall.com/,501,501,オープン形式,シューボックス形式,固定席,,,,,
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-7-1,35.687133,139.764501,よみうり大手町ホール〔小ホール〕,03-6739-5838,http://yomi.otemachi-hall.com/,384,397,その他（昇降式舞台）,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,,,,,
新宿区,大久保２丁目,-,東京都新宿区大久保2-32-3 　リスボンビルB1F,35.701434,139.7025495,新大久保ＥＡＲＴＨＤＯＭ,03-3205-4469,http://www1.odn.ne.jp/shinjuku-dom/index.html/dom.html,,,,,,,,,,
新宿区,大久保２丁目,-,東京都新宿区大久保2-5-19 　シティプラザ大久保B1F,35.702973,139.708116,新宿ＨＥＡＤ ＰＯＷＥＲ,03-6380-3769,http://headpower.tokyo/,,,,,,,,,,
新宿区,大久保２丁目,-,東京都新宿区大久保2-6-10 　新宿第2アルプスマンションB1F,35.701839,139.7079315,新宿グラムシュタイン,03-6380-2517,http://glamstein.syncl.jp/,,,,,,,,,,
新宿区,大久保２丁目,-,東京都新宿区大久保2-6-10 　新宿第2アルプスマンションB1F,35.701839,139.7079315,新宿Ｃａｔ’ｓ ｈｏｌｅ,03-6380-3533,http://catshole.syncl.jp/,40,150,,,,,,一般に貸出している,,09:00～22:00
新宿区,大久保２丁目,-,東京都新宿区大久保2-6-16　平安ビルB1F,35.70138,139.7078145,真昼の月・夜の太陽,03-6380-3260,http://mahiru-yoru.com/index.html,,,,,,,,,,
新宿区,大久保１丁目,-,東京都新宿区大久保1-11-3　大東ビルＢ1F,35.698536,139.70403,代アニＬＩＶＥステーション,03-6233-8622,http://www.yoani-live.com/,,,,,,,,,,
新宿区,大久保１丁目,-,東京都新宿区大久保1-17-8 1Ｆ,35.698302,139.7023695,ＳＨＯＷＢＯＸ,03-3208-4522,http://showbox.jp/,,,,,,,,,,
新宿区,大久保１丁目,-,東京都新宿区大久保1-9-10,35.70039,139.704705,Ｒ’ｓアートコート,03-5273-0806,http://www.ro-on.jp/rsartcourt/,,,,,,,,,,
港区,台場１丁目,-,東京都港区台場1-5-1 　台場コミュニティーぷらざ内,35.629965,139.777065,台場区民センター〔区民ホール〕,03-5500-2355,http://www.daiba-civiccenter.jp/shisetsu/list_1.html,250,250,プロセニアム形式、その他（折畳式）,アリーナ・平土間形式、扇形形式、その他,可動席（スタッキングチェア）、可動席（スタッキングチェア）,クラシック、演劇、お笑い・寄席・演芸、バレエ、ダンス・パフォーマンス、合唱、講演会,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、歌舞伎、能・狂言、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,利用条件を設定している（市・区での活動団体等）,-,09:00～21:30
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町3-1,35.675883,139.693284,国立オリンピック記念青少年総合センタ－〔カルチャー棟　大ホール〕,03-6407-7703,http://nyc.niye.go.jp/,,,,,,,,,,
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町3-1,35.675883,139.693284,国立オリンピック記念青少年総合センタ－〔カルチャー棟　小ホール〕,03-6407-7703,http://nyc.niye.go.jp/,,,,,,,,,,
