指標名,シェアサイクルポート,,,,,,,
江東区,東雲２丁目,-,東京都江東区東雲2-3-22,35.642254,139.800258,H1-83.ローソン江東東雲店 / LAWSON Koto Shinonome shop,-,営業時間 24時間 / Open for 24 hours
江東区,塩浜２丁目,-,東京都江東区塩浜2-4-35,35.662213,139.803764,H1-87.パークアクシス木場キャナルウエスト / Park Axis Kiba Canal West,-,営業時間 24時間 / Open for 24 hours
江東区,新木場１丁目,-,東京都江東区新木場1-12,35.640697,139.835853,H1-93.新木場一丁目公園 / Shinkiba 1chome Park,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸５丁目,-,東京都江東区亀戸5-1,35.697679,139.827537,H1-92.亀戸駅東口第二自転車駐車場 / Kameido sta. East 2nd Bicycle garage,-,営業時間 24時間 / Open for 24 hours
江東区,新木場１丁目,-,東京都江東区新木場1-10,35.644400,139.836492,H1-94.新木場一丁目緑地公園 / Shinkiba 1chome Ryokchi Park,-,営業時間 24時間 / Open for 24 hours
江東区,若洲３丁目,-,東京都江東区若洲3-2,35.618807,139.834247,H1-95.若洲公園 / H1-95.Wakasu Park,-,営業時間 24時間 / Open for 24 hours
江東区,塩浜１丁目,-,東京都江東区塩浜1-4,35.662912,139.801639,H1-97.浜園公園 / Hamazono Park,-,営業時間 24時間 / Open for 24 hours
江東区,越中島１丁目,-,東京都江東区越中島1-3,35.670584,139.788534,H1-96.越中島公園 / Etchujima Park,-,営業時間 24時間 / Open for 24 hours
江東区,南砂３丁目,-,東京都江東区南砂3-14,35.669450,139.832334,H1-99.南砂三丁目公園 / Minamisuna 3chome Park,-,営業時間 24時間 / Open for 24 hours
江東区,東陽３丁目,-,東京都江東区東陽3-1,35.668611,139.809511,H1-98.洲崎川緑道公園 / Suzakigawa Ryokdo Park,-,営業時間 24時間 / Open for 24 hours
江東区,清澄２丁目,-,東京都江東区清澄2-2,35.680289,139.795565,H1-103.清澄庭園 / Kiyosumi Teien Park,-,営業時間 24時間 / Open for 24 hours
江東区,平野４丁目,-,東京都江東区平野4-6,35.678104,139.808032,H1-104.木場公園 / Kiba Park,-,営業時間 24時間 / Open for 24 hours
江東区,毛利２丁目,-,東京都江東区毛利2-13,35.690237,139.818264,H1-105.猿江恩賜公園 / Sarue Onshi Park,-,営業時間 24時間 / Open for 24 hours
江東区,大島９丁目,-,東京都江東区大島9-8,35.692721,139.846728,H1-107.大島小松川公園 / Ojima Komatsugawa Park,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸８丁目,-,東京都江東区亀戸8-2,35.699345,139.834573,H1-106.亀戸中央公園 / Kameido Chuo Park,-,営業時間 24時間 / Open for 24 hours
江東区,東雲１丁目,-,東京都江東区東雲1-9,35.646707,139.804196,H1-108.Brillia ist 東雲キャナルコート北側 /Brillia ist Shinonome Canal Court North,-,営業時間 24時間 / Open for 24 hours
江東区,東雲１丁目,-,東京都江東区東雲1-9,35.646707,139.804196,H1-109.Brillia ist 東雲キャナルコート東側 / Brillia ist Shinonome Canal Court East,-,営業時間 24時間 / Open for 24 hours
江東区,木場６丁目,-,東京都江東区木場6-4-20,35.666862,139.807682,H1-111.ファミリーマート木場六丁目店 / Family Mart Kiba 6Chome Store,-,営業時間 24時間 / Open for 24 hours
江東区,夢の島３丁目,-,東京都江東区夢の島3-2,35.650305,139.836172,H1-115.東京夢の島マリーナ 第4駐車場 / Tokyo Yumenoshima Marina 4th Parking,-,営業時間 24時間 / Open for 24 hours
江東区,夢の島２丁目,-,東京都江東区夢の島2-1,35.650552,139.827230,H1-114.東京夢の島マリーナ / Tokyo Yumenoshima Marina,-,営業時間 24時間 / Open for 24 hours
江東区,青海１丁目,-,東京都江東区青海1-3,35.626009,139.781184,H1-116.出会い橋高架下 / Deaibashi Bridge (underpass),-,営業時間 24時間 / Open for 24 hours
江東区,牡丹２丁目,-,東京都江東区牡丹2-1,35.669620,139.795086,H1-127.古石場川親水公園 / Furuishiba river water park,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲６丁目,-,東京都江東区豊洲6-3,35.645797,139.787575,H1-128.豊洲市場（5街区）/ Toyosu Market Block5,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲６丁目,-,東京都江東区豊洲6-5,35.644155,139.783234,H1-129.豊洲市場（6街区）/ Toyosu Market Block6,-,営業時間 24時間 / Open for 24 hours
江東区,豊洲６丁目,-,東京都江東区豊洲6-5先,35.644155,139.783234,H1-134.豊洲ぐるり公園 / Toyosu Gururi park,-,営業時間 24時間 / Open for 24 hours
江東区,佐賀２丁目,-,東京都江東区佐賀2-12-7,35.678920,139.793460,H1-131.セブン-イレブン江東佐賀2丁目店 / Seven-Eleven Koto Saga 2chome Store,-,営業時間 24時間 / Open for 24 hours
江東区,北砂２丁目,-,東京都江東区北砂2-9,35.679447,139.826098,H1-133.北砂2丁目公園 / Kitasuna 2 chome park,-,営業時間 24時間 / Open for 24 hours
江東区,北砂５丁目,-,東京都江東区北砂5-20,35.684063,139.832974,H1-135.北砂5丁目団地 / Kitasuna 5 chome Danchi,-,営業時間 24時間 / Open for 24 hours
江東区,有明２丁目,-,東京都江東区有明2-1-8,35.637459,139.792209,H1-137.住友不動産ショッピングシティ有明ガーデン / ARIAKE GARDEN,-,営業時間 24時間 / Open for 24 hours
江東区,大島７丁目,-,東京都江東区大島7-13,35.694142,139.838971,H1-148.大島七丁目団地 / Ojima 7 chome Danchi,-,営業時間 24時間 / Open for 24 hours
江東区,有明２丁目,-,東京都江東区有明2-1-8,35.637459,139.792209,H1-149.有明ガーデン 公園口 / ARIAKE GARDEN PARK ENTRANCE,-,営業時間 24時間 / Open for 24 hours
江東区,有明２丁目,-,東京都江東区有明2-1-8,35.637459,139.792209,H1-150. ホテルヴィラフォンテーヌ南側 / Hotel Villa Fontaine South side,-,営業時間 24時間 / Open for 24 hours
品川区,大井１丁目,-,東京都品川区大井1-2,35.606382,139.734707,I1-03.大井町駅中央口（西側）/ Oimachi Station Central Exit (West Side),-,営業時間 24時間 / Open for 24 hours
品川区,大井１丁目,-,東京都品川区大井1-2,35.606382,139.734707,I1-04.大井町歩道橋 / Oimachi Footbridge,再開日時：2020年8月5日(水) 12：00 (予定),営業時間 24時間 / Open for 24 hours
品川区,南大井２丁目,-,東京都品川区南大井2-10,35.590367,139.736303,I1-07.しながわ水族館 / Shinagawa Aquarium,-,営業時間 24時間 / Open for 24 hours
品川区,東品川４丁目,-,東京都品川区東品川4-12-13,35.607722,139.749454,I1-10.品川シーサイド公園第1 / Shinagawa Sea Side Park Dai-1,-,営業時間 24時間 / Open for 24 hours
品川区,東品川２丁目,-,東京都品川区東品川2-3,35.621943,139.751329,I1-08.天王洲アイル第一水辺広場 / Tennozu Isle Dai-1 Waterside Square,-,営業時間 24時間 / Open for 24 hours
品川区,勝島３丁目,-,東京都品川区勝島3-2,35.596109,139.740895,I1-12.しながわ区民公園（北側）/ Shinagawa-kumin Park (North Side),-,営業時間 / Open 7:30-17:00
品川区,東品川４丁目,-,東京都品川区東品川4-9-2,35.609275,139.745324,I1-15.セブン-イレブン 東品川4丁目店 / Seven-Eleven Shinagawa Higashishinagawa 4 Chome shop,-,営業時間 24時間 / Open for 24 hours
品川区,東大井１丁目,-,東京都品川区東大井1-13-2,35.604009,139.744515,I1-11.鮫洲入江広場 / Samezu Irie Park,-,営業時間 24時間 / Open for 24 hours
品川区,東品川４丁目,-,東京都品川区東品川4-12,35.609669,139.748279,I1-19.品川シーサイド公園第2 / Shinagawa Sea Side Park Dai-2,-,営業時間 24時間 / Open for 24 hours
品川区,東品川１丁目,-,東京都品川区東品川1-7,35.621672,139.742051,I1-16.品川浦第一 / Shinagawa-ura Dai-1,-,営業時間 24時間 / Open for 24 hours
品川区,八潮５丁目,-,東京都品川区八潮5-6,35.597642,139.750514,I1-20.しおじ公園 / Shioji Park,-,営業時間 24時間 / Open for 24 hours
品川区,勝島１丁目,-,東京都品川区勝島1-1-6,35.601497,139.745085,I1-22.ウィラ大井（ショッピングモール）/ WiRA Ooi (Shopping Mall),-,営業時間 / Open 7:30-23:30
品川区,北品川３丁目,-,東京都品川区北品川3-11,35.616421,139.739337,I1-23.東海橋防災船着場 / Tokai Bridge Disaster Prevention Port,-,営業時間 24時間 / Open for 24 hours
品川区,大崎２丁目,-,東京都品川区大崎2-11,35.616966,139.729598,I1-26.大崎西口公園 / Osaki Nishiguchi Park,-,営業時間 24時間 / Open for 24 hours
品川区,北品川５丁目,-,東京都品川区北品川5-7,35.621051,139.731194,I1-27.小関橋公園  / Koseki Bashi Park,-,営業時間 24時間 / Open for 24 hours
品川区,南大井６丁目,-,東京都品川区南大井6-11-13,35.590752,139.732893,I1-36.ローソン 南大井六丁目店 / LAWSON Minami-Oi 6 Chome shop,-,営業時間 24時間 / Open for 24 hours
品川区,南大井１丁目,-,東京都品川区南大井1-13,35.595505,139.736942,I1-43.京急南大井駐車場 / KEIKYU Parking Minamioi,-,営業時間 24時間 / Open for 24 hours
品川区,南品川２丁目,-,東京都品川区南品川2-3,35.611177,139.742370,I1-42.京急青横駐車場 / KEIKYU Parking Aoyoko,-,営業時間 24時間 / Open for 24 hours
品川区,大井４丁目,-,東京都品川区大井4-3,35.604531,139.734387,I1-44.大井三ツ又商店街入口 / Oi-Mitsumata-Shopping Street Entrance,-,営業時間 24時間 / Open for 24 hours
品川区,東大井１丁目,-,東京都品川区東大井1-22,35.603743,139.741732,I1-49.京急鮫洲バイク駐輪場 / KEIKYU Bicycle Parking Samezu,-,営業時間 24時間 / Open for 24 hours
品川区,東大井２丁目,-,東京都品川区東大井2-21,35.599145,139.738858,I1-50.京急立会川第2バイク駐輪場 / KEIKYU Bicycle Parking Tachiaigawa 2,-,営業時間 24時間 / Open for 24 hours
品川区,南大井３丁目,-,東京都品川区南大井3-32,35.588388,139.735664,I1-51.京急鈴ヶ森駐車場 / KEIKYU Parking Suzugamori,-,営業時間 24時間 / Open for 24 hours
品川区,南大井４丁目,-,東京都品川区南大井4-18-14,35.593485,139.735070,I1-55.鈴ヶ森公園 / Suzugamori Park,-,営業時間 24時間 / Open for 24 hours
品川区,八潮５丁目,-,東京都品川区八潮5-11-16,35.600345,139.753698,I1-67.八潮公園第一 / Yashio Park Dai-1,-,営業時間 24時間 / Open for 24 hours
品川区,八潮５丁目,-,東京都品川区八潮5-11-16,35.600345,139.753698,I1-68.八潮公園第二 / Yashio Park Dai-2,-,営業時間 24時間 / Open for 24 hours
品川区,東品川１丁目,-,東京都品川区東品川1-7,35.621672,139.742051,I1-79.品川浦第二 / Shinagawa-ura Dai-2,-,営業時間 24時間 / Open for 24 hours
品川区,八潮５丁目,-,東京都品川区八潮5-5,35.599525,139.750195,I1-83.かもめ歩道橋 / Kamome Footbridge,-,営業時間 24時間 / Open for 24 hours
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-20-55,35.643489,139.712632,M2-02.アメリカ橋公園 / American Bridge Park,-,営業時間 24時間 / Open for 24 hours
渋谷区,桜丘町,-,東京都渋谷区桜ヶ丘23-21,35.655458,139.699965,M3-02.文化総合センター大和田 / Shibuya Cultural Center Owada,-,営業時間 24時間 / Open for 24 hours
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-36-6,35.642306,139.719342,M2-09.カーサス プレンディッド恵比寿 / CASA SPLENDIDO EBISU,-,営業時間 24時間 / Open for 24 hours
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-22,35.658244,139.703742,M3-13.渋谷駅東口地下駐輪場 / Shibuya Station East Bicycle Basement,-,営業時間 / Open 4:30 - 25:30
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-25-28,35.671799,139.708210,M4-06.THE SHARE 原宿 / THE SHARE Harajuku,-,営業時間 24時間 / Open for 24 hours
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-32,35.680893,139.712998,M4-07.千駄ヶ谷駅前 / Sendagaya Station,-,営業時間 24時間 / Open for 24 hours
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5-25-2,35.684751,139.703503,M4-11.千駄ヶ谷5丁目 / Sendagaya 5 chome,-,営業時間 24時間 / Open for 24 hours
渋谷区,初台１丁目,-,"東京都渋谷区初台1-53,54先",35.680446,139.686192,M5-01.初台駅南口 / Hatsudai Sta. South Exit,-,営業時間 24時間 / Open for 24 hours
渋谷区,西原３丁目,-,東京都渋谷区西原3-8,35.669624,139.680848,M5-09.代々木上原駅前 / Yoyogi-Uehara Station,-,営業時間 24時間 / Open for 24 hours
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ヶ谷2-13先,35.677419,139.676701,M6-01.幡ヶ谷駅高架下第一 / Hatagaya Sta. Underpass 1st,-,営業時間 24時間 / Open for 24 hours
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-1,35.675882,139.670561,M6-07.笹塚東 / Sasazuka Higashi,-,営業時間 24時間 / Open for 24 hours
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-54,35.674637,139.669604,M6-11.京王サイクルパーク笹塚 / KEIO Cyclepark Sasazuka,-,営業時間 24時間 / Open for 24 hours
港区,愛宕２丁目,虎ノ門,東京都港区愛宕2-5-1,35.662076,139.748915,C1-09.愛宕グリーンヒルズ / Atago GREEN HILLS,-,営業時間 24時間 / Open for 24 hours
千代田区,一ツ橋１丁目,-,東京都千代田区一ツ橋１-2-2,35.692070,139.756556,A2-17.竹橋ビル / Takebashi Building,-,営業時間 24時間 / Open for 24 hours
千代田区,一番町,-,東京都千代田区一番町2-2,35.688416,139.744269,A6-16.一番町第二TGビル / Ichibancho-daini TG Building,-,営業時間 24時間 / Open for 24 hours
渋谷区,宇田川町,-,東京都渋谷区宇田川町1-1,35.664101,139.698511,M1-01.渋谷区役所 / Shibuya City Office,-,営業時間 24時間 / Open for 24 hours
渋谷区,宇田川町,-,東京都渋谷区宇田川町16-4,35.661450,139.699204,M3-09.ティップ.クロス TOKYO 渋谷 / TIP.X TOKYO Shibuya,-,営業時間 / Open 平日 / Weekday  7:00-23:15土曜 / Sat.  9:30-22:00日･祝日 / Sun. and Holidays 9:30-20:00上記利用時間外は自転車の貸出返却ができませんのでご注意下さい｡※1月13日(火)~3月7日(日) 平日 7:00~20:00 土日祝 9:30~20:00毎月4日･20日は全館休館のため､ﾎﾟｰﾄもご利用できなくなります｡
品川区,荏原３丁目,-,東京都品川区荏原3-8-14,35.617448,139.706556,I1-28.ローソン 品川荏原三丁目店 / LAWSON Shinagawa Ebara 3 Chome shop,-,営業時間 24時間 / Open for 24 hours
千代田区,永田町１丁目,赤坂,東京都千代田区永田町1-11-16,35.678137,139.742473,A5-03.参議院第二別館（永田町駅2番出口） / Second Annex of House of Councillors（Nagatacho station No.2 Exit),-,営業時間 24時間 / Open for 24 hours
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-11-1,35.673050,139.740722,A5-02.山王パークタワー / Sanno Park,-,営業時間 24時間 / Open for 24 hours
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-10-2,35.674601,139.741152,【休止中】A5-06.APA HOTEL PRIDE〈国会議事堂前〉/ APA HOTEL PRIDE〈KOKKAIGIJIDOMAE〉,休止日時：2月6日（土）17:30～6月末（予定）,営業時間 24時間 / Open for 24 hours
渋谷区,円山町,-,東京都渋谷区円山町25-5,35.656083,139.693455,M3-18.渋谷カプセルバンブーホテル / Shibuya Capsule BAMBOO HOTEL,-,営業時間 24時間 / Open for 24 hours
渋谷区,猿楽町,-,東京都渋谷区猿楽町17-5,35.648884,139.699776,M3-03.代官山T-SITE / DAIKANYAMA T-SITE,-,営業時間 24時間 / Open for 24 hours
江東区,塩浜２丁目,-,東京都江東区塩浜2-25-1,35.664646,139.814434,H1-32.区営塩浜住宅前 / Shiohama Juutaku,-,営業時間 24時間 / Open for 24 hours
江東区,塩浜２丁目,-,東京都江東区塩浜2-14-1,35.662992,139.808668,H1-112.ファミリーマート江東塩浜二丁目店 / Family Mart Koto Shiohama 2Chome Store,-,営業時間 24時間 / Open for 24 hours
新宿区,下落合１丁目,-,東京都新宿区下落合1-9-8,35.715957,139.698918,D7-01.下落合図書館 / Shimo-Ochiai Library,-,営業時間 24時間 / Open for 24 hours
新宿区,下落合３丁目,-,東京都新宿区下落合3-20-6,35.722730,139.701997,D7-04.セブン-イレブン 新宿下落合3丁目店 / Seven-Eleven Shinjuku Shimoochiai 3chome store,-,営業時間 24時間 / Open for 24 hours
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-4-1,35.693893,139.703426,D6-01.新宿区役所本庁舎 / Shinjuku City Office Main Bldg.,-,営業時間 24時間 / Open for 24 hours
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-31-17,35.697581,139.703763,D6-23. アパホテル 東新宿 歌舞伎町西 / APA Hotel Higashi Shinjuku Kabukicho Nishi,-,営業時間 24時間 / Open for 24 hours
新宿区,河田町,-,東京都新宿区河田町7-12,35.696992,139.718737,D4-06.グリーンフォート河田 / Green Fort Kawada,-,営業時間 24時間 / Open for 24 hours
港区,海岸１丁目,-,東京都港区海岸1-2-20,35.656851,139.759400,C1-21.汐留ビルディング / Shiodome Building,-,営業時間 24時間 / Open for 24 hours
港区,海岸２丁目,-,東京都港区海岸2-1-16,35.650876,139.758830,C5-17.鈴与浜松町ビル / Suzuyo Hamamatsucho Building,-,営業時間 24時間 / Open for 24 hours
港区,海岸２丁目,-,東京都港区海岸2-2-6,35.648586,139.757690,C5-27.プレミア海岸ビル / Premier Kaigan Bldg,-,営業時間 24時間 / Open for 24 hours
港区,海岸２丁目,-,東京都港区海岸2-7-103,35.651658,139.760752,C5-29.Hi-NODE（ハイノード）,-,営業時間 24時間 / Open for 24 hours
港区,海岸３丁目,-,東京都港区海岸3-11-15,35.639846,139.755347,C5-25.NEX-TEC芝浦 / NEX-TEC Shibaura,-,営業時間 24時間 / Open for 24 hours
港区,海岸３丁目,-,東京都港区海岸3-18-1,35.644729,139.756577,C5-26.ピアシティ芝浦ビル / PIRE CITY SHIBAURA BUILDING,-,営業時間 24時間 / Open for 24 hours
港区,海岸３丁目,-,東京都港区海岸3-5-13,35.636571,139.751615,"C5-34.五色橋ビル /
GOSHIKIBASHI BLDG.",-,営業時間 24時間 / Open for 24 hours
江東区,海辺,-,東京都江東区海辺2-7,35.680497,139.817963,H1-124.セブン‐イレブン江東海辺店 / Seven-Eleven Koto Umibe store,-,営業時間 24時間 / Open for 24 hours
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.702102,139.767938,A3-08.神田明神（神田神社）/ Kanda Myoujin (Kanda Shrine ),-,営業時間 24時間 / Open for 24 hours
千代田区,外神田３丁目,-,東京都千代田区外神田3-5-18,35.701897,139.769751,A3-10.芳林公園（北側）/ Hourin Park(North Side),-,営業時間 24時間 / Open for 24 hours
千代田区,外神田４丁目,-,東京都千代田区外神田4-14-1,35.700325,139.772566,A3-12.秋葉原UDX北側駐輪場前 / Akihabara UDX(North Side),-,営業時間 24時間 / Open for 24 hours
千代田区,外神田４丁目,-,東京都千代田区外神田1-18-13 ,35.699226,139.772155,A3-41.秋葉原ダイビル / Akihabara Daibiru Building,-,営業時間 24時間 / Open for 24 hours
千代田区,外神田６丁目,-,東京都千代田区外神田6-11-19,35.703755,139.771042,A3-11.練成公園 / Rensei Park,-,営業時間 24時間 / Open for 24 hours
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-6-2,35.684122,139.766415,A4-08.永代通り（大手町駅B2c出口前） / Eitai-dori（beside Otemachi Sta.B2c Exit）,-,営業時間 24時間 / Open for 24 hours
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-4-1,35.680976,139.763784,A4-01.丸ビル（南側駐輪場） / Marunouchi Build.(Southern Cycle Port),-,営業時間 24時間 / Open for 24 hours
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-5-1,35.676751,139.763527,A4-03.東京国際フォーラム（メトロD5出口） / Tokyo International Forum (Metro D5 Exit),-,営業時間 24時間 / Open for 24 hours
千代田区,岩本町１丁目,-,東京都千代田区岩本町1-1-1,35.691136,139.775316,A3-16.地蔵橋東児童遊園 / Jizoubashi East Children Park,-,営業時間 24時間 / Open for 24 hours
千代田区,岩本町１丁目,-,東京都千代田区岩本町1-14-1,35.693201,139.779745,A3-22.龍閑児童公園 / Ryukan Children’s Park,-,営業時間 24時間 / Open for 24 hours
千代田区,岩本町２丁目,-,東京都千代田区岩本町2-15-3,35.694328,139.777812,A3-24.岩本町ほほえみプラザ / Iwamoto-cho Hohoemi Plaza,-,営業時間 24時間 / Open for 24 hours
品川区,旗の台２丁目,-,東京都品川区旗の台2-4-22,35.607151,139.705116,I1-25.セブン-イレブン 品川旗の台２丁目店 / 7-Eleven Shinagawa Hatanodai 2 Chome shop,-,営業時間 24時間 / Open for 24 hours
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町3-12,35.682223,139.736936,A6-09.紀尾井町ビル（北側） / Kioicho Building(North side),-,営業時間 24時間 / Open for 24 hours
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町3-12,35.682223,139.736936,A6-10.紀尾井町ビル（西側） / Kioicho Building(West side),-,営業時間 24時間 / Open for 24 hours
江東区,亀戸１丁目,-,東京都江東区亀戸1-41-2,35.696998,139.823899,H1-91.亀戸駅北口第三自転車駐車場 / Kameido sta. North 3rd Bicycle garage,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸２丁目,-,東京都江東区亀戸2-1-21,35.697545,139.821920,H1-100. URアーバンライフ亀戸 / UR URBAN LIFE KAMEIDO,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸２丁目,-,東京都江東区亀戸2-22-12,35.698399,139.825384,H1-118.ファミリーマート亀戸駅前店 / Family Mart Kameido Ekimae Store,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸２丁目,-,東京都江東区亀戸2‐13-6,35.699054,139.822761,H1-141.スーパーホテル東京・亀戸 / Super Hotel Tokyo Kameido,-,営業時間 24時間 / Open for 24 hours
江東区,亀戸９丁目,-,東京都江東区亀戸9-18-10,35.697685,139.843294,H1-67.セブン-イレブン 江東亀戸９丁目店 / Seven-Eleven Koto Kameido 9chome store,-,営業時間 24時間 / Open for 24 hours
中央区,京橋２丁目,日八京,東京都中央区京橋2-16-1,35.676457,139.773033,B2-04.清水建設本社（都営地下鉄宝町A08出口） / Shimizu Corporation Head Office,-,営業時間 24時間 / Open for 24 hours
中央区,京橋２丁目,日八京,東京都中央区京橋2-2-1,35.677310,139.769534,B2-11.京橋エドグラン / KYOBASHI EDOGRAND,-,営業時間 24時間 / Open for 24 hours
中央区,銀座６丁目,-,東京都中央区銀座6-14-7,35.668580,139.765314,B3-15.ACホテル・バイ・マリオット東京銀座 / AC Hotel Tokyo Ginza,-,営業時間 24時間 / Open for 24 hours
中央区,銀座６丁目,-,東京都中央区銀座6-17-1,35.667487,139.766502,B3-17.銀座6丁目-SQUARE / Ginza 6-chome SQUARE,-,営業時間 24時間 / Open for 24 hours
千代田区,九段南１丁目,-,東京都千代田区九段南1-2-1,35.694012,139.753618,A1-01.千代田区役所 / Chiyoda City Office,-,営業時間 24時間 / Open for 24 hours
千代田区,九段北１丁目,-,東京都千代田区九段北1-13-5,35.696352,139.750506,A1-10.ヒューリック九段ビル / Hulic Kudan Building,-,営業時間 24時間 / Open for 24 hours
千代田区,九段北１丁目,-,東京都千代田区九段北1-13-12,35.695743,139.750616,A1-12.北の丸スクエア / KITANOMARU SQUARE,-,営業時間 24時間 / Open for 24 hours
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-28-1,35.647535,139.715605,M2-06.あいおいニッセイ同和損保恵比寿ビル / Aioi Nissay Dowa Insurance Ebisu Bldg.,-,営業時間 24時間 / Open for 24 hours
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-19-23,35.647123,139.712832,M2-07.ファミリーマート恵比寿駅東店 / FamilyMart Ebisu Station East Store,-,営業時間 24時間 / Open for 24 hours
渋谷区,恵比寿１丁目,-,東京都渋谷区恵比寿1-19-15,35.647358,139.713266,M3-10.ウノサワ東急ビル / Unosawa Tokyu Bldg,-,営業時間 24時間 / Open for 24 hours
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-27-18,35.645310,139.719598,M2-01.恵比寿保健相談所（恵比寿社会教育館）/ Ebisu Public Health Consultation Center,-,営業時間 24時間 / Open for 24 hours
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-5-4,35.647671,139.717894,M2-08.パークルール恵比寿 / PARK RULE EBISU,-,営業時間 24時間 / Open for 24 hours
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-2-6恵比寿駅東口自転車駐車場2F,35.646491,139.710586,M2-03.サイカパーク恵比寿(2階) / Saika Park Ebisu (2nd floor),-,営業時間 24時間 / Open for 24 hours※JR｢恵比寿駅｣東口より徒歩1分､｢ｻﾝｸｽ恵比寿東口店｣の前にある､ｻｲｶﾊﾟｰｸ恵比寿駅東口 自転車駐輪場 2階の右奥にあります｡
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-33-6,35.647000,139.704043,M3-15.co-ba ebisu,-,営業時間 24時間 / Open for 24 hours
中央区,月島２丁目,-,東京都中央区月島2-10-3先,35.663248,139.783922,B4-06.月島駅地下駐輪場 / Tsukishima Station Basement,-,営業時間 / Open 5:00~25:00(深夜1時)
中央区,月島２丁目,-,東京都中央区月島2-1-1先,35.663660,139.785162,B4-21.月島駅前第一駐輪場 / Tsukishima station square first bicycle parking,-,営業時間 24時間 / Open for 24 hours
