指標名,シェアサイクルポート,,,,,,,
中央区,月島４丁目,-,東京都中央区月島4-1-1,35.662091,139.782322,【休止中】B4-02.月島特別出張所 / Tsukishima Special Branch Office,休止日時：2020年10月21日（水）10：00～2021年3月中旬　,営業時間 24時間 / Open for 24 hours
港区,元赤坂１丁目,赤坂,東京都港区元赤坂1-3-13,35.676942,139.733650,C3-12.赤坂センタービルディング前（青山通り）/ Akasaka Center Building Mae(Aoyama-dori),-,営業時間 24時間 / Open for 24 hours
港区,元赤坂２丁目,-,東京都港区元赤坂2-2-23,35.678099,139.722157,【休止中】C3-18.明治記念館 / Meijikinenkan,休止期間：1月26日（火）21:00～再開日未定,営業時間 / Open 7:00-21:00
港区,元赤坂２丁目,-,東京都港区元赤坂2-2-23,35.678099,139.722157,C3-19.明治記念館西 / Meijikinenkan West,-,営業時間 24時間 / Open for 24 hours
港区,元麻布１丁目,-,東京都港区元麻布1-3-1,35.653708,139.732098,C2-14.元麻布ヒルズ / MOTOAZABU HILLS,-,営業時間 24時間 / Open for 24 hours
品川区,戸越１丁目,-,東京都品川区戸越1-27-1,35.616864,139.721387,I1-69.戸越1丁目 / Togoshi 1 Chome,-,営業時間 24時間 / Open for 24 hours
品川区,戸越５丁目,-,東京都品川区戸越5-20-12,35.608138,139.719205,I1-31.セブン-イレブン 品川戸越5丁目店 / Seven-Eleven Shinagawa Togoshi 5 Chome shop,-,営業時間 24時間 / Open for 24 hours
品川区,戸越６丁目,-,東京都品川区戸越6-7-24,35.608129,139.717782,I1-81.戸越6丁目 / Togoshi 6 Chome,-,営業時間 24時間 / Open for 24 hours
新宿区,戸塚町,-,東京都新宿区戸塚町1-104-19,35.710269,139.722589,D3-01.リーガロイヤルホテル東京 / RIHGA Royal Hotel Tokyo,-,営業時間 24時間 / Open for 24 hours
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-23-1,35.666822,139.749418,C1-04.虎ノ門ヒルズ / TORANOMON HILLS,-,営業時間 24時間 / Open for 24 hours
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-3-1,35.670090,139.749488,C1-64.東京虎ノ門グローバルスクエア / TOKYO TORANOMON GLOBAL SQUARE,-,営業時間 / Open 7:30~20:00(※注意 5台限定ﾎﾟｰﾄです!地上の満空表示を確認してから利用ください｡)
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-3-17,35.668464,139.746793,C1-27.虎ノ門２丁目タワー / TORANOMON 2-CHOME TOWER,-,営業時間 24時間 / Open for 24 hours
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-1,35.667456,139.745137,C1-57.虎ノ門ツインビルディング / Toranomon Twin Building,-,営業時間 24時間 / Open for 24 hours
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門3-8-8,35.666179,139.747758,C1-50.NTT虎ノ門ビル / NTT Toranomon Bldg.,-,営業時間 24時間 / Open for 24 hours
港区,虎ノ門３丁目,虎ノ門,東京都港区虎ノ門3-17-1,35.664060,139.746453,C1-54. ニッセイ虎ノ門ビル / NIPPON LIFE TORANOMON BUILDING,-,営業時間 24時間 / Open for 24 hours
港区,虎ノ門４丁目,虎ノ門,東京都港区虎ノ門4-3-1,35.664553,139.743194,C1-34.城山ガーデン/ SHIROYAMA GARDEN,-,営業時間 24時間 / Open for 24 hours
千代田区,五番町,-,東京都千代田区五番町12-1,35.688935,139.733420,A6-13.番町会館 / Banchokaikan,-,営業時間 / Open 平日 / Weekday 8:00-18:30土日祝日 / Weekend & Holidays: Closed
千代田区,五番町,-,東京都千代田区五番町１−９,35.690821,139.736436,A6-14.MG市ヶ谷ビルディング / MG Ichigaya Building,-,営業時間 24時間 / Open for 24 hours
品川区,広町２丁目,-,東京都品川区広町2-1-36,35.609181,139.730167,I1-01.品川区役所 本庁舎前 / Shinagawa City Office Beside Main Building,-,営業時間 24時間 / Open for 24 hours
品川区,広町２丁目,-,東京都品川区広町2-1-36,35.609181,139.730167,I1-02.品川区役所 第三庁舎前 / Shinagawa City Office Beside 3rd Building,-,営業時間 24時間 / Open for 24 hours
品川区,広町２丁目,-,東京都品川区広町2-1-36,35.609181,139.730167,I1-58.品川区役所 第二庁舎前 / Shinagawa City Office Beside 2nd Building,-,営業時間 24時間 / Open for 24 hours
渋谷区,広尾４丁目,-,東京都渋谷区広尾4-2-27,35.653319,139.721118,M2-04.広尾東公園 / Hiroo-Higashi Park,-,営業時間 24時間 / Open for 24 hours
渋谷区,広尾４丁目,-,東京都渋谷区広尾4-1-22,35.654524,139.717985,M2-05.日本赤十字医療センター / Japanese Red Cross Medical Center,-,営業時間 24時間 / Open for 24 hours
港区,港南１丁目,-,東京都港区港南1-9-24,35.629725,139.742181,C5-01.こうなん星の公園 / Konan-Hoshino Park,-,営業時間 24時間 / Open for 24 hours
港区,港南１丁目,-,東京都港区港南1-2-70,35.632490,139.743003,C5-06.品川シーズンテラス / SHINAGAWA SEASON TERRACE,-,営業時間 24時間 / Open for 24 hours
港区,港南２丁目,-,東京都港区港南2-15-1,35.627489,139.742030,C5-16.品川インターシティ / SHINAGAWA INTERCITY,-,営業時間 24時間 / Open for 24 hours
港区,港南２丁目,-,東京都港区港南2-16-1,35.627788,139.740748,C5-35.品川駅港南口 / Shinagawa Station Konan Exit,-,営業時間 24時間 / Open for 24 hours
港区,港南３丁目,-,東京都港区港南3-3-17,35.632980,139.749563,C5-07.港区立港南図書館 / Minato City Konan Library,-,営業時間 24時間 / Open for 24 hours
港区,港南３丁目,-,東京都港区港南3-7-16,35.631754,139.749656,C5-11.フェイバリッチタワー品川 / Favorich Tower Shinagawa,-,営業時間 24時間 / Open for 24 hours
港区,港南３丁目,-,東京都港区港南3-4-27,35.633940,139.748609,C5-12.第２東運ビル / NO.2 TOUN BUILDING (WAREHOUSE Konan),-,営業時間 24時間 / Open for 24 hours
港区,港南３丁目,-,東京都港区港南3-5-10,35.634078,139.748018,C5-18.パークタワー品川ベイワード / Park Tower Shinagawa Bayward,-,営業時間 24時間 / Open for 24 hours
港区,港南４丁目,-,東京都港区港南4-7-47,35.628171,139.750660,C5-02.港南緑水公園 / Konan-Ryokusui Park,-,営業時間 24時間 / Open for 24 hours
港区,港南４丁目,-,東京都港区港南4-5-3,35.626510,139.746512,C5-03.港南公園C / Konan Park,-,営業時間 24時間 / Open for 24 hours
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-30-14,35.709650,139.703780,D3-11.コルティーレ高田馬場 / CORTILE Takadanobaba,-,営業時間 24時間 / Open for 24 hours
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-4-10,35.710992,139.709010,D3-12.Bellus Vita,-,営業時間 24時間 / Open for 24 hours
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場 2-18-1,35.714421,139.705076,D3-07.戸塚特別出張所 / Totsuka Special District Office,-,営業時間 24時間 / Open for 24 hours
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場3-18-10,35.713915,139.698329,D3-06.セブン-イレブン 高田馬場3丁目中央店 / Seven-Eleven Takadanobaba 3-Chome Chuo store,-,営業時間 24時間 / Open for 24 hours
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場4-12-5,35.713037,139.701435,D3-08.ホテルリブマックス高田馬場駅前 / HOTEL LiVEMAX TAKADANOBABA-EKIMAE,-,営業時間 24時間 / Open for 24 hours
港区,高輪１丁目,-,東京都港区高輪１丁目８−８,35.641804,139.734751,C4-01.高輪地区総合支所（5F） / Takanawa Regional City Office(5F),-,営業時間 24時間 / Open for 24 hours
港区,高輪２丁目,-,東京都港区高輪2-3-23,35.637926,139.734569,【休止中】C4-03.東海大学 高輪キャンパス / TOKAI UNIVERCITY Takanawa Campus,休止期間：4月15日（水）～当面の間休止,営業時間 / Open 月~金 / Mon.-Fri.  7:00-22:00土･日･祝 / Sat. Sun. & Holiday : Closed
港区,高輪３丁目,-,東京都港区高輪3-4-4,35.634887,139.732119,【休止中】C4-08.高輪三丁目 / Takanawa 3-chome,休止期間：2020年7月3日から当面の間、休止,営業時間 / Open 3:00 - 23:00
港区,高輪４丁目,-,東京都港区高輪4-10-30,35.628047,139.735463,C4-07.品川プリンスホテル / Shinagawa Prince Hotel,-,営業時間 24時間 / Open for 24 hours
千代田区,麹町２丁目,-,東京都千代田区麹町2-5-1,35.683685,139.740805,A6-22.半蔵門PREX South / Hanzomon PREX South,-,営業時間 24時間 / Open for 24 hours
千代田区,麹町４丁目,-,東京都千代田区麹町4-5-21,35.683648,139.736835,A6-20.紀尾井町PREX / Kioicho PREX,-,営業時間 24時間 / Open for 24 hours
千代田区,麹町６丁目,-,東京都千代田区麹町6-6-2,35.685671,139.732027,A6-19.東急四谷ビル / TOKYU Yotsuya building,-,営業時間 24時間 / Open for 24 hours
新宿区,細工町,-,東京都新宿区細工町1-17,35.698888,139.733392,D2-15.ロードス神楽坂ホテル / RHODES KAGURAZAKA HOTEL,-,営業時間 24時間 / Open for 24 hours
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-46-1,35.673160,139.666073,M6-02.サイカパーク笹塚 / Saika Park Sasazuka,-,営業時間 24時間 / Open for 24 hours
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-60-5,35.673134,139.663965,M6-14.ドコモショップ笹塚店 / docomo shop Sasazuka,-,営業時間 24時間 / Open for 24 hours
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-32-8,35.674930,139.663388,M6-03.十三号通り公園 / 13 St. Park,-,営業時間 24時間 / Open for 24 hours
新宿区,四谷三栄町,-,東京都新宿区四谷三栄町12-16,35.689946,139.725712,D1-08.新宿歴史博物館 / Shinjuku Historical Museum,-,営業時間 / Open 9:30-17:30 休館日は第2･第4月曜日(休日にあたる場合は､その翌日)､年末年始12月29日~1月3日詳細については､以下のURLからご確認をお願いいたします｡https://www.regasu-shinjuku.or.jp/rekihaku/
江東区,三好４丁目,-,東京都江東区三好4-6-7,35.681362,139.809311,H1-132.セブン-イレブン江東三好4丁目店 / Seven-Eleven Koto Miyoshi 4chome Store,-,営業時間 24時間 / Open for 24 hours
港区,三田１丁目,-,東京都港区三田1-4-28,35.652624,139.744380,C1-24.三田国際ビル / Mita Kokusai Building,-,営業時間 24時間 / Open for 24 hours
港区,三田３丁目,-,東京都港区三田3-11-28,35.640923,139.741615,C1-44.三田Avanti / Mita Avanti,-,営業時間 24時間 / Open for 24 hours
港区,三田３丁目,-,東京都港区三田3-7-31,35.641769,139.740516,C1-47.パークプレイス三田 / Park Place Mita,-,営業時間 24時間 / Open for 24 hours
港区,三田３丁目,-,東京都港区三田3-3-6,35.647059,139.743418,【3/1 OPEN】C1-70.三田三丁目（聖坂）/ Mita 3-Chome (Hijirizaka),-,営業時間 24時間 / Open for 24 hours
港区,三田４丁目,-,東京都港区三田4-16-20,35.643766,139.740736,C4-10.亀塚公園 / Kamezuka Park,-,営業時間 24時間 / Open for 24 hours
港区,三田４丁目,-,東京都港区三田4-2-20,35.646130,139.740329,C4-09.ケーヨーデイツー三田店 / Keiyo D2 MITA,-,営業時間 24時間 / Open for 24 hours
新宿区,山吹町,-,東京都新宿区山吹町346-6,35.708303,139.731122,D3-10.日新ビル / NISSHIN BLDG.,-,営業時間 24時間 / Open for 24 hours
千代田区,四番町,-,東京都千代田区四番町6-2,35.689201,139.735778,A6-15.東急番町ビル / Tokyu Bancho Building,-,営業時間 24時間 / Open for 24 hours
新宿区,市谷加賀町２丁目,-,東京都新宿区市谷加賀町2-3-2,35.695604,139.727801,D4-03.市谷加賀町2丁目/ Ichigaya Kagacho 2-Chome,-,営業時間 24時間 / Open for 24 hours
新宿区,市谷砂土原町３丁目,-,東京都新宿区市谷砂土原町3-4-1,35.696249,139.735941,D2-10.市谷砂土原町3丁目 / Ichigaya Sadohara 3-Chome,-,営業時間 24時間 / Open for 24 hours
新宿区,市谷仲之町,-,東京都新宿区市谷仲之町3-36,35.694963,139.723203,D4-01.市谷仲之町 / Ichigaya Nakanocho,-,営業時間 24時間 / Open for 24 hours
新宿区,市谷本村町,-,東京都新宿区市谷本村町7-4,35.695079,139.725501,D2-13.THE CENTER TOKYO,-,営業時間 24時間 / Open for 24 hours
新宿区,市谷本村町,-,東京都新宿区市谷本村町10-5,35.694496,139.731179,D4-02.JICA市ヶ谷ビル（地球ひろば/研究所）/ JICA Ichigaya Building（Global Plaza/Research Institute）,-,営業時間 24時間 / Open for 24 hours
江東区,枝川１丁目,-,東京都江東区枝川1-10-24,35.654811,139.804914,H1-90.富士倉庫運輸㈱ FACE-1前 / Fujisokounyu.co. FACE-1 Bldg.,-,営業時間 24時間 / Open for 24 hours
江東区,枝川２丁目,-,東京都江東区枝川2-2-8,35.659174,139.807293,H1-46.セブン-イレブン 江東枝川2丁目店 / Seven-Eleven Koto Edagawa 2-Chome store,-,営業時間 24時間 / Open for 24 hours
港区,芝２丁目,-,東京都港区芝2-7-17,35.652208,139.749888,C1-31.住友芝公園ビル / Sumitomo Shibakoen Building,-,営業時間 24時間 / Open for 24 hours
港区,芝３丁目,-,東京都港区芝3-7-1,35.652294,139.747998,C1-52.NTT三田ビル / NTT Mita Build.,-,営業時間 24時間 / Open for 24 hours
港区,芝３丁目,-,東京都港区芝3‐23‐1,35.651123,139.748588,C1-59.セレスティン芝三井ビルディング / CELESTINE SHIBA MITSUI Bldg,-,営業時間 24時間 / Open for 24 hours
港区,芝４丁目,-,東京都港区芝4-1-17,35.648784,139.749744,C1-23.三田いきいきプラザ / Mita Iki-iki Plaza,-,営業時間 24時間 / Open for 24 hours
港区,芝４丁目,-,東京都港区芝4-3-5,35.648988,139.750284,C1-35.セブン-イレブン三田駅北店 / Seven-Eleven Mitaekikita,-,営業時間 24時間 / Open for 24 hours
港区,芝５丁目,-,東京都港区芝5-22-5,35.648209,139.746368,C1-42.ピーアーク三田 / P-ARKMITA,-,営業時間 24時間 / Open for 24 hours
港区,芝５丁目,-,東京都港区芝5-26-30,35.647399,139.745083,C1-60.専売ビル / Senbai Bldg.,-,営業時間 24時間 / Open for 24 hours
港区,芝浦１丁目,-,東京都港区芝浦1-16-1,35.646604,139.751724,C5-04.みなとパーク芝浦 / Minato Park Shibaura,-,営業時間 24時間 / Open for 24 hours
港区,芝浦１丁目,-,東京都港区芝浦1-2-3,35.649212,139.756193,C5-10.シーバンス / SEAVANS,-,営業時間 24時間 / Open for 24 hours
港区,芝浦１丁目,-,東京都港区芝浦1-10-1,35.647870,139.753733,C5-30.フェイム芝浦インターウェーブ / FAIME SHIBAURA INTERWAVE,-,営業時間 24時間 / Open for 24 hours
港区,芝浦２丁目,-,東京都港区芝浦2-4-1,35.645283,139.754532,C5-20.ローソン芝浦二丁目店 / LAWSON Shibaura 2-chome shop,-,営業時間 24時間 / Open for 24 hours
港区,芝浦３丁目,-,東京都港区芝浦3-4-1,35.643509,139.745437,C5-09.グランパーク / Granpark,-,営業時間 24時間 / Open for 24 hours
港区,芝浦３丁目,-,東京都港区芝浦3-14-15,35.642415,139.747089,C5-21.セブン-イレブン 芝浦3丁目店 / Seven-Eleven Shibaura 3chome Store,-,営業時間 24時間 / Open for 24 hours
港区,芝浦３丁目,-,東京都港区芝浦3-9-1,35.643654,139.750344,C5-28.芝浦ルネサイトタワー / Shibaura Renasite Tower,-,営業時間 24時間 / Open for 24 hours
港区,芝浦３丁目,-,東京都港区芝浦3‐1‐21,35.644916,139.749185,C5-33.msb Tamachi,-,営業時間 24時間 / Open for 24 hours
港区,芝浦４丁目,-,東京都港区芝浦4-16-23,35.637111,139.748476,C5-08.AQUACITY芝浦 / AQUACITY Shibaura,-,営業時間 24時間 / Open for 24 hours
港区,芝公園１丁目,-,東京都港区芝公園1-5-25,35.658044,139.751535,C1-17.港区役所 / Minato City Hall,-,営業時間 24時間 / Open for 24 hours
港区,芝公園１丁目,-,東京都港区芝公園1-7-6,35.657986,139.752400,C1-43.KDX浜松町プレイス / KDX HAMAMATSUCHO PLACE,-,営業時間 24時間 / Open for 24 hours
港区,芝公園２丁目,-,東京都港区芝公園2-5-20,35.655246,139.751391,C1-66.ホテル メルパルク東京 / HOTEL MIELPARQUE TOKYO,-,営業時間 24時間 / Open for 24 hours
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3-5-8,35.659664,139.745305,C1-16.機械振興会館 / Kikai Shinko Kaikan Building,-,営業時間 24時間 / Open for 24 hours
港区,芝公園４丁目,-,東京都港区芝公園4-2-8,35.658577,139.745451,C1-15.東京タワー / TOKYO TOWER,-,営業時間 24時間 / Open for 24 hours
江東区,住吉２丁目,-,東京都江東区住吉2-16-11,35.689903,139.815203,H1-140.キャナルパレス住吉 / The Canal Palace SUMIYOSHI,-,営業時間 24時間 / Open for 24 hours
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-23-21,35.662858,139.702549,M3-19.渋谷キャスト / SHIBUYA CAST,-,営業時間 24時間 / Open for 24 hours
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-8-12,35.657536,139.704133,M3-06.渋谷第一生命ビル / Shibuya Daiichi Seimei Bldg.,-,営業時間 24時間 / Open for 24 hours
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-12-18,35.656279,139.705990,M3-12.渋谷南東急ビル / Shibuya South Tokyu Bldg.,-,営業時間 24時間 / Open for 24 hours
渋谷区,初台２丁目,-,東京都渋谷区初台2-6-9,35.675128,139.684612,M5-13.セブン-イレブン初台店 / Seven-Eleven Hatsudai Store,-,営業時間 24時間 / Open for 24 hours
中央区,勝どき１丁目,-,東京都中央区勝どき1-9-4先,35.659119,139.776947,B4-07.勝どき駅地下駐輪場 / Kachidoki Station Basement,-,営業時間 / Open 5:00~25:00(深夜1時)
中央区,勝どき１丁目,-,東京都中央区勝どき1-3-1,35.660833,139.776873,B4-14.Brillia ist Tower 勝どき / Brillia ist Tower Kachidoki,-,営業時間 24時間 / Open for 24 hours
中央区,勝どき４丁目,-,東京都中央区勝どき4-13-4,35.656663,139.774893,B4-11.ダンスキューブ勝どき / DANCE CUBE KACHIDOKI,-,営業時間 24時間 / Open for 24 hours
中央区,勝どき６丁目,-,東京都中央区勝どき6-3-1,35.654866,139.774628,B4-12.THE TOKYO TOWERS,-,営業時間 24時間 / Open for 24 hours
品川区,勝島１丁目,-,東京都品川区勝島1-3-2,35.599899,139.745107,I1-29.ローソン 勝島一丁目店 / LAWSON Katsushima 1 Chome shop,-,営業時間 24時間 / Open for 24 hours
品川区,勝島２丁目,-,東京都品川区勝島2-1-2,35.592222,139.740825,I1-21.大井競馬場（正門前）/ Oi Racecourse (Main Gate),-,営業時間 24時間 / Open for 24 hours
品川区,勝島３丁目,-,東京都品川区勝島3-2-1,35.588601,139.737487,I1-24.しながわ区民公園（中央口）/ Shinagawa-kumin Park (Central Entrance),-,営業時間 24時間 / Open for 24 hours
渋谷区,松涛１丁目,-,東京都渋谷区松濤1-28-2,35.659878,139.694843,M3-14.WORK COURT 渋谷松濤 / WORK COURT Shibuya Shoto,-,営業時間 24時間 / Open for 24 hours
渋谷区,上原３丁目,-,東京都渋谷区上原3-6-12,35.667817,139.680128,M5-08.古賀政男音楽博物館 / Koga Masao Music Museum,-,営業時間 24時間 / Open for 24 hours
新宿区,上落合２丁目,-,東京都新宿区上落合2-3-6,35.715280,139.689627,D7-10.染の里 おちあい / some no sato OCHIAI,-,営業時間 24時間 / Open for 24 hours
新宿区,上落合３丁目,-,東京都新宿区上落合3-25-6,35.711201,139.682201,D7-08.上落合3丁目 / Kamiochiai 3-Chome,-,営業時間 24時間 / Open for 24 hours
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-1-13,35.669079,139.756346,C1-55.アーバンネット内幸町ビル・THE BLOSSOM HIBIYA / Urbannet Uchisaiwaicho Building,-,営業時間 24時間 / Open for 24 hours
港区,新橋４丁目,虎ノ門広域,東京都港区新橋4-1-1,35.665302,139.753888,C1-46.新虎通りCORE / SHINTORA-DORI CORE,-,営業時間 24時間 / Open for 24 hours
港区,新橋５丁目,虎ノ門広域,東京都港区新橋5-26-5,35.662930,139.754471,C1-62.麻布プラザ・新橋スタジオ / AZABU PLAZA Shinbashi Studio,-,営業時間 24時間 / Open for 24 hours
港区,新橋５丁目,虎ノ門広域,東京都港区新橋5-19-7,35.663079,139.755062,C1-69.塩釜公園 / Shiogama Park,-,営業時間 24時間 / Open for 24 hours
港区,新橋６丁目,虎ノ門広域,東京都港区新橋6-20-1,35.661132,139.754521,C1-53.ホテルリブマックス新橋 / HOTEL LiVEMAX SHIMBASHI,-,営業時間 24時間 / Open for 24 hours
江東区,新砂３丁目,-,東京都江東区新砂3-3-53,35.667979,139.831506,H1-49.セブン-イレブン 江東新砂3丁目店 / Seven-Eleven Koto Shinsuna 3-Chome store,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿１丁目,-,東京都新宿区新宿1-15-5,35.689647,139.710131,D1-07.Belle ビル / Belle Building,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿１丁目,-,東京都新宿区新宿1-33-13,35.691047,139.711989,D1-09.NTT四谷ビル / NTT Yotsuya Building,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿４丁目,-,東京都新宿区新宿4-3-17,35.688566,139.703906,D6-16.FORECAST 新宿 SOUTH / FORECAST Shinjuku SOUTH,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿５丁目,-,東京都新宿区新宿5-18-21,35.694296,139.705398,D6-02.新宿区役所第二分庁舎 / Shinjuku City Office Annex 2,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿５丁目,-,東京都新宿区新宿5-15-8,35.694148,139.707264,D6-10.ホテルサンライト新宿 / Hotel　SunLite Shinjuku,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿５丁目,-,東京都新宿区新宿5-8-6,35.692338,139.709030,D6-09.ホテルたてしな / Hotel Tateshina,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿５丁目,-,東京都新宿区新宿5-3-20,35.692859,139.711425,D6-11.ホテルリステル新宿 / HOTEL LISTEL SHINJUKU,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿６丁目,-,東京都新宿区新宿6-27-30,35.696685,139.708692,D6-08.新宿イーストサイドスクエア / Shinjuku Eastside Square,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿６丁目,-,東京都新宿区新宿6-3-2,35.693707,139.710522,D6-12.東京ビジネスホテル / Tokyo　Business Hotel,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿６丁目,-,東京都新宿区新宿6-9-1,35.693559,139.708619,D6-17.セブン-イレブン 新宿6丁目店 / Seven-Eleven Shinjuku 6-chome store,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿６丁目,-,東京都新宿区新宿6-12-8,35.694918,139.708304,D6-26.セブン-イレブン新宿６丁目文化センター通り店 / Seven-Eleven Shinjuku 6 Chome Cultural Center-dori,-,営業時間 24時間 / Open for 24 hours
新宿区,新宿７丁目,-,東京都新宿区新宿7-17-16,35.700680,139.711485,D4-05.カスタリア新宿7丁目 / CASTALIA Shinjuku 7-chome,-,営業時間 24時間 / Open for 24 hours
新宿区,新小川町,-,東京都新宿区新小川町4-11,35.705599,139.743368,D2-12.ヴィアイン飯田橋後楽園 / VIA INN Iidabashi Korakuen,-,営業時間 24時間 / Open for 24 hours
中央区,新川１丁目,-,東京都中央区新川1-28-5,35.675607,139.785248,B2-10.東京ダイヤビルディング（北側）/North Side of Tokyo Dia Building,-,営業時間 24時間 / Open for 24 hours
中央区,新川１丁目,-,東京都中央区新川1-28-5,35.675607,139.785248,B2-12.東京ダイヤビルディング（東側）/East Side of Tokyo Dia Building,-,営業時間 24時間 / Open for 24 hours
江東区,新大橋３丁目,-,東京都江東区新大橋3-5-4,35.687398,139.795445,H1-138.HW.HILLS新大橋 / HW.HILLS Shin-Ohashi,-,営業時間 24時間 / Open for 24 hours
中央区,新富１丁目,-,東京都中央区新富1-14-10,35.673173,139.775106,【休止中】B3-10.DJホステル銀座 / DJ Hostel Ginza,休止日時：2020年10月30日（金）10:00～2021年3月31日,営業時間 24時間 / Open for 24 hours
江東区,新木場１丁目,-,東京都江東区新木場1-8-19,35.645821,139.834994,H1-78.ローソン新木場一丁目店 / LAWSON Shinkiba 1-Chome shop,-,営業時間 24時間 / Open for 24 hours
江東区,新木場１丁目,-,東京都江東区新木場1-11-16,35.642537,139.836363,H1-101.ファミリーマート新木場一丁目店 / Family Mart Shinkiba 1Chome Store,-,営業時間 24時間 / Open for 24 hours
江東区,新木場２丁目,-,東京都江東区新木場2-7-1,35.638796,139.831146,H1-74.タダノ教習センター / TADANO KYOSHU CENTER,-,営業時間 24時間 / Open for 24 hours
江東区,新木場３丁目,-,東京都江東区新木場3-6-6,35.638837,139.834446,"H1-119.榎戸材木店 / Enokido Lumber Co., LTD",-,営業時間 24時間 / Open for 24 hours
江東区,深川２丁目,-,東京都江東区深川2-7-6,35.674814,139.797455,H1-72.ネクストサイト深川ビル / NEXTSITE Fukagawa Building,-,営業時間 24時間 / Open for 24 hours
新宿区,神楽河岸,-,東京都新宿区神楽河岸1-1先,35.700846,139.743553,D2-06.飯田濠 / Iidabori,-,営業時間 24時間 / Open for 24 hours
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂3-2-20,35.701275,139.741189,D2-16.ファミリーマート神楽坂三丁目店 / FamilyMart Kagurazaka 3 Chome,-,営業時間 24時間 / Open for 24 hours
新宿区,神楽坂５丁目,-,東京都新宿区神楽坂5-20-5,35.702446,139.739175,D2-11.神楽坂アインスタワー / KAGURAZAKA EINS TOWER,-,営業時間 24時間 / Open for 24 hours
