指標名,駅,,,,,,,,,,
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷二丁目24-1,35.659545,139.702417,渋谷,東急東横線,東京急行電鉄株式会社,"1,163,469",2600101,1130205
渋谷区,渋谷２丁目,-,東京都渋谷区道玄坂二丁目1-1,35.658020,139.702148,渋谷,東急田園都市線,東京急行電鉄株式会社,データ無し,2600301,1130205
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂一丁目1-1,35.659066,139.701000,渋谷,東京メトロ銀座線,東京地下鉄株式会社,"224,784",2800119,1130205
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂二丁目1-1,35.659066,139.701000,渋谷,東京メトロ半蔵門線,東京地下鉄株式会社,データ無し,2800801,1130205
渋谷区,渋谷２丁目,-,東京都渋谷区道玄坂二丁目1-1,35.659545,139.702417,渋谷,東京メトロ副都心線,東京地下鉄株式会社,データ無し,2801016,1130205
渋谷区,代々木４丁目,-,東京都渋谷区代々木４丁目,35.678586,139.693568,参宮橋,小田急小田原線,小田急電鉄株式会社,"15,546",2500103,2500103
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚１-５６-７,35.673758,139.667251,笹塚,京王線,京王電鉄株式会社,"81,557",2400104,2400104
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚１-５６-７,35.673758,139.667251,笹塚,京王新線,京王電鉄株式会社,"81,557",2400704,2400104
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前一丁目18,35.670646,139.702592,原宿,JR山手線,東日本旅客鉄道株式会社,"152,168",1130206,1130206
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿南一丁目5-5,35.646685,139.710070,恵比寿,JR山手線,東日本旅客鉄道株式会社,"287,796",1130204,1130204
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿南一丁目5-5,35.646685,139.710070,恵比寿,JR埼京線,東日本旅客鉄道株式会社,データ無し（埼京線）,1132102,1130204
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿南一丁目5-5,35.646685,139.710070,恵比寿,JR湘南新宿ライン,東日本旅客鉄道株式会社,データ無し（湘南新宿ライン）,1133306,1130204
渋谷区,恵比寿南１丁目,-,東京都渋谷区恵比寿南一丁目5-5,35.647332,139.708988,恵比寿,東京メトロ日比谷線,東京地下鉄株式会社,"118,260",2800320,1130204
港区,六本木３丁目,六本木,東京都港区六本木１-４-１,35.665595,139.739000,六本木一丁目,東京メトロ南北線,東京地下鉄株式会社,"82,823",2800915,2800915
港区,六本木７丁目,六本木,東京都港区六本木６-１-２５,35.662836,139.731443,六本木,東京メトロ日比谷線,東京地下鉄株式会社,"134,902",2800318,2800318
港区,六本木４丁目,六本木,東京都港区六本木６-１-２５,35.663921,139.731567,六本木,都営大江戸線,東京都交通局,"100,587",9930124,2800318
港区,麻布十番４丁目,-,東京都港区麻布十番４-４-９,35.654682,139.737051,麻布十番,東京メトロ南北線,東京地下鉄株式会社,"49,467",2800916,2800916
港区,麻布十番１丁目,-,東京都港区麻布十番４-４-９,35.656503,139.736116,麻布十番,都営大江戸線,東京都交通局,"38,261",9930123,2800916
港区,海岸１丁目,-,東京都港区海岸一丁目3-1,35.655391,139.757135,浜松町,JR山手線,東日本旅客鉄道株式会社,"310,588",1130227,1130227
港区,海岸１丁目,-,東京都港区海岸一丁目3-1,35.655391,139.757135,浜松町,JR京浜東北線,東日本旅客鉄道株式会社,データ無し（京浜東北線）,1133225,1130227
港区,浜松町２丁目,-,東京都港区浜松町二丁目4-12,35.655666,139.756747,浜松町,東京モノレール羽田空港線,東京モノレール株式会社,データ無し（東京モノレール羽田線）,9933601,1130227
港区,港南２丁目,-,東京都港区高輪三丁目26-27,35.628760,139.738999,品川,JR東海道本線(東京～熱海),東日本旅客鉄道株式会社,"743,574",1130103,1130103
港区,港南２丁目,-,東京都港区高輪三丁目26-26,35.628760,139.738999,品川,JR山手線,東日本旅客鉄道株式会社,"743,574",1130229,1130103
港区,港南２丁目,-,東京都港区高輪三丁目26-26,35.628760,139.738999,品川,JR横須賀線,東日本旅客鉄道株式会社,データ無し（横須賀線）,1130803,1130103
港区,港南２丁目,-,東京都港区高輪三丁目26-26,35.628760,139.738999,品川,JR成田エクスプレス,東日本旅客鉄道株式会社,データ無し（成田エクスプレス）,1132808,1130103
港区,港南２丁目,-,東京都港区高輪三丁目26-26,35.628760,139.738999,品川,JR京浜東北線,東日本旅客鉄道株式会社,データ無し（京浜東北線）,1133227,1130103
港区,高輪３丁目,-,東京都港区高輪三丁目26-26,35.628284,139.738090,品川,京急本線,京浜急行電鉄株式会社,"284,888",2700102,1130103
港区,北青山３丁目,-,東京都港区北青山３丁目,35.665247,139.712314,表参道,東京メトロ銀座線,東京地下鉄株式会社,"182,125",2800118,2800118
港区,北青山３丁目,-,東京都港区北青山３丁目,35.665247,139.712314,表参道,東京メトロ千代田線,東京地下鉄株式会社,データ無し,2800517,2800118
港区,北青山３丁目,-,東京都港区北青山３丁目,35.665247,139.712314,表参道,東京メトロ半蔵門線,東京地下鉄株式会社,データ無し,2800802,2800118
港区,白金台３丁目,-,東京都港区白金台３-２,35.637917,139.726133,白金台,東京メトロ南北線,東京地下鉄株式会社,"18,193",2800918,2800918
港区,白金台３丁目,-,東京都港区白金台３-２,35.637917,139.726133,白金台,都営三田線,東京都交通局,データ無し,9930302,2800918
港区,高輪１丁目,-,東京都港区高輪１-３-２０,35.642903,139.734104,白金高輪,東京メトロ南北線,東京地下鉄株式会社,"42,541",2800917,2800917
港区,高輪１丁目,-,東京都港区高輪１-３-２０,35.642903,139.734104,白金高輪,都営三田線,東京都交通局,データ無し,9930303,2800917
港区,南青山１丁目,-,東京都港区南青山１丁目,35.666572,139.726215,乃木坂,東京メトロ千代田線,東京地下鉄株式会社,"42,733",2800516,2800516
港区,海岸２丁目,-,東京都港区海岸２-７-６８,35.649136,139.759060,日の出,ゆりかもめ東京臨海新交通臨海線,株式会社ゆりかもめ,"2,282",9931104,9931104
港区,芝浦３丁目,-,東京都港区芝五丁目33-36,35.645736,139.747575,田町,JR山手線,東日本旅客鉄道株式会社,"305,248",1130228,1130228
港区,芝浦３丁目,-,東京都港区芝五丁目33-36,35.645736,139.747575,田町,JR京浜東北線,東日本旅客鉄道株式会社,データ無し（京浜東北線）,1133226,1130228
港区,海岸１丁目,-,東京都港区海岸１-１３-１０,35.654099,139.762037,竹芝,ゆりかもめ東京臨海新交通臨海線,株式会社ゆりかもめ,"5,006",9931103,9931103
港区,芝大門２丁目,-,東京都港区浜松町１-２７-１２,35.656785,139.754660,大門,都営大江戸線,東京都交通局,データ無し,9930121,9930121
港区,芝大門２丁目,-,東京都港区浜松町１-２７-１２,35.656785,139.754660,大門,都営浅草線,東京都交通局,"241,127",9930209,9930121
港区,台場２丁目,-,東京都港区台場２-６,35.625908,139.771435,台場,ゆりかもめ東京臨海新交通臨海線,株式会社ゆりかもめ,"23,436",9931107,9931107
港区,高輪２丁目,-,東京都港区高輪２-１６-３４,35.638692,139.740020,泉岳寺,京急本線,京浜急行電鉄株式会社,データ無し,2700101,2700101
港区,高輪２丁目,-,東京都港区高輪２-１６-３４,35.638692,139.740020,泉岳寺,都営浅草線,東京都交通局,"218,883",9930207,2700101
港区,赤坂３丁目,赤坂,東京都港区赤坂３-１-６,35.677021,139.737047,赤坂見附,東京メトロ銀座線,東京地下鉄株式会社,"127,252",2800115,2800115
港区,赤坂３丁目,赤坂,東京都港区赤坂３-１-６,35.677021,139.737047,赤坂見附,東京メトロ丸ノ内線,東京地下鉄株式会社,データ無し,2800213,2800115
港区,赤坂３丁目,赤坂,東京都港区赤坂５丁目,35.673230,139.738348,赤坂,東京メトロ千代田線,東京地下鉄株式会社,"95,556",2800515,2800515
港区,東麻布１丁目,-,東京都港区東麻布１-２８-１３,35.655007,139.743642,赤羽橋,都営大江戸線,東京都交通局,"40,429",9930122,9930122
港区,南青山１丁目,-,東京都港区南青山１-１-１９,35.672765,139.724159,青山一丁目,東京メトロ銀座線,東京地下鉄株式会社,"117,633",2800116,2800116
港区,南青山１丁目,-,東京都港区南青山１-１-１９,35.672765,139.724159,青山一丁目,東京メトロ半蔵門線,東京地下鉄株式会社,データ無し,2800803,2800116
港区,元赤坂２丁目,-,東京都港区南青山１-１-１９,35.672929,139.723960,青山一丁目,都営大江戸線,東京都交通局,"77,999",9930125,2800116
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門５-１２-１１,35.662978,139.745069,神谷町,東京メトロ日比谷線,東京地下鉄株式会社,"99,610",2800317,2800317
港区,新橋２丁目,虎ノ門広域,東京都港区新橋二丁目17,35.666195,139.758587,新橋,JR東海道本線(東京～熱海),東日本旅客鉄道株式会社,"542,056",1130102,1130102
港区,新橋２丁目,虎ノ門広域,東京都港区新橋二丁目17,35.666195,139.758587,新橋,JR山手線,東日本旅客鉄道株式会社,"542,056",1130226,1130102
港区,新橋２丁目,虎ノ門広域,東京都港区新橋二丁目17,35.666195,139.758587,新橋,JR横須賀線,東日本旅客鉄道株式会社,データ無し（横須賀瀬）,1130802,1130102
港区,新橋２丁目,虎ノ門広域,東京都港区新橋二丁目17,35.666195,139.758587,新橋,JR京浜東北線,東日本旅客鉄道株式会社,データ無し（京浜東北線）,1133224,1130102
港区,新橋１丁目,虎ノ門広域,東京都港区新橋二丁目17-5,35.667434,139.758432,新橋,東京メトロ銀座線,東京地下鉄株式会社,"252,793",2800112,1130102
港区,新橋２丁目,虎ノ門広域,東京都港区新橋二丁目21-1,35.665577,139.759451,新橋,都営浅草線,東京都交通局,"98,317",9930210,1130102
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋一丁目5-13,35.665503,139.759644,新橋,ゆりかもめ東京臨海新交通臨海線,株式会社ゆりかもめ,"64,852",9931101,1130102
港区,芝公園４丁目,-,東京都港区芝公園４-８-１４,35.654074,139.749824,芝公園,都営三田線,東京都交通局,"31,368",9930305,9930305
港区,海岸３丁目,-,東京都港区海岸３-２２-１２,35.641773,139.757852,芝浦ふ頭,ゆりかもめ東京臨海新交通臨海線,株式会社ゆりかもめ,"5,308",9931105,9931105
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋１丁目５,35.663703,139.760642,汐留,都営大江戸線,東京都交通局,"54,276",9930120,9930120
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋１丁目５,35.662871,139.759985,汐留,ゆりかもめ東京臨海新交通臨海線,株式会社ゆりかもめ,"9,045",9931102,9930120
港区,芝５丁目,-,東京都港区芝５-３４-１０,35.648180,139.748775,三田,都営浅草線,東京都交通局,"216,184",9930208,9930208
港区,芝５丁目,-,東京都港区芝５-３４-１０,35.648180,139.748775,三田,都営三田線,東京都交通局,データ無し,9930304,9930208
港区,白金台２丁目,-,東京都港区白金台２-２６-７,35.631679,139.730305,高輪台,都営浅草線,東京都交通局,"14,822",9930206,9930206
港区,港南２丁目,-,東京都港区港南二丁目10-145,35.635500,139.740700,高輪ゲートウェイ,JR山手線,東日本旅客鉄道株式会社,データ無し,1130230,1130230
港区,港南２丁目,-,東京都港区港南二丁目10-145,35.635500,139.740700,高輪ゲートウェイ,JR京浜東北線,東日本旅客鉄道株式会社,データ無し（京浜東北線）,1133236,1130230
港区,南麻布５丁目,-,東京都港区南麻布５-１０-２８,35.652279,139.722202,広尾,東京メトロ日比谷線,東京地下鉄株式会社,"63,049",2800319,2800319
港区,西新橋３丁目,虎ノ門,東京都港区西新橋３-２４-６,35.661215,139.751535,御成門,都営三田線,東京都交通局,"46,629",9930306,9930306
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門一丁目22-12,35.667444,139.747778,虎ノ門ヒルズ,東京メトロ日比谷線,東京地下鉄株式会社,データ無し,2800322,2800113
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門１-１-２１,35.670236,139.749832,虎ノ門,東京メトロ銀座線,東京地下鉄株式会社,"117,329",2800113,2800113
港区,北青山２丁目,-,東京都港区北青山２-７-１６,35.670527,139.717857,外苑前,東京メトロ銀座線,東京地下鉄株式会社,"82,616",2800117,2800117
港区,台場２丁目,-,東京都港区台場２-３,35.629813,139.778607,お台場海浜公園,ゆりかもめ東京臨海新交通臨海線,株式会社ゆりかもめ,"16,944",9931106,9931106
江東区,有明１丁目,-,東京都江東区有明１丁目,35.639964,139.788880,有明テニスの森,ゆりかもめ東京臨海新交通臨海線,株式会社ゆりかもめ,"3,942",9931113,9931113
江東区,有明３丁目,-,東京都江東区有明２-５,35.634596,139.793269,有明,ゆりかもめ東京臨海新交通臨海線,株式会社ゆりかもめ,"5,061",9931112,9931112
江東区,門前仲町２丁目,-,東京都江東区門前仲町１丁目,35.671851,139.796209,門前仲町,東京メトロ東西線,東京地下鉄株式会社,"119,245",2800412,2800412
江東区,門前仲町２丁目,-,東京都江東区門前仲町１丁目,35.671851,139.796209,門前仲町,都営大江戸線,東京都交通局,"87,957",9930116,2800412
江東区,木場５丁目,-,東京都江東区木場５-５-１,35.669351,139.807042,木場,東京メトロ東西線,東京地下鉄株式会社,"77,101",2800413,2800413
江東区,豊洲３丁目,-,東京都江東区豊洲四丁目1-1,35.654908,139.796210,豊洲,東京メトロ有楽町線,東京地下鉄株式会社,"214,032",2800622,2800622
江東区,豊洲２丁目,-,東京都江東区豊洲二丁目2,35.653792,139.795414,豊洲,ゆりかもめ東京臨海新交通臨海線,株式会社ゆりかもめ,"22,518",9931116,2800622
江東区,新砂３丁目,-,東京都江東区南砂３-１１-８５,35.668796,139.830650,南砂町,東京メトロ東西線,東京地下鉄株式会社,"61,001",2800415,2800415
江東区,東陽４丁目,-,東京都江東区東陽４-２-１,35.669629,139.817596,東陽町,東京メトロ東西線,東京地下鉄株式会社,"126,363",2800414,2800414
江東区,大島９丁目,-,東京都江東区大島９-３-１４,35.690355,139.845963,東大島,都営新宿線,東京都交通局,"32,646",9930416,9930416
江東区,青海１丁目,-,東京都江東区青海1丁目1-49,35.621462,139.773157,東京国際クルーズターミナル,ゆりかもめ東京臨海新交通臨海線,株式会社ゆりかもめ,"3,590",9931108,9931108
江東区,有明３丁目,-,東京都江東区有明三丁目6-15,35.630158,139.791228,東京ビッグサイト,ゆりかもめ東京臨海新交通臨海線,株式会社ゆりかもめ,"20,916",9931111,9931111
江東区,青海１丁目,-,東京都江東区青海１-２,35.627530,139.778896,東京テレポート,東京臨海高速鉄道りんかい線,東京臨海高速鉄道株式会社,"63,300",9933704,9933704
江東区,東雲２丁目,-,東京都江東区東雲２-８-１０,35.640987,139.804395,東雲,東京臨海高速鉄道りんかい線,東京臨海高速鉄道株式会社,"13,700",9933702,9933702
江東区,潮見２丁目,-,東京都江東区潮見２丁目,35.658702,139.817341,潮見,JR京葉線,東日本旅客鉄道株式会社,"26,424",1132604,1132604
江東区,辰巳１丁目,-,東京都江東区辰巳一丁目1-44,35.645576,139.810520,辰巳,東京メトロ有楽町線,東京地下鉄株式会社,"30,379",2800623,2800623
江東区,大島６丁目,-,東京都江東区大島５-１０-８,35.689905,139.835650,大島,都営新宿線,東京都交通局,"33,113",9930415,9930415
江東区,青海１丁目,-,東京都江東区青海１,35.624670,139.781132,青海,ゆりかもめ東京臨海新交通臨海線,株式会社ゆりかもめ,"5,673",9931110,9931110
江東区,大島１丁目,-,東京都江東区大島２-４１-１９,35.689349,139.826206,西大島,都営新宿線,東京都交通局,"28,711",9930414,9930414
江東区,白河１丁目,-,東京都江東区白河１-７-１４,35.682105,139.798851,清澄白河,東京メトロ半蔵門線,東京地下鉄株式会社,"55,225",2800811,2800811
江東区,白河１丁目,-,東京都江東区白河１-７-１４,35.682105,139.798851,清澄白河,都営大江戸線,東京都交通局,"41,892",9930115,2800811
江東区,森下１丁目,-,東京都江東区森下２-１７-１７,35.687960,139.797042,森下,都営大江戸線,東京都交通局,データ無し,9930114,9930114
江東区,森下１丁目,-,東京都江東区森下２-１７-１７,35.687960,139.797042,森下,都営新宿線,東京都交通局,"147,061",9930411,9930114
江東区,新木場１丁目,-,東京都江東区新木場一丁目5,35.646172,139.827402,新木場,JR京葉線,東日本旅客鉄道株式会社,"151,496",1132605,1132605
江東区,新木場１丁目,-,東京都江東区新木場一丁目6,35.645832,139.826254,新木場,東京メトロ有楽町線,東京地下鉄株式会社,"109,841",2800624,1132605
江東区,新木場１丁目,-,東京都江東区新木場一丁目6,35.646172,139.827402,新木場,東京臨海高速鉄道りんかい線,東京臨海高速鉄道株式会社,"66,100",9933701,1132605
江東区,豊洲６丁目,-,東京都江東区豊洲６丁目,35.648718,139.789996,新豊洲,ゆりかもめ東京臨海新交通臨海線,株式会社ゆりかもめ,"3,924",9931115,9931115
江東区,住吉２丁目,-,東京都江東区住吉２-２３-１２,35.689073,139.815681,住吉,東京メトロ半蔵門線,東京地下鉄株式会社,"57,015",2800814,2800814
江東区,住吉２丁目,-,東京都江東区住吉２-２３-１２,35.689073,139.815681,住吉,都営新宿線,東京都交通局,"44,268",9930413,2800814
江東区,豊洲６丁目,-,東京都江東区豊洲６丁目,35.645684,139.785640,市場前,ゆりかもめ東京臨海新交通臨海線,株式会社ゆりかもめ,"2,583",9931114,9931114
江東区,有明３丁目,-,東京都江東区有明２-５-２５,35.634410,139.791617,国際展示場,東京臨海高速鉄道りんかい線,東京臨海高速鉄道株式会社,"69,100",9933703,9933703
江東区,亀戸８丁目,-,東京都江東区亀戸８-５-１,35.699976,139.833422,亀戸水神,東武亀戸線,東武鉄道株式会社,"4,074",2100504,2100504
江東区,亀戸６丁目,-,東京都江東区亀戸５丁目,35.697345,139.826262,亀戸,JR中央・総武緩行線,東日本旅客鉄道株式会社,"114,876",1131323,1131323
江東区,亀戸５丁目,-,東京都江東区亀戸５丁目,35.697708,139.826791,亀戸,東武亀戸線,東武鉄道株式会社,"26,817",2100505,1131323
江東区,越中島２丁目,-,東京都江東区越中島２丁目,35.667946,139.792713,越中島,JR京葉線,東日本旅客鉄道株式会社,"10,458",1132603,1132603
江東区,青海２丁目,-,東京都江東区青海２-２９,35.617593,139.779327,テレコムセンター,ゆりかもめ東京臨海新交通臨海線,株式会社ゆりかもめ,"13,744",9931109,9931109
