指標名,幼稚園～高校,,,公立,https://www.kyoiku.metro.tokyo.lg.jp/administration/statistics_and_research/list_of_public_school/school_lists2021.html,,,,,
江東区,大島６丁目,-,東京都江東区大島6-7-8,35.691206,139.834054,第四大島,公立,小学校,03-3681-9935,2021年10月時点
江東区,大島８丁目,-,東京都江東区大島8-40-13,35.688208,139.844619,第五大島,公立,小学校,03-3681-5011,2021年10月時点
江東区,北砂４丁目,-,東京都江東区北砂4-13-23,35.677746,139.829402,砂町,公立,小学校,03-3644-0703,2021年10月時点
江東区,南砂６丁目,-,東京都江東区南砂6-3-13,35.672615,139.833284,第三砂町,公立,小学校,03-3646-4471,2021年10月時点
江東区,南砂２丁目,-,東京都江東区南砂2-13-18,35.675036,139.822021,第四砂町,公立,小学校,03-3644-0348,2021年10月時点
江東区,東砂８丁目,-,東京都江東区東砂8-11-5,35.667473,139.839182,第五砂町,公立,小学校,03-3646-4474,2021年10月時点
江東区,北砂６丁目,-,東京都江東区北砂6-26-6,35.681718,139.837577,第六砂町,公立,小学校,03-3646-4462,2021年10月時点
江東区,東砂３丁目,-,東京都江東区東砂3-21-5,35.678912,139.842271,第七砂町,公立,小学校,03-3644-0543,2021年10月時点
江東区,北砂５丁目,-,東京都江東区北砂5-22-10,35.681786,139.831501,小名木川,公立,小学校,03-3644-2029,2021年10月時点
江東区,辰巳１丁目,-,東京都江東区辰巳1-1-22,35.648414,139.808265,第二辰巳,公立,小学校,03-3521-3803,2021年10月時点
江東区,東砂２丁目,-,東京都江東区東砂2-12-14,35.683786,139.843984,東砂,公立,小学校,03-3648-5818,2021年10月時点
江東区,東陽２丁目,-,東京都江東区東陽2-1-20,35.668193,139.81413,南陽,公立,小学校,03-3649-3461,2021年10月時点
江東区,北砂１丁目,-,東京都江東区北砂1-3-36,35.683168,139.823464,北砂,公立,小学校,03-3649-3463,2021年10月時点
江東区,北砂５丁目,-,東京都江東区北砂5-20-16,35.684873,139.833654,亀高,公立,小学校,03-3640-5324,2021年10月時点
江東区,東雲２丁目,-,東京都江東区東雲2-4-11,35.642408,139.798702,東雲,公立,小学校,03-3529-1451,2021年10月時点
江東区,越中島３丁目,-,東京都江東区越中島3-6-38,35.666124,139.796336,越中島,公立,小学校,03-3643-9650,2021年10月時点
江東区,亀戸９丁目,-,東京都江東区亀戸9-22-4,35.698745,139.84171,浅間竪川,公立,小学校,03-3684-4311,2021年10月時点
江東区,東砂７丁目,-,東京都江東区東砂7-17-30,35.675259,139.838996,第二砂町,公立,小学校,03-3640-5322,2021年10月時点
江東区,南砂２丁目,-,東京都江東区南砂2-3-21,35.672196,139.824549,南砂,公立,小学校,03-3645-5008,2021年10月時点
江東区,豊洲３丁目,-,東京都江東区豊洲3-6-1,35.658492,139.797823,豊洲北,公立,小学校,03-3533-9862,2021年10月時点
江東区,大島４丁目,-,東京都江東区大島4-18-5,35.686795,139.8312,大島南央,公立,小学校,03-3636-2116,2021年10月時点
江東区,有明２丁目,-,東京都江東区有明2-10-1,35.640286,139.796106,有明,公立,小学校,03-3527-5101,2021年10月時点
江東区,豊洲５丁目,-,東京都江東区豊洲5-1-35,35.651263,139.795341,豊洲西,公立,小学校,03-3534-2821,2021年10月時点
品川区,南品川２丁目,-,東京都品川区南品川2-8-21,35.612812,139.74262,城南,公立,小学校,03-3471-7919,2021年10月時点
品川区,南品川６丁目,-,東京都品川区南品川6-8-8,35.61113,139.736054,浅間台,公立,小学校,03-3474-2727,2021年10月時点
品川区,西品川３丁目,-,東京都品川区西品川3-16-28,35.615276,139.727083,三木,公立,小学校,03-3491-0404,2021年10月時点
品川区,北品川５丁目,-,東京都品川区北品川5-2-6,35.623188,139.731514,御殿山,公立,小学校,03-3441-0814,2021年10月時点
品川区,東品川３丁目,-,東京都品川区東品川3-4-5,35.615408,139.745873,城南第二,公立,小学校,03-3471-7481,2021年10月時点
品川区,西五反田６丁目,-,東京都品川区西五反田6-5-32,35.622049,139.716509,第一日野,公立,小学校,03-3492-6258,2021年10月時点
品川区,大崎３丁目,-,東京都品川区大崎3-12-22,35.61857,139.724154,芳水,公立,小学校,03-3491-1555,2021年10月時点
品川区,上大崎１丁目,-,東京都品川区上大崎1-19-19,35.632789,139.723939,第三日野,公立,小学校,03-3441-6452,2021年10月時点
品川区,西五反田４丁目,-,東京都品川区西五反田4-29-9,35.625639,139.712945,第四日野,公立,小学校,03-3491-1281,2021年10月時点
品川区,大井６丁目,-,東京都品川区大井6-1-32,35.598644,139.730919,大井第一,公立,小学校,03-3771-5240,2021年10月時点
品川区,東大井２丁目,-,東京都品川区東大井2-10-14,35.601239,139.740684,鮫浜,公立,小学校,03-3765-2844,2021年10月時点
品川区,大井３丁目,-,東京都品川区大井3-7-19,35.602861,139.729955,山中,公立,小学校,03-3772-3006,2021年10月時点
品川区,東大井４丁目,-,東京都品川区東大井4-15-9,35.604432,139.740165,立会,公立,小学校,03-3474-3424,2021年10月時点
品川区,南大井４丁目,-,東京都品川区南大井4-3-27,35.598117,139.73581,浜川,公立,小学校,03-3761-0530,2021年10月時点
品川区,西大井５丁目,-,東京都品川区西大井5-6-8,35.598691,139.717367,伊藤,公立,小学校,03-3771-5331,2021年10月時点
品川区,南大井４丁目,-,東京都品川区南大井4-16-2,35.59417,139.734796,鈴ヶ森,公立,小学校,03-3763-6631,2021年10月時点
品川区,東品川１丁目,-,東京都品川区東品川1-8-30,35.620869,139.743667,台場,公立,小学校,03-3471-3397,2021年10月時点
品川区,平塚２丁目,-,東京都品川区平塚2-19-20,35.61474,139.713534,京陽,公立,小学校,03-3781-4775,2021年10月時点
品川区,西中延２丁目,-,東京都品川区西中延2-17-5,35.608897,139.708479,延山,公立,小学校,03-3781-3806,2021年10月時点
品川区,中延１丁目,-,東京都品川区中延1-11-15,35.612411,139.708988,中延,公立,小学校,03-3781-4016,2021年10月時点
品川区,小山５丁目,-,東京都品川区小山5-10-6,35.616018,139.70329,小山,公立,小学校,03-3781-0044,2021年10月時点
品川区,戸越６丁目,-,東京都品川区戸越6-17-3,35.607167,139.716467,大原,公立,小学校,03-3781-4487,2021年10月時点
品川区,戸越４丁目,-,東京都品川区戸越4-5-10,35.611768,139.718319,宮前,公立,小学校,03-3781-4386,2021年10月時点
品川区,中延６丁目,-,東京都品川区中延6-2-18,35.603634,139.711626,源氏前,公立,小学校,03-3781-4348,2021年10月時点
品川区,旗の台１丁目,-,東京都品川区旗の台1-6-1,35.610212,139.703519,第二延山,公立,小学校,03-3781-1348,2021年10月時点
品川区,小山２丁目,-,東京都品川区小山2-4-6,35.621553,139.708569,後地,公立,小学校,03-3781-0890,2021年10月時点
品川区,豊町２丁目,-,東京都品川区豊町2-1-20,35.610814,139.720959,戸越,公立,小学校,03-3781-2856,2021年10月時点
品川区,旗の台４丁目,-,東京都品川区旗の台4-7-11,35.603162,139.703765,旗台,公立,小学校,03-3785-1687,2021年10月時点
品川区,二葉４丁目,-,東京都品川区二葉4-4-10,35.602902,139.715789,上神明,公立,小学校,03-3781-4792,2021年10月時点
品川区,旗の台１丁目,-,東京都品川区旗の台1-11-17,35.607101,139.702989,清水台,公立,小学校,03-3781-4841,2021年10月時点
品川区,小山台１丁目,-,東京都品川区小山台1-18-24,35.622874,139.703573,小山台,公立,小学校,03-3712-7587,2021年10月時点
渋谷区,広尾１丁目,-,東京都渋谷区広尾1-9-17,35.649363,139.716734,臨川,公立,小学校,03-3441-3012,2021年10月時点
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-23-1,35.647373,139.706405,長谷戸,公立,小学校,03-3461-1203,2021年10月時点
渋谷区,東３丁目,-,東京都渋谷区東3-3-3,35.651633,139.712654,広尾,公立,小学校,03-3400-3570,2021年10月時点
渋谷区,猿楽町,-,東京都渋谷区猿楽町12-35,35.651263,139.701698,猿楽,公立,小学校,03-3461-0033,2021年10月時点
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-21-10,35.644164,139.714327,加計塚,公立,小学校,03-3441-5571,2021年10月時点
渋谷区,東１丁目,-,東京都渋谷区東1-7-10,35.655694,139.710305,常磐松,公立,小学校,03-3407-3225,2021年10月時点
渋谷区,初台１丁目,-,東京都渋谷区初台1-32-12,35.679188,139.684235,幡代,公立,小学校,03-3370-2482,2021年10月時点
渋谷区,上原３丁目,-,東京都渋谷区上原3-13-20,35.666278,139.679028,上原,公立,小学校,03-3467-4273,2021年10月時点
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-8-1,35.676247,139.669465,笹塚,公立,小学校,03-3377-2345,2021年10月時点
渋谷区,西原２丁目,-,東京都渋谷区西原2-22-1,35.673485,139.678416,西原,公立,小学校,03-3466-3351,2021年10月時点
渋谷区,上原１丁目,-,東京都渋谷区上原1-46-4,35.669002,139.687273,富谷,公立,小学校,03-3467-7892,2021年10月時点
渋谷区,幡ケ谷３丁目,-,東京都渋谷区幡ヶ谷3-49-1,35.680749,139.673314,中幡,公立,小学校,03-3376-1371,2021年10月時点
渋谷区,千駄ケ谷２丁目,-,東京都渋谷区千駄ヶ谷2-4-1,35.675307,139.707318,千駄谷,公立,小学校,03-3401-1707,2021年10月時点
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5-9-1,35.682538,139.705882,鳩森,公立,小学校,03-3352-3780,2021年10月時点
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-20-12,35.668001,139.707771,神宮前,公立,小学校,03-5412-0756,2021年10月時点
渋谷区,宇田川町,-,東京都渋谷区宇田川町5-1,35.663126,139.697618,神南,公立,小学校,03-3464-0659,2021年10月時点
渋谷区,本町４丁目,-,東京都渋谷区本町4-3-1,35.686031,139.681842,渋谷本町学園,公立,小学校,03-3373-3201,2021年10月時点
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-47-1,35.681549,139.695156,代々木山谷,公立,小学校,03-3377-0012,2021年10月時点
千代田区,平河町２丁目,-,東京都千代田区平河町2-5-1,35.680404,139.738844,麹町,公立,中学校,03-3263-4321,2021年10月時点
千代田区,一ツ橋２丁目,-,東京都千代田区一ツ橋2-6-14,35.694133,139.756774,神田一橋,公立,中学校,03-3265-5961,2021年10月時点
千代田区,一ツ橋２丁目,-,東京都千代田区一ツ橋2-6-14,35.694133,139.756774,神田一橋（通信制）,公立,中学校（通信制）,03-3265-5961,2021年10月時点
中央区,晴海１丁目,-,東京都中央区晴海1-5-3,35.659496,139.784859,晴海,公立,中学校,03-3531-6308,2021年10月時点
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-10-1,35.692298,139.786873,日本橋,公立,中学校,03-3851-4074,2021年10月時点
中央区,銀座８丁目,-,東京都中央区銀座8-19-15,35.665691,139.76506,銀座,公立,中学校,03-3545-8011,2021年10月時点
中央区,佃２丁目,-,東京都中央区佃2-3-2,35.668073,139.785087,佃,公立,中学校,03-3531-7214,2021年10月時点
港区,西新橋３丁目,虎ノ門,東京都港区西新橋3-25-30,35.661614,139.750407,御成門,公立,中学校,03-3436-3568,2021年10月時点
港区,白金４丁目,-,東京都港区白金4-1-12,35.643783,139.727044,白金の丘,公立,中学校,03-3441-5361,2021年10月時点
港区,高輪１丁目,-,東京都港区高輪1-16-25,35.640628,139.734168,高松,公立,中学校,03-3441-6239,2021年10月時点
港区,港南４丁目,-,東京都港区港南4-3-3,35.630926,139.748895,港南,公立,中学校,03-3471-0238,2021年10月時点
港区,西麻布４丁目,-,東京都港区西麻布4-14-8,35.656821,139.720349,高陵,公立,中学校,03-3409-7687,2021年10月時点
港区,南青山１丁目,-,東京都港区南青山1-18-12,35.667638,139.724863,赤坂,公立,中学校,03-3402-9306,2021年10月時点
港区,北青山１丁目,-,東京都港区北青山1-1-9,35.674278,139.722143,青山,公立,中学校,03-3404-7522,2021年10月時点
港区,台場１丁目,-,東京都港区台場1-1-5,35.633781,139.776996,港陽,公立,中学校,03-5500-2575,2021年10月時点
港区,六本木６丁目,六本木,東京都港区六本木6-8-16,35.660923,139.732143,六本木,公立,中学校,03-3404-8855,2021年10月時点
港区,三田４丁目,-,東京都港区三田4-13-13,35.645242,139.740856,三田,公立,中学校,03-5441-7348,2021年10月時点
江東区,森下４丁目,-,東京都江東区森下4-9-22,35.685234,139.805803,深川第一,公立,中学校,03-3631-3241,2021年10月時点
江東区,冬木,-,東京都江東区冬木22-10,35.676196,139.800798,深川第二,公立,中学校,03-3641-2877,2021年10月時点
江東区,越中島３丁目,-,東京都江東区越中島3-7-1,35.666608,139.796414,深川第三,公立,中学校,03-3641-5948,2021年10月時点
江東区,千石１丁目,-,東京都江東区千石1-12-12,35.678893,139.81245,深川第四,公立,中学校,03-3644-3077,2021年10月時点
江東区,豊洲４丁目,-,東京都江東区豊洲4-11-18,35.65282,139.799671,深川第五,公立,中学校,03-3531-7785,2021年10月時点
江東区,平野３丁目,-,東京都江東区平野3-6-13,35.678875,139.805639,深川第六,公立,中学校,03-3642-4868,2021年10月時点
江東区,毛利１丁目,-,東京都江東区毛利1-14-1,35.691659,139.813637,深川第七,公立,中学校,03-3631-5990,2021年10月時点
江東区,塩浜２丁目,-,東京都江東区塩浜2-21-14,35.66476,139.812093,深川第八,公立,中学校,03-3647-0581,2021年10月時点
江東区,亀戸９丁目,-,東京都江東区亀戸9-2-2,35.695754,139.841175,亀戸,公立,中学校,03-3681-0246,2021年10月時点
江東区,亀戸４丁目,-,東京都江東区亀戸4-51-1,35.702365,139.832254,第二亀戸,公立,中学校,03-3681-7906,2021年10月時点
江東区,亀戸１丁目,-,東京都江東区亀戸1-12-10,35.695037,139.821475,第三亀戸,公立,中学校,03-3684-4320,2021年10月時点
江東区,大島８丁目,-,東京都江東区大島8-12-22,35.686815,139.839956,大島,公立,中学校,03-3684-4321,2021年10月時点
江東区,大島３丁目,-,東京都江東区大島3-27-18,35.691913,139.831335,第二大島,公立,中学校,03-3685-1681,2021年10月時点
江東区,北砂６丁目,-,東京都江東区北砂6-16-28,35.68502,139.83664,砂町,公立,中学校,03-3644-3096,2021年10月時点
江東区,東砂８丁目,-,東京都江東区東砂8-10-9,35.667996,139.839966,第二砂町,公立,中学校,03-3646-4464,2021年10月時点
江東区,南砂３丁目,-,東京都江東区南砂3-10-3,35.669611,139.829416,第三砂町,公立,中学校,03-3646-4477,2021年10月時点
江東区,北砂５丁目,-,東京都江東区北砂5-20-17,35.684713,139.832534,第四砂町,公立,中学校,03-3644-0569,2021年10月時点
江東区,辰巳１丁目,-,東京都江東区辰巳1-10-57,35.647117,139.811772,辰巳,公立,中学校,03-3521-8581,2021年10月時点
江東区,南砂２丁目,-,東京都江東区南砂2-3-20,35.673664,139.82344,南砂　,公立,中学校,03-3649-2152,2021年10月時点
江東区,南砂１丁目,-,東京都江東区南砂1-2-18,35.677971,139.821421,第二南砂,公立,中学校,03-3699-1591,2021年10月時点
江東区,東陽２丁目,-,東京都江東区東陽2-1-8,35.667092,139.813842,東陽,公立,中学校,03-3645-2381,2021年10月時点
江東区,大島４丁目,-,東京都江東区大島4-1-23,35.686182,139.827527,大島西,公立,中学校,03-3636-4591,2021年10月時点
江東区,有明２丁目,-,東京都江東区有明2-10-1,35.640286,139.796106,有明,公立,中学校,03-3527-8261,2021年10月時点
品川区,東品川３丁目,-,東京都品川区東品川3-30-15,35.612465,139.74866,東海,公立,中学校,03-3471-6951,2021年10月時点
品川区,西品川３丁目,-,東京都品川区西品川3-10-6,35.615845,139.723347,大崎,公立,中学校,03-3491-6623,2021年10月時点
品川区,東大井３丁目,-,東京都品川区東大井3-18-34,35.60041,139.738588,浜川,公立,中学校,03-3761-1014,2021年10月時点
品川区,南大井２丁目,-,東京都品川区南大井2-3-14,35.593081,139.738319,鈴ヶ森,公立,中学校,03-3765-2849,2021年10月時点
品川区,西大井５丁目,-,東京都品川区西大井5-5-14,35.597931,139.715581,冨士見台,公立,中学校,03-3772-0900,2021年10月時点
品川区,荏原１丁目,-,東京都品川区荏原1-24-30,35.619652,139.712873,荏原第一,公立,中学校,03-3785-1680,2021年10月時点
品川区,旗の台５丁目,-,東京都品川区旗の台5-11-13,35.603131,139.702106,荏原第五,公立,中学校,03-3781-5643,2021年10月時点
品川区,小山５丁目,-,東京都品川区小山5-20-19,35.616335,139.699882,荏原第六,公立,中学校,03-3781-7776,2021年10月時点
品川区,戸越１丁目,-,東京都品川区戸越1-15-23,35.615534,139.717955,戸越台,公立,中学校,03-3781-6250,2021年10月時点
渋谷区,東４丁目,-,東京都渋谷区東4-13-25,35.654297,139.712332,広尾,公立,中学校,03-3400-2440,2021年10月時点
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町9-1,35.653334,139.70325,鉢山,公立,中学校,03-3463-1583,2021年10月時点
渋谷区,上原３丁目,-,東京都渋谷区上原3-41-2,35.667045,139.677782,上原,公立,中学校,03-3460-0666,2021年10月時点
渋谷区,西原１丁目,-,東京都渋谷区西原1-46-1,35.674483,139.683261,代々木,公立,中学校,03-3466-0181,2021年10月時点
渋谷区,笹塚３丁目,-,東京都渋谷区笹塚3-10-1,35.677633,139.668767,笹塚,公立,中学校,03-3376-3364,2021年10月時点
渋谷区,松涛１丁目,-,東京都渋谷区松濤1-20-4,35.661279,139.690858,松濤,公立,中学校,03-3469-2451,2021年10月時点
渋谷区,本町４丁目,-,東京都渋谷区本町4-3-1,35.686031,139.681842,渋谷本町学園,公立,中学校,03-3373-3201,2021年10月時点
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-24-6,35.672984,139.706006,原宿外苑,公立,中学校,03-3402-7526,2021年10月時点
江東区,有明１丁目,-,東京都江東区有明1-7-13,35.636864,139.78346,有明西学園,公立,義務教育学校,03-3527-6401（前期）03-3527-6403（後期）,2021年10月時点
品川区,東五反田２丁目,-,東京都品川区東五反田2-11-1,35.624539,139.72831,日野学園,公立,義務教育学校,03-3441-3209,2021年10月時点
品川区,大井５丁目,-,東京都品川区大井5-1-37,35.599873,139.726009,伊藤学園,公立,義務教育学校,03-3771-3374,2021年10月時点
品川区,八潮５丁目,-,東京都品川区八潮5-11-2,35.601337,139.752031,八潮学園,公立,義務教育学校,03-3799-1641,2021年10月時点
品川区,平塚３丁目,-,東京都品川区平塚3-16-26,35.61532,139.711018,荏原平塚学園,公立,義務教育学校,03-3782-7770,2021年10月時点
品川区,北品川３丁目,-,東京都品川区北品川3-9-30,35.617806,139.738675,品川学園,公立,義務教育学校,03-3474-2671,2021年10月時点
品川区,二葉１丁目,-,東京都品川区二葉1-3-40,35.607037,139.72556,豊葉の杜学園,公立,義務教育学校,03-3782-2930,2021年10月時点
千代田区,東神田１丁目,-,東京都千代田区東神田1-12-13,35.694549,139.781,一橋,公立,高等学校,03-3862-6061,2021年10月時点
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-16-1,35.675875,139.739646,日比谷,公立,高等学校,03-3581-0808,2021年10月時点
港区,三田１丁目,-,東京都港区三田1-4-46,35.65244,139.743528,三田,公立,高等学校,03-3453-1991,2021年10月時点
品川区,豊町２丁目,-,東京都品川区豊町2-1-7,35.609465,139.720741,大崎,公立,高等学校,03-3786-3355,2021年10月時点
品川区,東品川３丁目,-,東京都品川区東品川3-27-22,35.612016,139.747385,八潮,公立,高等学校,03-3471-7384,2021年10月時点
品川区,小山３丁目,-,東京都品川区小山3-3-32,35.621184,139.703525,小山台,公立,高等学校,03-3714-8155,2021年10月時点
港区,六本木６丁目,六本木,東京都港区六本木6-16-36,35.657963,139.730805,六本木,公立,高等学校,03-5411-7327,2021年10月時点
港区,海岸１丁目,-,東京都港区海岸1-8-25,35.656173,139.761474,芝商業,公立,高等学校,03-3431-0760,2021年10月時点
新宿区,戸山３丁目,-,東京都新宿区戸山3-19-1,35.707024,139.71024,戸山,公立,高等学校,03-3202-4301,2021年10月時点
新宿区,内藤町,-,東京都新宿区内藤町11-4,35.689251,139.705439,新宿,公立,高等学校,03-3354-7411,2021年10月時点
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-1-8,35.672752,139.716165,青山,公立,高等学校,03-3404-7801,2021年10月時点
渋谷区,東４丁目,-,東京都渋谷区東4-14-14,35.652964,139.71292,広尾,公立,高等学校,03-3400-1761,2021年10月時点
新宿区,山吹町,-,東京都新宿区山吹町81,35.7072,139.729247,新宿山吹,公立,高等学校,03-5261-9771,2021年10月時点
渋谷区,鉢山町,-,東京都渋谷区鉢山町8-1,35.650458,139.698053,第一商業,公立,高等学校,03-3463-2606,2021年10月時点
新宿区,富久町,-,東京都新宿区富久町22-1,35.693632,139.716107,総合芸術,公立,高等学校,03-3354-5288,2021年10月時点
中央区,晴海１丁目,-,東京都中央区晴海1-2-1,35.660389,139.785855,晴海総合,公立,高等学校,03-3531-5021,2021年10月時点
江東区,東陽５丁目,-,東京都江東区東陽5-32-19,35.671103,139.815728,深川,公立,高等学校,03-3649-2101,2021年10月時点
江東区,東砂７丁目,-,東京都江東区東砂7-19-24,35.673864,139.836732,東,公立,高等学校,03-3644-7176,2021年10月時点
江東区,大島３丁目,-,東京都江東区大島3-22-1,35.692553,139.83023,城東,公立,高等学校,03-3637-3561,2021年10月時点
江東区,千石３丁目,-,東京都江東区千石3-2-11,35.679227,139.818345,大江戸,公立,高等学校,03-5606-9500,2021年10月時点
江東区,亀戸４丁目,-,東京都江東区亀戸4-50-1,35.702423,139.831646,江東商業,公立,高等学校,03-3685-1711,2021年10月時点
江東区,越中島３丁目,-,東京都江東区越中島3-3-1,35.663519,139.795806,第三商業,公立,高等学校,03-3641-0380,2021年10月時点
江東区,森下５丁目,-,東京都江東区森下5-1-7,35.685325,139.807291,墨田工業,公立,高等学校,03-3631-4928,2021年10月時点
江東区,大島１丁目,-,東京都江東区大島1-2-31,35.687109,139.821383,科学技術,公立,高等学校,03-5609-0227,2021年10月時点
千代田区,九段北２丁目,-,東京都千代田区千代田区九段北2-2-1,35.696144,139.7473,九段,公立,中等教育学校,03-3263-7190,2021年10月時点
江東区,猿江２丁目,-,東京都江東区猿江2-16-18,35.68613,139.817615,墨東特別支援学校,公立,特別支援学校,03-3634-8431,2021年10月時点
江東区,東陽４丁目,-,東京都江東区東陽4-11-45,35.673372,139.817754,江東特別支援学校,公立,特別支援学校,03-3615-2341,2021年10月時点
港区,港南３丁目,-,東京都港区港南3-9-45,35.632365,139.751071,港特別支援学校,公立,特別支援学校,03-3471-9191,2021年10月時点
品川区,南品川６丁目,-,東京都品川区南品川6-15-20,35.609554,139.73807,品川特別支援学校,公立,特別支援学校,03-5460-1160,2021年10月時点
港区,南青山２丁目,-,東京都港区南青山2-33-77,35.669089,139.722491,青山特別支援学校,公立,特別支援学校,03-3475-3922,2021年10月時点
江東区,大島６丁目,-,東京都江東区大島6-7-3,35.691705,139.834505,城東特別支援学校,公立,特別支援学校,03-3683-6230,2021年10月時点
江東区,青海２丁目,-,東京都江東区青海2-5-1,35.616483,139.780704,臨海青海特別支援学校,公立,特別支援学校,03-3529-5700,2021年10月時点
江東区,猿江２丁目,-,東京都江東区猿江2-16-18,35.68613,139.817615,墨東特別支援学校,公立,特別支援学校,03-3634-8431,2021年10月時点
新宿区,西新宿４丁目,-,東京都新宿区西新宿4-20-11,35.688308,139.686099,新宿養護学校,公立,特別支援学校,03-5351-1233,2021年10月時点
千代田区,外神田３丁目,-,東京都千代田区外神田3-4-10,35.701233,139.770393,神田寺幼稚園,私立,幼稚園,03-3251-8685,2021年5月時点
千代田区,富士見１丁目,-,東京都千代田区富士見1-2-5,35.69709,139.747893,暁星幼稚園,私立,幼稚園,03-3264-5875,2021年5月時点
千代田区,九段北２丁目,-,東京都千代田区九段北2-4-1,35.695597,139.744076,白百合学園幼稚園,私立,幼稚園,03-3234-6663,2021年5月時点
千代田区,六番町,-,東京都千代田区六番町11-1,35.686714,139.732476,雙葉小学校附属幼稚園,私立,幼稚園,03-3261-2982,2021年5月時点
港区,南麻布５丁目,-,東京都港区南麻布5-6-8,35.653466,139.726904,愛育幼稚園,私立,幼稚園,03-3473-8318,2021年5月時点
港区,元麻布１丁目,-,東京都港区元麻布1-6-21,35.653943,139.733131,麻布山幼稚園,私立,幼稚園,03-3453-6710,2021年5月時点
港区,西麻布３丁目,-,東京都港区西麻布3-21-6,35.659281,139.725213,麻布みこころ幼稚園,私立,幼稚園,03-3408-8848,2021年5月時点
港区,元麻布２丁目,-,東京都港区元麻布2-14-16,35.652429,139.730318,安藤記念教会附属幼稚園,私立,幼稚園,03-3446-5231,2021年5月時点
港区,白金４丁目,-,東京都港区白金4-7-23,35.642334,139.727599,サンタ・セシリア幼稚園,私立,幼稚園,03-3446-9884,2021年5月時点
港区,三田４丁目,-,東京都港区三田4-19-36,35.640984,139.739448,枝光会附属幼稚園,私立,幼稚園,03-3441-8147,2021年5月時点
港区,白金台５丁目,-,東京都港区白金台5-23-11,35.635588,139.717616,白金幼稚園,私立,幼稚園,03-3441-8497,2021年5月時点
港区,三田３丁目,-,東京都港区三田3-4-28,35.645828,139.743243,聖徳学園三田幼稚園,私立,幼稚園,03-5476-8819,2021年5月時点
港区,六本木５丁目,六本木,東京都港区六本木5-6-14,35.660892,139.733952,東洋英和幼稚園,私立,幼稚園,03-3401-3014,2021年5月時点
港区,南麻布４丁目,-,東京都港区南麻布4-5-6,35.651081,139.724559,南部坂幼稚園,私立,幼稚園,03-3473-1283,2021年5月時点
港区,芝２丁目,-,東京都港区芝2-25-6,35.650582,139.75143,みなと幼稚園,私立,幼稚園,03-3451-5495,2021年5月時点
港区,芝公園４丁目,-,東京都港区芝公園4-7-4,35.656977,139.746661,明徳幼稚園,私立,幼稚園,03-3431-0592,2021年5月時点
