指標名,幼稚園～高校,,,公立,https://www.kyoiku.metro.tokyo.lg.jp/administration/statistics_and_research/list_of_public_school/school_lists2021.html,,,,,
港区,赤坂１丁目,虎ノ門,東京都港区赤坂1-14-3,35.667076,139.742156,霊南坂幼稚園,私立,幼稚園,03-3582-3995,2021年5月時点
港区,西麻布４丁目,-,東京都港区西麻布4-13-25,35.657859,139.722273,若葉会幼稚園,私立,幼稚園,03-3409-0039,2021年5月時点
新宿区,原町３丁目,-,東京都新宿区原町3-87,35.69834,139.722757,牛込成城幼稚園,私立,幼稚園,03-3341-5058,2021年5月時点
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場2-8-18,35.712572,139.709383,おおや幼稚園,私立,幼稚園,03-3200-7506,2021年5月時点
新宿区,中落合４丁目,-,東京都新宿区中落合4-3-1,35.720486,139.686233,下落合みどり幼稚園,私立,幼稚園,03-3953-6112,2021年5月時点
新宿区,戸山２丁目,-,東京都新宿区戸山2-7-2,35.703333,139.71344,戸山幼稚園,私立,幼稚園,03-3203-6834,2021年5月時点
新宿区,西落合４丁目,-,東京都新宿区西落合4-8-18,35.727952,139.679353,豊多摩幼稚園,私立,幼稚園,03-3951-5982,2021年5月時点
新宿区,上落合２丁目,-,東京都新宿区上落合2-25-19,35.711847,139.687176,伸びる会幼稚園,私立,幼稚園,03-3361-5020,2021年5月時点
新宿区,下落合２丁目,-,東京都新宿区下落合2-15-11,35.719234,139.703782,目白ケ丘幼稚園,私立,幼稚園,03-3951-2115,2021年5月時点
新宿区,下落合３丁目,-,東京都新宿区下落合3-14-25,35.722128,139.700581,目白平和幼稚園,私立,幼稚園,03-3954-0448,2021年5月時点
新宿区,四谷１丁目,-,東京都新宿区四谷1-14,35.686689,139.728737,四谷新生幼稚園,私立,幼稚園,03-3357-7036,2021年5月時点
江東区,大島３丁目,-,東京都江東区大島3-30-9,35.690357,139.830898,大島新生幼稚園,私立,幼稚園,03-3681-0392,2021年5月時点
江東区,亀戸４丁目,-,東京都江東区亀戸4-17-3,35.701046,139.826452,亀戸幼稚園,私立,幼稚園,03-3681-5866,2021年5月時点
江東区,東砂３丁目,-,東京都江東区東砂3-17-10,35.681097,139.843233,きよし幼稚園,私立,幼稚園,03-3644-6809,2021年5月時点
江東区,東砂２丁目,-,東京都江東区東砂2-11-3,35.68321,139.843524,江東めぐみ幼稚園,私立,幼稚園,03-3646-2666,2021年5月時点
江東区,石島,-,東京都江東区石島3-15,35.680885,139.811304,江東ＹＭＣＡ幼稚園,私立,幼稚園,03-3645-7171,2021年5月時点
江東区,森下１丁目,-,東京都江東区森下1-3-17,35.686577,139.797423,神明幼稚園,私立,幼稚園,03-3632-8793,2021年5月時点
江東区,平野１丁目,-,東京都江東区平野1-6-11,35.67849,139.799332,月かげ幼稚園,私立,幼稚園,03-3641-6370,2021年5月時点
江東区,深川２丁目,-,東京都江東区深川2-16-7,35.67595,139.79685,双葉幼稚園,私立,幼稚園,03-3641-5656,2021年5月時点
江東区,住吉２丁目,-,東京都江東区住吉2-14-6,35.690315,139.813999,まなべ幼稚園,私立,幼稚園,03-3631-6665,2021年5月時点
江東区,亀戸１丁目,-,東京都江東区亀戸1-14-12,35.693994,139.822016,まんとみ幼稚園,私立,幼稚園,03-3681-4252,2021年5月時点
江東区,白河１丁目,-,東京都江東区白河1-3-32,35.680974,139.800317,れいがん寺幼稚園,私立,幼稚園,03-3642-4228,2021年5月時点
品川区,大井５丁目,-,東京都品川区大井5-10-12,35.598344,139.730038,あけぼの幼稚園,私立,幼稚園,03-3776-5093,2021年5月時点
品川区,小山４丁目,-,東京都品川区小山4-4-13,35.618352,139.703939,アライアンス幼稚園,私立,幼稚園,03-3786-0379,2021年5月時点
品川区,南品川５丁目,-,東京都品川区南品川5-12-4,35.608555,139.740574,エトワール幼稚園,私立,幼稚園,03-3474-7321,2021年5月時点
品川区,中延５丁目,-,東京都品川区中延5-6-18,35.602977,139.708684,荏原学園旭幼稚園,私立,幼稚園,03-3781-4915,2021年5月時点
品川区,大井７丁目,-,東京都品川区大井7-1-5,35.597321,139.725223,大井うさぎ幼稚園,私立,幼稚園,03-3776-6549,2021年5月時点
品川区,大崎３丁目,-,東京都品川区大崎3-11-1,35.619356,139.723618,大崎幼稚園,私立,幼稚園,03-3491-5731,2021年5月時点
品川区,中延６丁目,-,東京都品川区中延6-1-3,35.603921,139.71022,亀田幼稚園,私立,幼稚園,03-3783-7211,2021年5月時点
品川区,北品川４丁目,-,東京都品川区北品川4-7-40,35.622526,139.737538,品川教会附属幼稚園,私立,幼稚園,03-3443-1725,2021年5月時点
品川区,西大井１丁目,-,東京都品川区西大井1-6-13,35.602172,139.726167,品川翔英幼稚園,私立,幼稚園,03-3774-1151,2021年5月時点
品川区,南大井２丁目,-,東京都品川区南大井2-4-1,35.593102,139.736781,鈴ケ森めばえ幼稚園,私立,幼稚園,03-3761-8086,2021年5月時点
品川区,西五反田６丁目,-,東京都品川区西五反田6-11-5,35.621096,139.717545,専修幼稚園,私立,幼稚園,03-3492-2300,2021年5月時点
品川区,荏原７丁目,-,東京都品川区荏原7-18-15,35.609966,139.698696,洗足うさぎ幼稚園,私立,幼稚園,03-3781-6215,2021年5月時点
品川区,旗の台６丁目,-,東京都品川区旗の台6-5-30,35.608604,139.700191,帝京にしき幼稚園,私立,幼稚園,03-3781-8522,2021年5月時点
品川区,戸越１丁目,-,東京都品川区戸越1-21-15,35.615289,139.72126,戸越幼稚園,私立,幼稚園,03-3785-4968,2021年5月時点
品川区,豊町２丁目,-,東京都品川区豊町2-16-12,35.60943,139.725348,日本音楽学校幼稚園,私立,幼稚園,03-3786-1711,2021年5月時点
品川区,小山６丁目,-,東京都品川区小山6-10-11,35.613638,139.697971,ひまわり幼稚園,私立,幼稚園,03-3781-4227,2021年5月時点
品川区,旗の台３丁目,-,東京都品川区旗の台3-2-17,35.605342,139.706395,文教大学付属幼稚園,私立,幼稚園,03-3781-2798,2021年5月時点
品川区,東品川３丁目,-,東京都品川区東品川3-24-8,35.61236,139.745769,八潮幼稚園,私立,幼稚園,03-3471-7833,2021年5月時点
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-4-25,35.660191,139.710283,青山学院幼稚園,私立,幼稚園,03-3409-6935,2021年5月時点
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町10-9,35.652153,139.70199,鶯谷さくら幼稚園,私立,幼稚園,03-3461-4492,2021年5月時点
渋谷区,上原２丁目,-,東京都渋谷区上原2-37-13,35.665414,139.679795,岸辺幼稚園,私立,幼稚園,03-3467-2388,2021年5月時点
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-30-14,35.674136,139.66277,小鳩幼稚園,私立,幼稚園,03-3378-6600,2021年5月時点
渋谷区,笹塚１丁目,-,東京都渋谷区笹塚1-28-6,35.672916,139.666953,笹塚幼稚園,私立,幼稚園,03-3466-0378,2021年5月時点
渋谷区,元代々木町,-,東京都渋谷区元代々木町26-1,35.671166,139.686641,シオン幼稚園,私立,幼稚園,03-3466-4754,2021年5月時点
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-32-18,35.645632,139.721513,渋谷同胞幼稚園,私立,幼稚園,03-3441-6592,2021年5月時点
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-21-18,35.663688,139.703393,渋谷幼稚園,私立,幼稚園,03-3400-6363,2021年5月時点
渋谷区,西原１丁目,-,東京都渋谷区西原1-19-3,35.675571,139.678256,城西幼稚園,私立,幼稚園,03-3460-4858,2021年5月時点
渋谷区,本町６丁目,-,東京都渋谷区本町6-34-18,35.680694,139.678225,帝京めぐみ幼稚園,私立,幼稚園,03-3378-0520,2021年5月時点
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-5-3,35.67201,139.705617,東郷幼稚園,私立,幼稚園,03-3402-9291,2021年5月時点
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ケ谷1-1-24,35.677598,139.709415,鳩の森八幡幼稚園,私立,幼稚園,03-3401-4080,2021年5月時点
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-42-1,35.670849,139.713931,原宿幼稚園,私立,幼稚園,03-3401-2461,2021年5月時点
渋谷区,西原１丁目,-,東京都渋谷区西原1-14-17,35.675557,139.679753,福田幼稚園,私立,幼稚園,03-3466-5575,2021年5月時点
渋谷区,神山町,-,東京都渋谷区神山町21-11,35.662144,139.688794,松村幼稚園,私立,幼稚園,03-3467-5577,2021年5月時点
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷４－４－２５　,35.660191,139.710283,青山学院初等部,私立,小学校,03-3409-8111,2021年4月時点
新宿区,若葉１丁目,-,東京都新宿区若葉１－２３－１　,35.683058,139.727453,学習院初等科,私立,小学校,03-3355-2171,2021年4月時点
千代田区,富士見１丁目,-,東京都千代田区富士見１－１－１３　　,35.69866,139.748239,暁星小学校,私立,小学校,03-3261-1510,2021年4月時点
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿２－３５－１,35.646746,139.723254,慶應義塾幼稚舎,私立,小学校,03-3441-7221,2021年4月時点
品川区,西大井１丁目,-,東京都品川区西大井１－６－１３,35.602172,139.726167,品川翔英小学校,私立,小学校,03-3774-1151,2021年4月時点
千代田区,九段北２丁目,-,東京都千代田区九段北２－４－１,35.695597,139.744076,白百合学園小学校,私立,小学校,03-3234-6662,2021年4月時点
港区,白金４丁目,-,東京都港区白金４－１１－１　　,35.642381,139.725248,聖心女子学院初等科,私立,小学校,03-3444-7671,2021年4月時点
渋谷区,広尾３丁目,-,東京都渋谷区広尾３－７－１６　,35.655673,139.716988,東京女学館小学校,私立,小学校,03-3400-0861,2021年4月時点
港区,六本木５丁目,六本木,東京都港区六本木５－６－１４,35.660892,139.733952,東洋英和女学院小学部,私立,小学校,03-5411-1322,2021年4月時点
千代田区,六番町,-,東京都千代田区六番町１４－１　,35.686709,139.731593,雙葉小学校,私立,小学校,03-3263-0822,2021年4月時点
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷４－４－２５　,35.660191,139.710283,青山学院中等部,私立,中学校,03-3407-7463,2021年4月時点
港区,元麻布２丁目,-,東京都港区元麻布２－３－２９　,35.654171,139.727721,麻布中学校,私立,中学校,03-3446-6541,2021年4月時点
千代田区,三番町,-,東京都千代田区三番町１２　　　,35.690989,139.74236,大妻中学校,私立,中学校,03-5275-6057,2021年4月時点
新宿区,大久保３丁目,-,東京都新宿区大久保３－６－１　,35.704974,139.702259,海城中学校,私立,中学校,03-3209-5880,2021年4月時点
中央区,日本橋馬喰町２丁目,-,東京都中央区日本橋馬喰町２－７－６　,35.695832,139.784659,開智日本橋学園中学校,私立,中学校,03-3662-2507,2021年4月時点
江東区,東雲２丁目,-,東京都江東区東雲２－１６－１,35.641138,139.797969,かえつ有明中学校,私立,中学校,03-5564-2111,2021年4月時点
新宿区,戸山３丁目,-,東京都新宿区戸山３－２０－１　,35.706821,139.712758,学習院女子中等科,私立,中学校,03-3203-1901,2021年4月時点
千代田区,神田猿楽町２丁目,-,東京都千代田区猿楽町２－３－６,35.699551,139.758062,神田女学園中学校,私立,中学校,03-6383-3751,2021年4月時点
千代田区,富士見１丁目,-,東京都千代田区富士見１－２－５,35.69709,139.747893,暁星中学校,私立,中学校,03-3262-3291,2021年4月時点
千代田区,一ツ橋２丁目,-,東京都千代田区一ツ橋２－６－１,35.693875,139.756378,共立女子中学校,私立,中学校,03-3237-2744,2021年4月時点
港区,三田２丁目,-,東京都港区三田２－１７－１０　,35.648995,139.740215,慶應義塾中等部,私立,中学校,03-5427-1677,2021年4月時点
品川区,西五反田５丁目,-,東京都品川区西五反田５－１４－２　　,35.624558,139.713197,攻玉社中学校,私立,中学校,03-3493-0331,2021年4月時点
千代田区,麹町３丁目,-,東京都千代田区麹町３－８　　　,35.684834,139.738999,麴町学園女子中学校,私立,中学校,03-3263-3011,2021年4月時点
品川区,旗の台６丁目,-,東京都品川区旗の台６－２２－２１　　,35.607709,139.700815,香蘭女学校中等科,私立,中学校,03-3786-1136,2021年4月時点
渋谷区,東１丁目,-,東京都渋谷区東１－１－１１　　,35.656548,139.710325,実践女子学園中学校,私立,中学校,03-3409-1771,2021年4月時点
品川区,西大井１丁目,-,東京都品川区西大井１－６－１３,35.602172,139.726167,品川翔英中学校,私立,中学校,03-3774-1151,2021年4月時点
品川区,北品川３丁目,-,東京都品川区北品川３－３－１２,35.620863,139.739347,品川女子学院中等部,私立,中学校,03-3474-4048,2021年4月時点
港区,芝公園３丁目,虎ノ門,東京都港区芝公園３－５－３７　,35.660347,139.746417,芝中学校,私立,中学校,03-3431-2629,2021年4月時点
江東区,豊洲６丁目,-,東京都江東区豊洲６－２－７　　,35.649293,139.791735,芝浦工業大学附属中学校,私立,中学校,03-3520-8501,2021年4月時点
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－２１－１８,35.663688,139.703393,渋谷教育学園渋谷中学校,私立,中学校,03-3400-6363,2021年4月時点
港区,白金台２丁目,-,東京都港区白金台２－２６－５　,35.632035,139.72997,頌栄女子学院中学校,私立,中学校,03-3441-2005,2021年4月時点
千代田区,一番町,-,東京都千代田区一番町２２－１０,35.687717,139.738422,女子学院中学校,私立,中学校,03-3263-1711,2021年4月時点
千代田区,九段北２丁目,-,東京都千代田区九段北２－４－１,35.695597,139.744076,白百合学園中学校,私立,中学校,03-3234-6661,2021年4月時点
新宿区,原町３丁目,-,東京都新宿区原町３－８７　　　,35.69834,139.722757,成城中学校,私立,中学校,03-3341-6141,2021年4月時点
新宿区,富久町,-,東京都新宿区富久町７－３０　　,35.69182,139.716696,成女学園中学校,私立,中学校,03-3351-2330,2021年4月時点
港区,白金４丁目,-,東京都港区白金４－１１－１　　,35.642381,139.725248,聖心女子学院中等科,私立,中学校,03-3444-7671,2021年4月時点
品川区,二葉１丁目,-,東京都品川区二葉１－６－６　　,35.608534,139.728081,青稜中学校,私立,中学校,03-3782-1502,2021年4月時点
港区,高輪２丁目,-,東京都港区高輪２－１－３２　　,35.638488,139.736678,高輪中学校,私立,中学校,03-3441-7201,2021年4月時点
港区,高輪２丁目,-,東京都港区高輪２－２－１６,35.638186,139.735352,東海大学付属高輪台高等学校中等部,私立,中学校,03-3448-4011,2021年4月時点
千代田区,三番町,-,東京都千代田区三番町２２　　　,35.691261,139.741458,東京家政学院中学校,私立,中学校,03-3262-2251,2021年4月時点
渋谷区,広尾３丁目,-,東京都渋谷区広尾３－７－１６　,35.655673,139.716988,東京女学館中学校,私立,中学校,03-3400-0861,2021年4月時点
港区,芝４丁目,-,東京都港区芝４－１－３０　　　,35.649733,139.749412,東京女子学園中学校,私立,中学校,03-3451-0912,2021年4月時点
港区,六本木５丁目,六本木,東京都港区六本木５－１４－４０,35.659145,139.735111,東洋英和女学院中学部,私立,中学校,03-3583-0696,2021年4月時点
江東区,清澄２丁目,-,東京都江東区清澄２－３－１５,35.681351,139.796604,中村中学校,私立,中学校,03-3642-8296,2021年4月時点
港区,南麻布５丁目,-,東京都港区南麻布５－１－１４　,35.654288,139.722376,広尾学園中学校,私立,中学校,03-3444-7271,2021年4月時点
渋谷区,笹塚３丁目,-,東京都渋谷区笹塚３－１９－９　,35.676645,139.666728,富士見丘中学校,私立,中学校,03-3376-1481,2021年4月時点
千代田区,六番町,-,東京都千代田区六番町１４－１　,35.686709,139.731593,雙葉中学校,私立,中学校,03-3261-0821,2021年4月時点
港区,三田４丁目,-,東京都港区三田４－１４－１６　,35.645863,139.741624,普連土学園中学校,私立,中学校,03-3451-4616,2021年4月時点
品川区,旗の台３丁目,-,東京都品川区旗の台３－２－１７,35.605342,139.706395,文教大学付属中学校,私立,中学校,03-3783-5511,2021年4月時点
千代田区,九段北３丁目,-,東京都千代田区九段北３－３－１５　　,35.69456,139.741552,三輪田学園中学校,私立,中学校,03-3263-7801,2021年4月時点
新宿区,中落合４丁目,-,東京都新宿区中落合４－３１－１,35.717648,139.680065,目白研心中学校,私立,中学校,03-5996-3131,2021年4月時点
港区,赤坂４丁目,赤坂,東京都港区赤坂４－１０－３６　,35.674138,139.732463,山脇学園中学校,私立,中学校,03-3585-3911,2021年4月時点
新宿区,馬場下町,-,東京都新宿区馬場下町６２　　　,35.7063,139.719726,早稲田中学校,私立,中学校,03-3202-7674,2021年4月時点
千代田区,九段北１丁目,-,東京都千代田区九段北１－１２－１２　,35.696599,139.748951,和洋九段女子中学校,私立,中学校,03-3262-4161,2021年4月時点
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷４－４－２５　,35.660191,139.710283,青山学院高等部,私立,高等学校,03-3409-3880,2021年4月時点
港区,元麻布２丁目,-,東京都港区元麻布２－３－２９　,35.654171,139.727721,麻布高等学校,私立,高等学校,03-3446-6541,2021年4月時点
千代田区,三番町,-,東京都千代田区三番町１２　　　,35.690989,139.74236,大妻高等学校,私立,高等学校,03-5275-6057,2021年4月時点
新宿区,大久保３丁目,-,東京都新宿区大久保３－６－１　,35.704974,139.702259,海城高等学校,私立,高等学校,03-3209-5880,2021年4月時点
中央区,日本橋馬喰町２丁目,-,東京都中央区日本橋馬喰町２－７－６　,35.695832,139.784659,開智日本橋学園高等学校,私立,高等学校,03-3662-2507,2021年4月時点
江東区,東雲２丁目,-,東京都江東区東雲２－１６－１,35.641138,139.797969,かえつ有明高等学校,私立,高等学校,03-5564-2111,2021年4月時点
新宿区,戸山３丁目,-,東京都新宿区戸山３－２０－１　,35.706821,139.712758,学習院女子高等科,私立,高等学校,03-3203-1901,2021年4月時点
千代田区,神田猿楽町２丁目,-,東京都千代田区猿楽町２－３－６,35.699551,139.758062,神田女学園高等学校,私立,高等学校,03-6383-3751,2021年4月時点
渋谷区,本町３丁目,-,東京都渋谷区本町３－２－２　　,35.687269,139.685203,関東国際高等学校,私立,高等学校,03-3376-2244,2021年4月時点
千代田区,富士見１丁目,-,東京都千代田区富士見１－２－５,35.69709,139.747893,暁星高等学校,私立,高等学校,03-3262-3291,2021年4月時点
千代田区,一ツ橋２丁目,-,東京都千代田区一ツ橋２－２－１,35.693167,139.757222,共立女子高等学校,私立,高等学校,03-3237-2704,2021年4月時点
千代田区,神田錦町３丁目,-,東京都千代田区神田錦町３－１　,35.692567,139.761975,錦城学園高等学校,私立,高等学校,03-3291-3211,2021年4月時点
港区,三田２丁目,-,東京都港区三田２－１７－２３　,35.648149,139.739895,慶應義塾女子高等学校,私立,高等学校,03-5427-1674,2021年4月時点
品川区,西五反田５丁目,-,東京都品川区西五反田５－１４－２　　,35.624558,139.713197,攻玉社高等学校,私立,高等学校,03-3493-0331,2021年4月時点
千代田区,麹町３丁目,-,東京都千代田区麹町３－８　　　,35.684834,139.738999,麴町学園女子高等学校,私立,高等学校,03-3263-3011,2021年4月時点
品川区,旗の台６丁目,-,東京都品川区旗の台６－２２－２１　　,35.607709,139.700815,香蘭女学校高等科,私立,高等学校,03-3786-1136,2021年4月時点
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前２－２－３　,35.673831,139.7148,國學院高等学校,私立,高等学校,03-3403-2331,2021年4月時点
渋谷区,東１丁目,-,東京都渋谷区東１－１－１１　　,35.656548,139.710325,実践女子学園高等学校,私立,高等学校,03-3409-1771,2021年4月時点
品川区,南品川５丁目,-,東京都品川区南品川５－１２－４,35.608555,139.740574,品川エトワール女子高等学校,私立,高等学校,03-3474-2231,2021年4月時点
品川区,西大井１丁目,-,東京都品川区西大井１－６－１３,35.602172,139.726167,品川翔英高等学校,私立,高等学校,03-3774-1151,2021年4月時点
品川区,北品川３丁目,-,東京都品川区北品川３－３－１２,35.620863,139.739347,品川女子学院高等部,私立,高等学校,03-3474-4048,2021年4月時点
港区,芝公園３丁目,虎ノ門,東京都港区芝公園３－５－３７　,35.660347,139.746417,芝高等学校,私立,高等学校,03-3431-2629,2021年4月時点
江東区,豊洲６丁目,-,東京都江東区豊洲６－２－７　　,35.649293,139.791735,芝浦工業大学附属高等学校,私立,高等学校,03-3520-8501 ,2021年4月時点
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１－２１－１８,35.663688,139.703393,渋谷教育学園渋谷高等学校,私立,高等学校,03-3400-6363,2021年4月時点
港区,白金台２丁目,-,東京都港区白金台２－２６－５　,35.632035,139.72997,頌栄女子学院高等学校,私立,高等学校,03-3441-2005,2021年4月時点
千代田区,一番町,-,東京都千代田区一番町２２－１０,35.687717,139.738422,女子学院高等学校,私立,高等学校,03-3263-1711,2021年4月時点
千代田区,九段北２丁目,-,東京都千代田区九段北２－４－１,35.695597,139.744076,白百合学園高等学校,私立,高等学校,03-3234-6661,2021年4月時点
新宿区,富久町,-,東京都新宿区富久町７－３０　　,35.69182,139.716696,成女高等学校,私立,高等学校,03-3351-2330,2021年4月時点
新宿区,原町３丁目,-,東京都新宿区原町３－８７　　　,35.69834,139.722757,成城高等学校,私立,高等学校,03-3341-6141,2021年4月時点
港区,白金４丁目,-,東京都港区白金４－１１－１　　,35.642381,139.725248,聖心女子学院高等科,私立,高等学校,03-3444-7671,2021年4月時点
港区,芝公園３丁目,虎ノ門,東京都港区芝公園３－１－３６　,35.661035,139.748099,正則高等学校,私立,高等学校,03-3431-0913,2021年4月時点
千代田区,神田錦町３丁目,-,東京都千代田区神田錦町３－１　,35.692567,139.761975,正則学園高等学校,私立,高等学校,03-3295-3011,2021年4月時点
品川区,二葉１丁目,-,東京都品川区二葉１－６－６,35.608534,139.728081,青稜高等学校,私立,高等学校,03-3782-1502,2021年4月時点
港区,高輪２丁目,-,東京都港区高輪２－１－３２　　,35.638488,139.736678,高輪高等学校,私立,高等学校,03-3441-7201,2021年4月時点
江東区,亀戸７丁目,-,東京都江東区亀戸７－６５－１２,35.695823,139.840159,中央学院大学中央高等学校,私立,高等学校,03-5836-7020,2021年4月時点
港区,高輪２丁目,-,東京都港区高輪２－２－１６　　,35.638186,139.735352,東海大学付属高輪台高等学校,私立,高等学校,03-3448-4011,2021年4月時点
千代田区,三番町,-,東京都千代田区三番町２２　,35.691261,139.741458,東京家政学院高等学校,私立,高等学校,03-3262-2251,2021年4月時点
渋谷区,広尾３丁目,-,東京都渋谷区広尾３－７－１６　,35.655673,139.716988,東京女学館高等学校,私立,高等学校,03-3400-0861,2021年4月時点
港区,芝４丁目,-,東京都港区芝４－１－３０　　　,35.649733,139.749412,東京女子学園高等学校,私立,高等学校,03-3451-0912,2021年4月時点
千代田区,神田三崎町１丁目,-,東京都千代田区三崎町１－４－１６,35.701349,139.755852,東洋高等学校,私立,高等学校,03-3291-3824,2021年4月時点
港区,六本木５丁目,六本木,東京都港区六本木５－１４－４０,35.659145,139.735111,東洋英和女学院高等部,私立,高等学校,03-3583-0696,2021年4月時点
江東区,清澄２丁目,-,東京都江東区清澄２－３－１５,35.681351,139.796604,中村高等学校,私立,高等学校,03-3642-8041,2021年4月時点
千代田区,九段南２丁目,-,東京都千代田区九段南２－１－３２　　,35.692527,139.746381,二松學舎大学附属高等学校,私立,高等学校,03-3263-5014,2021年4月時点
品川区,豊町２丁目,-,東京都品川区豊町２－１６－１２　　　,35.60943,139.725348,日本音楽高等学校,私立,高等学校,03-3786-1711,2021年4月時点
港区,南麻布５丁目,-,東京都港区南麻布５－１－１４　,35.654288,139.722376,広尾学園高等学校,私立,高等学校,03-3444-7271,2021年4月時点
渋谷区,笹塚３丁目,-,東京都渋谷区笹塚３－１９－９　,35.676645,139.666728,富士見丘高等学校,私立,高等学校,03-3376-1481,2021年4月時点
千代田区,六番町,-,東京都千代田区六番町１４－１　,35.686709,139.731593,雙葉高等学校,私立,高等学校,03-3261-0821,2021年4月時点
港区,三田４丁目,-,東京都港区三田４－１４－１６　,35.645863,139.741624,普連土学園高等学校,私立,高等学校,03-3451-4616,2021年4月時点
品川区,旗の台３丁目,-,東京都品川区旗の台３－２－１７,35.605342,139.706395,文教大学付属高等学校,私立,高等学校,03-3783-5511,2021年4月時点
品川区,西大井６丁目,-,東京都品川区西大井６－１－２３,35.600364,139.714606,朋優学院高等学校,私立,高等学校,03-3784-2131,2021年4月時点
新宿区,大久保３丁目,-,東京都新宿区大久保３－６－２　,35.706272,139.703183,保善高等学校,私立,高等学校,03-3209-8756,2021年4月時点
千代田区,九段北３丁目,-,東京都千代田区九段北３－３－１５　　,35.69456,139.741552,三輪田学園高等学校,私立,高等学校,03-3263-7801,2021年4月時点
千代田区,四番町,-,東京都千代田区四番町１１　　　,35.688484,139.738977,武蔵野大学附属千代田高等学院,私立,高等学校,03-3263-6551,2021年4月時点
港区,白金台１丁目,-,東京都港区白金台１－２－３７　,35.636443,139.730221,明治学院高等学校,私立,高等学校,03-5421-5011,2021年4月時点
新宿区,中落合４丁目,-,東京都新宿区中落合４－３１－１,35.717648,139.680065,目白研心高等学校,私立,高等学校,03-5996-3131,2021年4月時点
港区,赤坂４丁目,赤坂,東京都港区赤坂４－１０－３６　,35.674138,139.732463,山脇学園高等学校,私立,高等学校,03-3585-3911,2021年4月時点
新宿区,馬場下町,-,東京都新宿区馬場下町６２　　　,35.7063,139.719726,早稲田高等学校,私立,高等学校,03-3202-7674,2021年4月時点
千代田区,九段北１丁目,-,東京都千代田区九段北１－１２－１２　,35.696599,139.748951,和洋九段女子高等学校,私立,高等学校,03-3262-4161,2021年4月時点
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町２－４２,35.696807,139.756583,大原学園高等学校（通信制）,私立,高等学校（通信制）,03-3237-3141,2021年4月時点
渋谷区,富ケ谷２丁目,-,東京都渋谷区富ヶ谷２－１０－７,35.66522,139.686392,東海大学付属望星高等学校（通信制）,私立,高等学校（通信制）,03-3467-8111,2021年4月時点
港区,南麻布５丁目,-,東京都港区南麻布５－６－８,35.653466,139.726904,愛育学園（特別支援学校）（幼・小）,私立,特別支援学校,03-3473-8319,2021年4月時点
品川区,八潮５丁目,-,東京都品川区八潮５－２－１,35.604331,139.753479,明晴学園（幼・小・中）,私立,特区事業認定校,03-6380-6775,2021年4月時点
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-3,35.700322,139.762404,御茶の水美術学院,私立,各種学校,03-3293-8736,2021年4月時点
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-2-1,35.677626,139.761247,東京会館クッキングスクール,私立,各種学校,03-3215-5111,2021年4月時点
千代田区,五番町,-,東京都千代田区五番町14,35.688946,139.732703,東京中華学校,私立,各種学校,03-3261-5894,2021年4月時点
中央区,日本橋堀留町２丁目,-,東京都中央区日本橋掘留町2-2-9,35.688235,139.78105,アートマスターズスクール,私立,各種学校,03-5652-0633,2021年4月時点
中央区,新川１丁目,-,東京都中央区中央区新川1-15-13,35.677154,139.783169,東京ギャラクシー日本語学校,私立,各種学校,03-6280-5830,2021年4月時点
中央区,築地３丁目,-,東京都中央区築地3-15-1,35.666061,139.771957,東京仏教学院,私立,各種学校,03-3541-1666,2021年4月時点
