指標名,幼稚園～高校,,,公立,https://www.kyoiku.metro.tokyo.lg.jp/administration/statistics_and_research/list_of_public_school/school_lists2021.html,,,,,
港区,六本木６丁目,六本木,東京都港区六本木6-16-5,35.658223,139.729793,アメリカン・スクール・イン・ジャパン・アーリーラーニングセンター,私立,各種学校,03-5771-4344,2021年4月時点
港区,赤坂２丁目,赤坂,東京都港区赤坂2-17-47,35.66946,139.738316,一般財団法人霞山会　東亜学院,私立,各種学校,03-5575-6303,2021年4月時点
港区,南麻布２丁目,-,東京都港区南麻布2‐13‐6,35.647241,139.735378,東京インターナショナルスクール,私立,各種学校,03-5484-1160,2021年4月時点
港区,元麻布２丁目,-,東京都港区元麻布2-14-7,35.653621,139.730273,西町インターナショナルスクール,私立,各種学校,03-3451-5520,2021年4月時点
新宿区,若松町,-,東京都新宿区若松町17-18,35.699157,139.714252,合気道学校,私立,各種学校,03-3203-9236,2021年4月時点
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-21-1,35.688381,139.696009,キルビー学院,私立,各種学校,03-3342-6001,2021年4月時点
新宿区,新宿１丁目,-,東京都新宿区新宿1-29-12,35.690573,139.713141,ＫＣＰ地球市民日本語学校,私立,各種学校,03-3356-2359,2021年4月時点
新宿区,市谷左内町,-,東京都新宿区市谷左内町21,35.693386,139.7352,江上料理学院,私立,各種学校,03-3269-0281,2021年4月時点
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場2-9-7,35.71253,139.707959,新宿日本語学校,私立,各種学校,03-5273-0044,2021年4月時点
新宿区,下落合１丁目,-,東京都新宿区下落合1-1-6,35.715292,139.703782,千駄ヶ谷日本語学校,私立,各種学校,03-5337-7001,2021年4月時点
新宿区,新宿１丁目,-,東京都新宿区新宿1-11-11,35.688661,139.713399,東京外語日本語学校,私立,各種学校,03-5361-8260,2021年4月時点
新宿区,若松町,-,東京都新宿区若松町2-1,35.697345,139.72098,東京韓国学校初等部,私立,各種学校,03-3357-6061,2021年4月時点
新宿区,若松町,-,東京都新宿区若松町2-1,35.697345,139.72098,東京韓国学校中・高等部,私立,各種学校,03-3357-6030,2021年4月時点
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場4-23-23,35.709919,139.701468,東京国際大学付属日本語学校,私立,各種学校,03-3371-6121,2021年4月時点
新宿区,北新宿３丁目,-,東京都新宿区北新宿3-22-7,35.703442,139.689821,日本学生支援機構東京日本語教育センター,私立,各種学校,03-3371-7265,2021年4月時点
新宿区,下落合３丁目,-,東京都新宿区下落合3-14-16,35.721718,139.700304,日本聖書神学校,私立,各種学校,03-3951-1101,2021年4月時点
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-29-5,35.710468,139.703997,一橋学院早慶外語,私立,各種学校,03-3363-2451,2021年4月時点
江東区,大島１丁目,-,東京都江東区大島1-20-20,35.685795,139.824989,インディア　インターナショナルスクール　イン　ジャパン,私立,各種学校,03-5875-5435,2021年4月時点
江東区,大島３丁目,-,東京都江東区大島3-23-8,35.693615,139.829141,カナン国際教育学院,私立,各種学校,03-5609-3512,2021年4月時点
江東区,白河１丁目,-,東京都江東区白河1-5-15,35.682675,139.8,ケイ･インターナショナルスクール東京,私立,各種学校,03-3642-9992,2021年4月時点
江東区,枝川１丁目,-,東京都江東区枝川1-11-26,35.657038,139.804785,東京朝鮮第2幼初級学校,私立,各種学校,03-3644-1544,2021年4月時点
渋谷区,広尾４丁目,-,東京都渋谷区広尾4-3-1,35.651058,139.720085,聖心インターナショナルスクール,私立,各種学校,03-3400-3951,2021年4月時点
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ケ谷5-30-16,35.685681,139.704302,東京工学院日本語学校,私立,各種学校,03-3352-3851,2021年4月時点
渋谷区,南平台町,-,東京都渋谷区南平台町16-26,35.654568,139.69469,東京日本語学校,私立,各種学校,03-3463-7261,2021年4月時点
渋谷区,上原３丁目,-,東京都渋谷区上原3-28-18,35.664618,139.674907,ドルトンスクール東京,私立,各種学校,03-3465-4301,2021年4月時点
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-21-18,35.663688,139.703393,ブリティッシュ･スクール･イン東京,私立,各種学校,03-5467-4321,2021年4月時点
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3-10-6,35.678347,139.704593,山野日本語学校,私立,各種学校,03-5772-5112,2021年4月時点
千代田区,西神田２丁目,-,東京都千代田区西神田2-4-10,35.698126,139.754507,大原医療秘書福祉保育専門学校,私立,専修学校,03-3237-8711,2021年4月時点
千代田区,西神田２丁目,-,東京都千代田区西神田2-5-4,35.698404,139.754382,大原法律専門学校,私立,専修学校,03-3237-8711,2021年4月時点
千代田区,西神田１丁目,-,東京都千代田区西神田1-2-10,35.699178,139.756861,大原簿記学校     ,私立,専修学校,03-3237-8711,2021年4月時点
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-3,35.700322,139.762404,御茶の水美術専門学校,私立,専修学校,03-3291-7400,2021年4月時点
千代田区,神田多町,-,東京都千代田区神田多町2-11,35.693324,139.769361,公益社団法人東京都歯科医師会附属歯科衛生士専門学校,私立,専修学校,03-3252-8221,2021年4月時点
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町2-6-4,35.696672,139.75567,九段観光ビジネス専門学校,私立,専修学校,03-3263-9949,2021年4月時点
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町7-1,35.684152,139.732754,上智社会福祉専門学校,私立,専修学校,03-3238-3021,2021年4月時点
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台1-5-8,35.699136,139.761182,駿台外語アンドビジネス専門学校,私立,専修学校,03-3293-3291,2021年4月時点
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町3-28-12,35.695609,139.763179,駿台電子情報アンドビジネス専門学校,私立,専修学校,03-5259-3411,2021年4月時点
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町3-28,35.695225,139.763161,駿台法律経済アンドビジネス専門学校,私立,専修学校,03-5259-3200,2021年4月時点
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-5-17,35.700306,139.760453,駿台予備学校,私立,専修学校,03-5259-3111,2021年4月時点
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台1-7,35.699084,139.760617,駿台予備学校アカデミー校,私立,専修学校,03-5259-3251,2021年4月時点
千代田区,六番町,-,東京都千代田区六番町1-3,35.688053,139.735647,専修学校河合塾麹町校,私立,専修学校,03-3230-1581,2021年4月時点
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-11,35.700846,139.758357,専門学校アテネ・フランセ,私立,専修学校,03-3291-3391,2021年4月時点
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町3-28-10,35.695316,139.763283,専門学校お茶の水スクール･オブ･ビジネス,私立,専修学校,03-3291-3831,2021年4月時点
千代田区,内神田２丁目,-,東京都千代田区内神田2-13-13,35.691362,139.768796,専門学校神田外語学院,私立,専修学校,03-3258-5821,2021年4月時点
千代田区,四番町,-,東京都千代田区四番町11,35.688484,139.738977,専門学校東京ビジュアルアーツ,私立,専修学校,03-3221-0202,2021年4月時点
千代田区,富士見２丁目,-,東京都千代田区富士見2-5-13,35.700637,139.745643,専門学校ファッションカレッジ桜丘,私立,専修学校,03-3265-2821,2021年4月時点
千代田区,西神田１丁目,-,東京都千代田区西神田1-3-1,35.699372,139.756852,東京アニメーター学院専門学校,私立,専修学校,03-3237-8711,2021年4月時点
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1-50,35.698496,139.758035,東京商科・法科学院専門学校,私立,専修学校,03-3294-4091,2021年4月時点
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町2-10-33,35.697018,139.755787,東京情報クリエイター工学院専門学校,私立,専修学校,03-3237-8711,2021年4月時点
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町3-26-1,35.696149,139.762503,東京テクノ･ホルティ園芸専門学校,私立,専修学校,03-3292-0954,2021年4月時点
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-11,35.700846,139.758357,東京デザイナー学院,私立,専修学校,03-3294-2831,2021年4月時点
千代田区,西神田１丁目,-,東京都千代田区西神田1-2-15,35.698934,139.757279,東京ホテル・トラベル学院専門学校,私立,専修学校,03-3237-8711,2021年4月時点
千代田区,西神田１丁目,-,東京都千代田区西神田1-3-4,35.699341,139.756593,東京理容専修学校,私立,専修学校,03-3293-9871,2021年4月時点
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1-52-4,35.698081,139.75744,日本ウェルネス保育専門学校,私立,専修学校,03-3219-3271,2021年4月時点
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台1-8-13,35.69802,139.76381,日本大学歯学部附属歯科衛生専門学校,私立,専修学校,03-3219-8007,2021年4月時点
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台1-8-13,35.69802,139.76381,日本大学歯学部附属歯科技工専門学校,私立,専修学校,03-3219-8007,2021年4月時点
千代田区,九段南４丁目,-,東京都千代田区九段南4-8-21,35.690872,139.737121,山脇美術専門学校,私立,専修学校,03-3264-4020,2021年4月時点
中央区,日本橋小網町,-,東京都中央区日本橋小網町18-3,35.684439,139.779657,北九州予備校東京校,私立,専修学校,03-6206-2511,2021年4月時点
中央区,新川１丁目,-,東京都中央区新川1-10-18,35.677278,139.782183,専門学校東京医療学院,私立,専修学校,03-3552-8511,2021年4月時点
中央区,八丁堀１丁目,-,東京都中央区八丁堀1-11-11,35.677326,139.77772,東京医療福祉専門学校,私立,専修学校,03-3551-5751,2021年4月時点
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町18-1,35.692392,139.778936,東京英語専門学校,私立,専修学校,03-5820-2191,2021年4月時点
中央区,明石町,-,東京都中央区明石町2-1,35.668872,139.777519,東京ファッション専門学校,私立,専修学校,03-3541-8420,2021年4月時点
港区,西新橋３丁目,虎ノ門,東京都港区西新橋3-24-10,35.661387,139.750927,音響芸術専門学校,私立,専修学校,03-3434-3866,2021年4月時点
港区,西新橋３丁目,虎ノ門,東京都港区西新橋3-25-8,35.664068,139.750535,慈恵看護専門学校,私立,専修学校,03-5400-1284,2021年4月時点
港区,三田３丁目,-,東京都港区三田3-4-28,35.645828,139.743243,聖徳大学幼児教育専門学校,私立,専修学校,03-5476-8811,2021年4月時点
港区,北青山３丁目,-,東京都港区北青山3-5-17,35.666504,139.712323,専門学校青山ファッションカレッジ,私立,専修学校,03-3402-1083,2021年4月時点
港区,赤坂７丁目,赤坂,東京都港区赤坂7-2-29,35.673901,139.730265,タカラ美容専門学校,私立,専修学校,03-3403-7779,2021年4月時点
港区,六本木６丁目,六本木,東京都港区六本木6-4-1,35.661356,139.730124,ハリウッド美容専門学校,私立,専修学校,03-3408-5020,2021年4月時点
新宿区,百人町２丁目,-,東京都新宿区百人町2-6-10,35.704035,139.700444,グレッグ外語専門学校新宿校,私立,専修学校,03-3360-6581,2021年4月時点
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-7-3,35.691585,139.696961,首都医校,私立,専修学校,03-3346-3000,2021年4月時点
新宿区,左門町,-,東京都新宿区左門町5,35.686492,139.719621,新宿医療専門学校,私立,専修学校,03-3352-6811,2021年4月時点
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-5-3,35.693127,139.694288,新宿調理師専門学校 ,私立,専修学校,03-3342-0631,2021年4月時点
新宿区,百人町２丁目,-,東京都新宿区百人町2-5-9,35.703343,139.700314,西武学園医学技術専門学校東京新宿校,私立,専修学校,03-3360-6217,2021年4月時点
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-12-1,35.69358,139.696841,専修学校河合塾新宿校,私立,専修学校,03-3362-6581,2021年4月時点
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-24-13,35.711427,139.705057,専修学校早稲田ゼミナール,私立,専修学校,03-3205-1621,2021年4月時点
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場4-4-21,35.712634,139.701825,専修学校早稲田予備学校,私立,専修学校,03-3369-5959,2021年4月時点
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場3-3-19,35.714001,139.70238,専門学校ＥＳＰエンタテインメント東京,私立,専修学校,03-3368-6840,2021年4月時点
新宿区,百人町１丁目,-,東京都新宿区百人町1-5-6,35.698458,139.700877,専門学校東京経理綜合学院,私立,専修学校,03-3200-7311,2021年4月時点
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場4-5-8,35.712955,139.703463,専門学校ミュージシャンズ・インスティテュート東京,私立,専修学校,03-5937-1631,2021年4月時点
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-1-27,35.70705,139.716629,専門学校早稲田国際ビジネスカレッジ,私立,専修学校,03-6278-9361,2021年4月時点
新宿区,市谷本村町,-,東京都新宿区市谷本村町2-31,35.690545,139.731762,高山美容専門学校,私立,専修学校,03-3268-1341,2021年4月時点
新宿区,下落合２丁目,-,東京都新宿区下落合2-3-16,35.716878,139.703258,中央理美容専門学校,私立,専修学校,03-3950-8805,2021年4月時点
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-18-12,35.696218,139.696941,東京・iスマートビジネス専門学校,私立,専修学校,03-5937-1261,2021年4月時点
新宿区,下落合１丁目,-,東京都新宿区下落合1-1-8,35.715472,139.704281,東京アニメーションカレッジ専門学校,私立,専修学校,03-3227-0202,2021年4月時点
新宿区,四谷三栄町,-,東京都新宿区四谷三栄町16-12,35.688522,139.725926,東京医療専門学校,私立,専修学校,03-3341-4043,2021年4月時点
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-11-1,35.695058,139.689815,東京栄養専門学校,私立,専修学校,03-3342-3661,2021年4月時点
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-3-8,35.69615,139.699043,東京外語専門学校,私立,専修学校,03-3367-1101,2021年4月時点
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-34-13,35.711863,139.704148,東京家政専門学校,私立,専修学校,03-3209-8488,2021年4月時点
新宿区,百人町２丁目,-,東京都新宿区百人町2-26-10,35.704231,139.695,東京眼鏡専門学校,私立,専修学校,03-3360-7046,2021年4月時点
新宿区,市谷田町３丁目,-,東京都新宿区市谷田町3-21,35.69673,139.737979,東京観光専門学校,私立,専修学校,03-3235-2228,2021年4月時点
新宿区,新宿１丁目,-,東京都新宿区新宿1-11-7,35.6886,139.713124,東京国際福祉専門学校,私立,専修学校,03-3352-9280,2021年4月時点
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-14-1,35.708999,139.706196,東京製菓学校,私立,専修学校,03-3200-7171,2021年4月時点
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-11-11,35.694334,139.697717,東京調理製菓専門学校,私立,専修学校,03-3363-9181,2021年4月時点
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場2-11-10,35.713667,139.707796,東京デザインテクノロジーセンター専門学校,私立,専修学校,03-3205-3611,2021年4月時点
新宿区,下落合１丁目,-,東京都新宿区下落合1-2-4,35.715693,139.703854,東京美容専門学校,私立,専修学校,03-3360-6061,2021年4月時点
新宿区,百人町１丁目,-,東京都新宿区百人町1-13-16,35.699414,139.699227,東京マルチメディア専門学校,私立,専修学校,03-3371-2226,2021年4月時点
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-7-3,35.691585,139.696961,東京モード学園,私立,専修学校,03-3344-6000,2021年4月時点
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-18-12,35.710509,139.710652,東京YMCA国際ホテル専門学校,私立,専修学校,03-3202-7480,2021年4月時点
新宿区,西新宿５丁目,-,東京都新宿区西新宿5-25-8,35.690283,139.684717,東放学園映画専門学校,私立,専修学校,03-5333-5080,2021年4月時点
新宿区,西新宿４丁目,-,東京都新宿区西新宿4-5-2,35.689335,139.68379,東放学園高等専修学校,私立,専修学校,03-3378-7505,2021年4月時点
新宿区,百人町１丁目,-,東京都新宿区百人町1-4-4,35.699981,139.701423,東洋鍼灸専門学校,私立,専修学校,03-3209-5436,2021年4月時点
新宿区,富久町,-,東京都新宿区富久町2-6,35.692447,139.718178,東洋美術学校,私立,専修学校,03-3359-7421,2021年4月時点
新宿区,揚場町,-,東京都新宿区揚場町2-28,35.702168,139.742979,"独立行政法人地域医療機能推進機構
東京新宿メディカルセンター附属看護専門学校",私立,専修学校,03-3260-6291,2021年4月時点
新宿区,百人町３丁目,-,東京都新宿区百人町3-22-8,35.704909,139.698277,"独立行政法人地域医療機能推進機構
東京山手メディカルセンター附属看護専門学校",私立,専修学校,03-3364-1565,2021年4月時点
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-18-18,35.711327,139.706157,日本医学柔整鍼灸専門学校,私立,専修学校,03-3208-7741,2021年4月時点
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-32-15,35.710392,139.703531,日本児童教育専門学校,私立,専修学校,03-3207-5311,2021年4月時点
新宿区,百人町１丁目,-,東京都新宿区百人町1-25-4,35.698389,139.698119,日本電子専門学校,私立,専修学校,03-3363-7761,2021年4月時点
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-21-12,35.709662,139.70414,日本美容専門学校,私立,専修学校,03-3200-0813,2021年4月時点
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場2-16-3,35.713715,139.705726,日本福祉教育専門学校,私立,専修学校,03-3205-1611,2021年4月時点
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-24-22,35.711794,139.705716,日本フラワーデザイン専門学校,私立,専修学校,03-3200-8717,2021年4月時点
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-7-3,35.691585,139.696961,ＨＡＬ東京,私立,専修学校,03-3344-1010,2021年4月時点
新宿区,百人町１丁目,-,東京都新宿区百人町1-5-7,35.698639,139.700873,ファッションビジネスカレッジ東京,私立,専修学校,03-3209-1521,2021年4月時点
新宿区,大久保３丁目,-,東京都新宿区大久保3-14-20,35.707834,139.708359,へレン・ケラー学院,私立,専修学校,03-3200-0525,2021年4月時点
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-42-5,35.697728,139.701088,真野美容専門学校    ,私立,専修学校,03-3209-3811,2021年4月時点
新宿区,須賀町,-,東京都新宿区須賀町３,35.686806,139.721884,マリールイズ美容専門学校,私立,専修学校,03-3357-6621,2021年4月時点
新宿区,下落合３丁目,-,東京都新宿区下落合3-17-42,35.721703,139.703752,目白ファッション＆アートカレッジ,私立,専修学校,03-3951-3958,2021年4月時点
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-4-6,35.708473,139.716289,早稲田医学院歯科衛生士専門学校 ,私立,専修学校,03-3204-4751,2021年4月時点
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-23-9,35.711019,139.704996,早稲田外語専門学校,私立,専修学校,03-3208-8801,2021年4月時点
新宿区,大久保３丁目,-,東京都新宿区大久保3-4-1,35.705796,139.708355,早稲田大学芸術学校,私立,専修学校,03-5286-3911,2021年4月時点
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-20-7,35.70904,139.709534,早稲田美容専門学校,私立,専修学校,03-5291-7731,2021年4月時点
江東区,東陽３丁目,-,東京都江東区東陽3-3-1,35.668879,139.80923,江東服飾高等専修学校,私立,専修学校,03-3645-9891,2021年4月時点
江東区,大島３丁目,-,東京都江東区大島3-4-7,35.692636,139.8263,秀林外語専門学校,私立,専修学校,03-3638-7511,2021年4月時点
江東区,亀戸２丁目,-,東京都江東区亀戸2-28-5,35.699521,139.824559,専門学校読売自動車大学校,私立,専修学校,03-3685-6761,2021年4月時点
江東区,亀戸２丁目,-,東京都江東区亀戸2-18-11,35.697716,139.824004,東京服装文化学院,私立,専修学校,03-3681-0261,2021年4月時点
江東区,東陽２丁目,-,東京都江東区東陽2-2-15,35.667121,139.816143,東京ＹＭＣＡ社会体育・保育専門学校,私立,専修学校,03-3615-5577,2021年4月時点
江東区,塩浜２丁目,-,東京都江東区塩浜2-22-10,35.664779,139.813747,臨床福祉専門学校,私立,専修学校,03-5653-1711,2021年4月時点
品川区,東大井４丁目,-,東京都品川区東大井4-12-10,35.605669,139.739013,池見東京医療専門学校,私立,専修学校,03-3764-5411,2021年4月時点
品川区,西品川１丁目,-,東京都品川区西品川1-28-3,35.609268,139.727762,品川介護福祉専門学校,私立,専修学校,03-5498-6364,2021年4月時点
品川区,旗の台１丁目,-,東京都品川区旗の台1-2-26,35.610008,139.704238,昭和大学医学部附属看護専門学校,私立,専修学校,03-3784-8097,2021年4月時点
品川区,南品川３丁目,-,東京都品川区南品川3-7-12,35.606949,139.744805,専門学校東京工科自動車大学校品川校,私立,専修学校,03-5479-8811,2021年4月時点
品川区,南品川６丁目,-,東京都品川区南品川6-10-5,35.60977,139.736263,東京健康科学専門学校,私立,専修学校,03-3450-1711,2021年4月時点
品川区,大井１丁目,-,東京都品川区大井1-48-11,35.605408,139.732908,東京マックス美容専門学校,私立,専修学校,03-3774-1551,2021年4月時点
品川区,上大崎４丁目,-,東京都品川区上大崎4-6-19,35.631607,139.715541,ドレスメーカー学院,私立,専修学校,03-3491-8151,2021年4月時点
品川区,上大崎２丁目,-,東京都品川区上大崎2-19-6,35.637003,139.714574,日本書道専門学校,私立,専修学校,03-3490-2722,2021年4月時点
品川区,大崎４丁目,-,東京都品川区大崎4-5-20,35.620133,139.722545,宮川文化服装専門学校,私立,専修学校,03-3491-2333,2021年4月時点
渋谷区,鴬谷町,-,東京都渋谷区鶯谷町7-9,35.654002,139.701697,青山製図専門学校,私立,専修学校,03-3463-0901,2021年4月時点
渋谷区,神泉町,-,東京都渋谷区神泉町2-2,35.658034,139.693491,国際文化理容美容専門学校渋谷校,私立,専修学校,03-3462-1447,2021年4月時点
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-21-7,35.663642,139.703702,渋谷ファッション＆アート専門学校,私立,専修学校,03-3409-2661,2021年4月時点
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-21-10,35.663389,139.703623,住田美容専門学校,私立,専修学校,03-3409-6752,2021年4月時点
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3-62-3,35.673108,139.703696,専修学校代々木ゼミナール造形学校,私立,専修学校,03-3405-4751,2021年4月時点
渋谷区,代々木２丁目,-,東京都渋谷区代々木2-25-7,35.685569,139.698805,専修学校代々木ゼミナール本部校,私立,専修学校,03-3379-5221,2021年4月時点
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-19-25,35.643898,139.71293,専門学校エビスビューティカレッジ,私立,専修学校,03-3441-5555,2021年4月時点
渋谷区,神南１丁目,-,東京都渋谷区神南1-4-17,35.665355,139.700043,専門学校桑沢デザイン研究所,私立,専修学校,03-3463-2431,2021年4月時点
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-6-8,35.660962,139.705239,専門学校清水とき・きものアカデミア,私立,専修学校,03-3400-0286,2021年4月時点
渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷1-8-17,35.678327,139.711065,専門学校東京クールジャパン,私立,専修学校,03-3401-9701,2021年4月時点
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-56-1,35.684431,139.701652,専門学校東京スクール・オブ・ビジネス,私立,専修学校,03-3370-2222,2021年4月時点
渋谷区,恵比寿南３丁目,-,東京都渋谷区恵比寿南3-1-5,35.645612,139.706805,専門学校東京声優・国際アカデミー,私立,専修学校,03-3719-0811,2021年4月時点
渋谷区,本町６丁目,-,東京都渋谷区本町6-21-7,35.681119,139.679931,専門学校東洋公衆衛生学院,私立,専修学校,03-3376-8511,2021年4月時点
渋谷区,桜丘町,-,東京都渋谷区桜丘町4-16,35.654551,139.703943,専門学校日本デザイナー学院                           ,私立,専修学校,03-3770-5581,2021年4月時点
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-29-2,35.664453,139.703373,専門学校ヒコ・みづのジュエリーカレッジ,私立,専修学校,03-3499-0350,2021年4月時点
渋谷区,桜丘町,-,東京都渋谷区桜丘町23-１8,35.655917,139.69991,専門学校ビジョナリーアーツ,私立,専修学校,03-5728-4500,2021年4月時点
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5-19-9,35.682565,139.703862,専門学校ミューズ音楽院,私立,専修学校,03-3341-6607,2021年4月時点
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-31-2,35.681947,139.702517,専門学校ミューズモード音楽院,私立,専修学校,03-3375-6435,2021年4月時点
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-20-5,35.66321,139.704426,東京サイクルデザイン専門学校,私立,専修学校,03-3499-0655,2021年4月時点
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-19-21,35.65978,139.70477,東京スクールオブミュージック専門学校渋谷,私立,専修学校,03-5766-5181,2021年4月時点
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-24-6,35.660761,139.702014,東京ダンス・俳優＆舞台芸術専門学校,私立,専修学校,03-5468-8982,2021年4月時点
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3-62-8,35.673538,139.703822,東京デザイン専門学校,私立,専修学校,03-3497-0701,2021年4月時点
渋谷区,本町４丁目,-,東京都渋谷区本町4-20-7,35.688182,139.679134,東放学園音響専門学校,私立,専修学校,03-3299-7981,2021年4月時点
渋谷区,桜丘町,-,東京都渋谷区桜丘町4-16,35.654551,139.703943,日本写真芸術専門学校,私立,専修学校,03-3770-5585,2021年4月時点
渋谷区,桜丘町,-,東京都渋谷区桜丘町20-1,35.655191,139.700871,日本柔道整復専門学校,私立,専修学校,03-3461-4740,2021年4月時点
渋谷区,桜丘町,-,東京都渋谷区桜丘町20-1 ,35.655191,139.700871,日本鍼灸理療専門学校,私立,専修学校,03-3461-4787,2021年4月時点
渋谷区,広尾４丁目,-,東京都渋谷区広尾4-1-3,35.653689,139.719238,日本赤十字社助産師学校　,私立,専修学校,03-3400-1311,2021年4月時点
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ヶ谷5-7-3,35.68168,139.706261,日本デザイン福祉専門学校,私立,専修学校,03-3356-1501,2021年4月時点
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ケ谷5-25-4,35.684882,139.703383,服部栄養専門学校,私立,専修学校,03-3356-7171,2021年4月時点
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-22-1,35.685606,139.693857,文化外国語専門学校,私立,専修学校,03-3299-2011,2021年4月時点
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-22-1,35.685606,139.693857,文化服装学院,私立,専修学校,03-3299-2211,2021年4月時点
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-26-1,35.670952,139.708757,べルエポック美容専門学校,私立,専修学校,03-3423-9090,2021年4月時点
渋谷区,松涛２丁目,-,東京都渋谷区松濤2-16-5,35.658075,139.69038,ヤマザキ動物専門学校,私立,専修学校,03-5454-1101,2021年4月時点
渋谷区,円山町,-,東京都渋谷区円山町28-5,35.655749,139.694299,山手調理製菓専門学校,私立,専修学校,03-5456-0777,2021年4月時点
渋谷区,代々木１丁目,-,東京都渋谷区代々木1-53-1,35.684186,139.699952,山野美容専門学校,私立,専修学校,03-3379-0111,2021年4月時点
